point[#],X[0.0-1.0],P[kbar],T[°C],phase,mode[mol%],mode[wt%],log10(fO2),log10(dQFM),aH2O,aSiO2,aTiO2,aAl2O3,aMgO,aFeO,density[kg/m3],volume[cm3/mol],heatCapacity[kJ/K],alpha[1/K],Entropy[J/K],Enthalpy[J],Vp[km/s],Vs[km/s],BulkMod[GPa],ShearMod[GPa],SiO2[mol%],Al2O3[mol%],CaO[mol%],MgO[mol%],FeO[mol%],K2O[mol%],Na2O[mol%],TiO2[mol%],O[mol%],Cr2O3[mol%],H2O[mol%],SiO2[wt%],Al2O3[wt%],CaO[wt%],MgO[wt%],FeO[wt%],K2O[wt%],Na2O[wt%],TiO2[wt%],O[wt%],Cr2O3[wt%],H2O[wt%]
8,1.0,3.65,1240.0,liq,100.0,100.0,-,-,-,-,-,-,-,-,2344.0502142299265,94.72870148325856,0.30301890797832026,2.3047796947557796e-5,0.5763825460604679,-2922.2152651869847,2.943154376333933,3.1734490616867193e-9,20.30453257237387,2.3606411548459615e-17,86.82320721191975,5.302369546918011,1.0403184940578725,0.30792393070003543,1.1985686157069009,1.668523469708038,3.3879249689204407,0.07078901362704297,0.20037474844191633,0.0,0.0,82.93257400674705,8.595263907951335,0.9275422917103128,0.19729127733396848,1.3691438203202615,2.4988639928776255,3.338449045429051,0.08990074974017988,0.0509709078902475,0.0,0.0
9,1.0,3.6,1230.0,system,100.0,100.0,-5.981891104031836,1.8823558038092332,0.0,0.9685115972149134,0.07783022284597702,0.012864574796370135,0.00917332373266545,0.04352177616229126,2343.8573210301984,26.838593317179598,0.303400121718968,2.3087436108351107e-5,0.16271948697596034,-828.7231502486375,2.9417724862043233,3.173626135764204e-9,20.283800697796977,2.360710323075308e-17,86.83181316818683,5.302794697205303,1.0425989574010426,0.2963997036002964,1.1987988012011987,1.6684983315016686,3.387896612103388,0.07079992920007079,0.2003997996002004,0.0,0.0,82.93766210360492,8.595628464504431,0.9295404354210489,0.1899003680354829,1.3693550498695108,2.498731977705213,3.3382950289028503,0.08991121673700164,0.05097535521953872,0.0,0.0
9,1.0,3.6,1230.0,liq,100.0,100.0,-,-,-,-,-,-,-,-,2343.8573210301984,94.73789209019968,0.3033750549107034,2.3085528632734514e-5,0.5743855877958205,-2925.639615234099,2.9417724862043233,3.1736261357642042e-9,20.283800697796977,2.3607103230753082e-17,86.82454192143342,5.302436144373793,1.0406707816067036,0.3060550086792399,1.1986921471860836,1.6685180144718246,3.3879168189827418,0.07079080018735448,0.2003783630788195,0.0,0.0,82.93332841058293,8.595317919085208,0.9278505661037492,0.19609260150666805,1.369276338590878,2.4988401399282134,3.3384200623253126,0.08990245440421647,0.05097150747284134,0.0,0.0
10,1.0,3.55,1220.0,system,100.0,100.0,-6.09792650735395,1.8784854233006525,0.0,0.9716511627529174,0.08071176055033139,0.013344452979282826,0.00919578671728865,0.04412687634667383,2343.6821973576757,26.840959307731254,0.3033716285533164,2.3137890098227257e-5,0.16215003764395106,-829.679607649222,2.9403709697615272,3.173778678821333e-9,20.26296404274298,2.3607608678366187e-17,86.83181316818683,5.302794697205303,1.0425989574010426,0.2963997036002964,1.1987988012011987,1.6684983315016686,3.387896612103388,0.07079992920007079,0.2003997996002004,0.0,0.0,82.93766210360492,8.595628464504431,0.9295404354210489,0.1899003680354829,1.3693550498695108,2.498731977705213,3.3382950289028503,0.08991121673700164,0.05097535521953872,0.0,0.0
10,1.0,3.55,1220.0,liq,100.0,100.0,-,-,-,-,-,-,-,-,2343.6821973576757,94.74818147299737,0.3033429245641175,2.3135700869950927e-5,0.5723871869258101,-2929.116778246251,2.9403709697615272,3.173778678821333e-9,20.26296404274298,2.3607608678366187e-17,86.82354100269288,5.3023795879898135,1.0403843406452584,0.30699810367051417,1.1991015164837613,1.6685181624405072,3.387913329579416,0.07078935597281204,0.20037460052505476,0.0,0.0,82.93256911423214,8.595246633370392,0.9275973793085377,0.19669731887742825,1.3697472144930234,2.498846290247325,3.338424544584072,0.08990083358674045,0.050970671300365825,0.0,0.0
11,1.0,3.5,1210.0,system,100.0,100.0,-6.2156022108901166,1.8744660420834494,0.0,0.9747903698584317,0.08372970730049573,0.013840487311545935,0.009220418465209714,0.044741527610550565,2343.5063534097417,26.843326775742945,0.3034082270035865,2.317833430665094e-5,0.1615766827263907,-830.6362187137955,2.938955934828656,3.173933020189459e-9,20.241947043552265,2.3608133392118798e-17,86.83181316818683,5.302794697205303,1.0425989574010426,0.2963997036002964,1.1987988012011987,1.6684983315016686,3.387896612103388,0.07079992920007079,0.2003997996002004,0.0,0.0,82.93766210360492,8.595628464504431,0.9295404354210489,0.1899003680354829,1.3693550498695108,2.498731977705213,3.3382950289028503,0.08991121673700164,0.05097535521953872,0.0,0.0
11,1.0,3.5,1210.0,liq,100.0,100.0,-,-,-,-,-,-,-,-,2343.5063534097417,94.7586265671008,0.3033757883092171,2.3175856210028473e-5,0.5703758207144661,-2932.601481455348,2.938955934828656,3.173933020189459e-9,20.241947043552265,2.3608133392118798e-17,86.82248822518946,5.302329253407814,1.0400858547450016,0.3081030721190583,1.1994003464378642,1.668520426843466,3.387914085196094,0.0707879462196061,0.20037078984165724,0.0,0.0,82.93181448391573,8.595191050829671,0.9273340582349576,0.19740588262895797,1.3700927174851991,2.4988572435289096,3.3384353918964687,0.08989931528523372,0.050969856194876956,0.0,0.0
12,1.0,3.45,1200.0,system,100.0,100.0,-6.335365294112025,1.8698819267155937,0.0,0.977943173913751,0.08689548868094837,0.014367301050104248,0.009184573402713666,0.04537748088743741,2343.315388827084,26.845231528665284,0.3036129813369989,2.3229149925638775e-5,0.16099523322987194,-831.5990667789449,2.937542393441062,3.1741158252449366e-9,20.22083243814922,2.3608928956448774e-17,86.83181316818683,5.302794697205303,1.0425989574010426,0.2963997036002964,1.1987988012011987,1.6684983315016686,3.387896612103388,0.07079992920007079,0.2003997996002004,0.0,0.0,82.93766210360492,8.595628464504431,0.9295404354210489,0.1899003680354829,1.3693550498695108,2.498731977705213,3.3382950289028503,0.08991121673700164,0.05097535521953872,0.0,0.0
12,1.0,3.45,1200.0,liq,100.0,100.0,-,-,-,-,-,-,-,-,2343.315388827084,94.76844853894218,0.30358414082044094,2.3226943364245693e-5,0.5683418471942935,-2936.0482075789623,2.937542393441062,3.1741158252449366e-9,20.22083243814922,2.3608928956448774e-17,86.82355314044024,5.302380867499849,1.0403609734480805,0.3065545408843562,1.19956752768526,1.6685148846209117,3.387905276242329,0.07078927056998516,0.2003735186089833,0.0,0.0,82.93239183823492,8.595229132747889,0.9275744328712296,0.19641267564080175,1.3702764236949891,2.498835690405009,3.338409006010537,0.08990052038816468,0.05097028000645216,0.0,0.0
13,1.0,3.4,1190.0,system,100.0,100.0,-6.45734929453959,1.8646317504176355,0.0,0.9810710349925352,0.09020824232219435,0.014885070474837803,0.009241477503218779,0.04603528506902897,2343.154587205666,26.847967453910613,0.30304502098547664,2.3273436992969228e-5,0.16041729729582235,-832.5509885394729,2.9361338926669878,3.1742559007194065e-9,20.20005975626484,2.3609392531285824e-17,86.83181316818683,5.302794697205303,1.0425989574010426,0.2963997036002964,1.1987988012011987,1.6684983315016686,3.387896612103388,0.07079992920007079,0.2003997996002004,0.0,0.0,82.93766210360492,8.595628464504431,0.9295404354210489,0.1899003680354829,1.3693550498695108,2.498731977705213,3.3382950289028503,0.08991121673700164,0.05097535521953872,0.0,0.0
13,1.0,3.4,1190.0,liq,100.0,100.0,-,-,-,-,-,-,-,-,2343.154587205666,94.77991065497457,0.30300688778291657,2.327050841594052e-5,0.5663124082413885,-2939.5731095879282,2.9361338926669878,3.1742559007194065e-9,20.20005975626484,2.3609392531285824e-17,86.82091691658704,5.302246724761164,1.0396214830464516,0.30927265876961807,1.2003645583914473,1.668520552593722,3.387907245902211,0.07078579812162598,0.20036406182671399,0.0,0.0,82.93048682515668,8.59507522467755,0.9269219636085899,0.19815566684269703,1.37119701537596,2.4988626518277317,3.3384356262718686,0.0898967750313557,0.05096825120757662,0.0,0.0
14,1.0,3.35,1180.0,system,100.0,100.0,-6.580673900885613,1.8596289297550945,0.0,0.9842183159955742,0.09368831051759943,0.015443374792808492,0.009211270147628455,0.046694760488615,2342.9628173605965,26.849897897505063,0.30352817083125894,2.3321031723885955e-5,0.15982797194857987,-833.5137571638852,2.93472049372214,3.174443153548442e-9,20.17896495498779,2.36102456193851e-17,86.83181316818683,5.302794697205303,1.0425989574010426,0.2963997036002964,1.1987988012011987,1.6684983315016686,3.387896612103388,0.07079992920007079,0.2003997996002004,0.0,0.0,82.93766210360492,8.595628464504431,0.9295404354210489,0.1899003680354829,1.3693550498695108,2.498731977705213,3.3382950289028503,0.08991121673700164,0.05097535521953872,0.0,0.0
14,1.0,3.35,1180.0,liq,100.0,100.0,-,-,-,-,-,-,-,-,2342.9628173605965,94.79015313375875,0.30349312877557,2.3318339331643895e-5,0.5642523481428865,-2943.038041024245,2.93472049372214,3.174443153548442e-9,20.17896495498779,2.36102456193851e-17,86.82180911342267,5.3022971540749975,1.0398598699265293,0.3081045593081543,1.2003536292097818,1.668518110198632,3.3879041437129667,0.0707869042294423,0.20036651591682691,0.0,0.0,82.93102314177007,8.595124231296548,0.9271309766780074,0.19740649590173448,1.371179307685087,2.498849475347568,3.338419852665728,0.08989783733066713,0.05096868132460991,0.0,0.0
15,1.0,3.3,1170.0,system,100.0,100.0,-6.7061617674487985,1.8540848413137838,0.0,0.9873568322456097,0.09733830670405372,0.016011544936004405,0.009200388144179499,0.0473746706521079,2342.7783913935364,26.852025697221613,0.3037580003671476,2.336056934095787e-5,0.1592363138943074,-834.4740197114675,2.9333018020686117,3.1746232110236285e-9,20.157873141561403,2.3611065399338624e-17,86.83181316818683,5.302794697205303,1.0425989574010426,0.2963997036002964,1.1987988012011987,1.6684983315016686,3.387896612103388,0.07079992920007079,0.2003997996002004,0.0,0.0,82.93766210360492,8.595628464504431,0.9295404354210489,0.1899003680354829,1.3693550498695108,2.498731977705213,3.3382950289028503,0.08991121673700164,0.05097535521953872,0.0,0.0
15,1.0,3.3,1170.0,liq,100.0,100.0,-,-,-,-,-,-,-,-,2342.7783913935364,94.80095981246807,0.30372304825313784,2.3357881341688873e-5,0.5621831129016739,-2946.5263345818507,2.9333018020686117,3.1746232110236285e-9,20.157873141561403,2.3611065399338624e-17,86.82184077152803,5.302304529646925,1.0398595530609225,0.30788512621160335,1.200535808802646,1.6685181611859172,3.3879031440275527,0.07078688254023188,0.20036602299618936,0.0,0.0,82.9309635141211,8.595126873242611,0.9271296894912339,0.19726568857143417,1.3713859276805025,2.498846843866042,3.338415249952225,0.08989771236936853,0.05096850070547491,0.0,0.0
