point[#],X[0.0-1.0],P[kbar],T[°C],phase,mode[mol%],mode[wt%],log10(fO2),log10(dQFM),aH2O,aSiO2,aTiO2,aAl2O3,aMgO,aFeO,density[kg/m3],volume[cm3/mol],heatCapacity[kJ/K],alpha[1/K],Entropy[J/K],Enthalpy[J],Vp[km/s],Vs[km/s],BulkMod[GPa],ShearMod[GPa],SiO2[mol%],Al2O3[mol%],CaO[mol%],MgO[mol%],FeO[mol%],K2O[mol%],Na2O[mol%],TiO2[mol%],O[mol%],Cr2O3[mol%],H2O[mol%],SiO2[wt%],Al2O3[wt%],CaO[wt%],MgO[wt%],FeO[wt%],K2O[wt%],Na2O[wt%],TiO2[wt%],O[wt%],Cr2O3[wt%],H2O[wt%]
1,1.0,4.0,1400.0,system,100.0,100.0,-6.19848741793443,-0.011208640083444032,0.006012512387757799,0.4749391125407353,0.1693421235993946,0.07758003055691275,0.16356316002068066,0.05637548979582403,2771.56488623353,21.367723017839396,0.2807262333403013,8.597773409069728e-5,0.1636105536715097,-718.3451454745432,2.968000931881387,0.10512540566733791,24.373957550183654,0.030629536146232435,48.16139632279264,7.70501541003082,10.88512177024354,21.177042354084712,7.855715711431423,0.0751001502003004,1.9888039776079551,0.7457014914029829,0.4239008478016957,0.0,0.9822019644039288,48.862207959709664,13.266227249225967,10.30826063500519,14.411674523418085,9.531398446026138,0.11946365623967407,2.081553826947815,1.005882290112694,0.1145324001232561,0.0,0.2987990131915154
1,1.0,4.0,1400.0,liq,99.89682319150873,99.9002685176786,-,-,-,-,-,-,-,-,2771.1627562480394,66.0701444439149,0.28082287063535183,8.602502001265948e-5,0.5058578089606762,-2220.7619842482613,2.9628808205781074,2.1661910800831877e-9,24.32710328172046,1.3003359211922886e-17,48.17839165723411,7.713753007911027,10.897048643765496,21.126101069093007,7.864133758162492,0.07518827548142568,1.991127872481679,0.7465649616540793,0.42438258973368215,0.0,0.9833081644829877,48.86804876896024,13.278173294875689,10.317148255737289,14.373653659667784,9.539386407647598,0.11957593998909787,2.0834999794593037,1.0068121234623668,0.11463581373985463,0.0,0.29906575646077616
1,1.0,4.0,1400.0,ol,0.10317680849127292,0.09973148232139908,-,-,-,-,-,-,-,-,3161.9830099335854,46.14087049922803,0.1915677890554334,4.412329685033911e-5,0.3768839437414427,-1872.2771366844886,7.471919515985256,4.3392107503689035,97.15060417978154,59.536187396290224,33.33333333333333,0.0,0.17029107929795906,61.070033500559205,5.426342086809491,0.0,0.0,0.0,0.0,0.0,0.0,41.17983557805262,0.0,0.19637031734122176,50.6068310819528,8.016963022653357,0.0,0.0,0.0,0.0,0.0,0.0
2,1.0,3.9565217391304346,1390.0,system,100.0,100.0,-6.2857007418655275,-0.007761402087344866,0.0062397698426434126,0.47866425699701587,0.1760700015738456,0.08092333016088327,0.1606117897186808,0.0571485542140809,2774.4567007965506,21.344335809626735,0.2787180319343669,8.551664946327907e-5,0.16290202249392013,-719.5223924291224,3.016070922863567,0.3455246881645674,24.796708793073257,0.33123492258364357,48.16139632279264,7.70501541003082,10.88512177024354,21.177042354084712,7.855715711431423,0.0751001502003004,1.9888039776079551,0.7457014914029829,0.4239008478016957,0.0,0.9822019644039288,48.862207959709664,13.266227249225967,10.30826063500519,14.411674523418085,9.531398446026138,0.11946365623967407,2.081553826947815,1.005882290112694,0.1145324001232561,0.0,0.2987990131915154
2,1.0,3.9565217391304346,1390.0,liq,98.88664919874378,98.92282525081752,-,-,-,-,-,-,-,-,2770.0593599422305,65.89088996297656,0.2798692678975404,8.606383901682178e-5,0.5025025780536836,-2216.1160735763337,2.9611273615062736,2.163630984327621e-9,24.288642929751624,1.2967476212309113e-17,48.35714656667624,7.806589844901116,11.026193269519794,20.646529948352164,7.892144677173836,0.07609384904598566,2.015106796446813,0.7555559337888881,0.4294922780682186,0.0,0.9951468360269419,48.94426964791999,13.409187115510527,10.417052850862877,14.01726805751283,9.552852508592686,0.12075683375479455,2.1040734759942827,1.016754115238383,0.1157674866192186,0.0,0.3020179079944116
2,1.0,3.9565217391304346,1390.0,ol,1.1133508012562126,1.0771747491824644,-,-,-,-,-,-,-,-,3165.781671408615,46.12851980467933,0.19105136241038143,4.401114157770616e-5,0.3759201045264488,-1872.92924140942,7.47390810635146,4.33953085152957,97.34968069514942,59.6165062230351,33.33333333333333,0.0,0.17304659734216707,60.92478513252436,5.568834936800146,0.0,0.0,0.0,0.0,0.0,0.0,41.14143585011386,0.0,0.19936175329002295,50.439390234803106,8.21981216179302,0.0,0.0,0.0,0.0,0.0,0.0
3,1.0,3.9130434782608696,1380.0,system,100.0,100.0,-6.373561137711747,-0.0038975001211763297,0.006474399151390259,0.48239305066862087,0.18306832918186722,0.08437216537347125,0.1576871908684809,0.05790919699683655,2777.28454797247,21.32144122948056,0.27596982410702336,8.506549073152277e-5,0.16219739829250662,-720.6863724185948,3.0616138040730094,0.4735923348990855,25.20226353475052,0.6229163171772286,48.16139632279264,7.70501541003082,10.88512177024354,21.177042354084712,7.855715711431423,0.0751001502003004,1.9888039776079551,0.7457014914029829,0.4239008478016957,0.0,0.9822019644039288,48.862207959709664,13.266227249225967,10.30826063500519,14.411674523418085,9.531398446026138,0.11946365623967407,2.081553826947815,1.005882290112694,0.1145324001232561,0.0,0.2987990131915154
3,1.0,3.9130434782608696,1380.0,liq,97.91072008487981,97.9766967202312,-,-,-,-,-,-,-,-,2768.9222383499887,65.71831908720536,0.278116001726731,8.60982568534379e-5,0.49920219981779373,-2211.745585615283,2.9590344119900935,2.16119336045222e-9,24.244363727526977,1.293296221080558e-17,48.534074035182385,7.898505125700521,11.153958175225071,20.17586650132332,7.9158956165474486,0.0769899838357615,2.03883712553969,0.7644539978389417,0.4345500968526522,0.0,1.0068693419542027,49.020419217407316,13.538641232762858,10.515680086542355,13.669026656739161,9.561525329892206,0.12192295499423798,2.1243910042454752,1.0265728190611652,0.11688537712302892,0.0,0.30493532123220835
3,1.0,3.9130434782608696,1380.0,ol,2.0892799151201826,2.0233032797688013,-,-,-,-,-,-,-,-,3169.6148581050984,46.11628295690779,0.19033415918477728,4.394457610771337e-5,0.37495218309405004,-1873.5576938808251,7.475527825381321,4.3397943922673905,97.53463545631155,59.695941022544176,33.333333333333336,0.0,0.17577749485407396,60.7775847928058,5.713304379006809,0.0,0.0,0.0,0.0,0.0,0.0,41.102584867822415,0.0,0.20231670397330412,50.270007439117094,8.425090989087183,0.0,0.0,0.0,0.0,0.0,0.0
4,1.0,3.869565217391304,1370.0,system,100.0,100.0,-6.462202053111672,0.0002698050506893843,0.006716600834791332,0.48612564869385794,0.19034889133046,0.0879259263827928,0.1547884089407382,0.05866033239377879,2780.0584975591214,21.2991053921878,0.2738079752053265,8.461892488877402e-5,0.16149717701326213,-721.8363476124471,3.105523704592651,0.5708942767585057,25.603552319572096,0.9060774306955857,48.16139632279264,7.70501541003082,10.88512177024354,21.177042354084712,7.855715711431423,0.0751001502003004,1.9888039776079551,0.7457014914029829,0.4239008478016957,0.0,0.9822019644039288,48.862207959709664,13.266227249225967,10.30826063500519,14.411674523418085,9.531398446026138,0.11946365623967407,2.081553826947815,1.005882290112694,0.1145324001232561,0.0,0.2987990131915154
