point[#],X[0.0-1.0],P[kbar],T[°C],phase,mode[mol%],mode[wt%],log10(fO2),log10(dQFM),aH2O,aSiO2,aTiO2,aAl2O3,aMgO,aFeO,density[kg/m3],volume[cm3/mol],heatCapacity[J/K],alpha[1/K],Entropy[J/K],Enthalpy[J],Vp[km/s],Vs[km/s],Vp_S[km/s],Vs_S[km/s],BulkMod[GPa],ShearMod[GPa],SiO2[mol%],Al2O3[mol%],CaO[mol%],MgO[mol%],FeO[mol%],K2O[mol%],Na2O[mol%],TiO2[mol%],O[mol%],Cr2O3[mol%],H2O[mol%],SiO2[wt%],Al2O3[wt%],CaO[wt%],MgO[wt%],FeO[wt%],K2O[wt%],Na2O[wt%],TiO2[wt%],O[wt%],Cr2O3[wt%],H2O[wt%],heatCapacity[kJ/K]
32,1.0,2.309090909090909,960.0000000000001,fsp,2.4498970451823356,2.7516732531842987,-,-,-,-,-,-,-,-,2615.1067267517287,102.9239485374881,,2.786427401197942e-5,0.6074149014973986,-3767.9091128797036,6.203101508653199,3.3770385110547547,-,-,60.86037513832197,29.82369466336383,64.21169962516272,17.894150187418635,10.788300374837277,0.0,0.0,0.03640071732463354,7.0694490952567275,0.0,0.0,0.0,0.0,57.3321494070999,27.114090383805074,8.991148473123548,0.0,0.0,0.050958305651122644,6.511653430320358,0.0,0.0,0.0,0.0,0.32813051213943106
32,1.0,2.309090909090909,960.0000000000001,cpx,2.0358617625800117,1.9989206167950686,-,-,-,-,-,-,-,-,3403.0260015560793,68.28057982348938,,3.986572926904551e-5,0.47675582786849235,-2698.7943326278246,6.868852346917766,3.792772529355849,-,-,95.28802200659,48.95294916805629,50.50421598423229,0.6105921227126879,17.101579472146376,12.317624729499572,16.68911747997333,0.03525501728417336,1.5953685174784251,0.16589351690889662,0.9803531597642382,0.0,0.0,51.58381507935187,1.0583685479651441,16.304223842822154,8.438940330640296,20.385250172366757,0.05645829206190134,1.6810030087706633,0.22528038086945434,0.2666603451517749,0.0,0.0,0.26091810948792143
32,1.0,2.309090909090909,960.0000000000001,spn,0.26421625145790845,0.27939176665091475,-,-,-,-,-,-,-,-,4728.958238898375,47.00665974067359,,4.212326035411303e-5,0.42263765523957864,-1163.1189115067768,7.202792925850552,3.959826251582377,-,-,146.4712562580003,74.15112420170175,0.0,0.9725686289075389,0.0,3.5382705384548405,67.96296423910634,0.0,0.0,12.049923631940192,15.476272961591084,0.0,0.0,0.0,1.5653057107184378,0.0,2.250842819202804,77.08114744982042,0.0,0.0,15.193976022565586,3.9087279976927665,0.0,0.0,0.2041199881839922
32,1.0,2.309090909090909,960.0000000000001,liq,94.28107658468313,93.97643904387914,-,-,-,-,-,-,-,-,2428.2717920542377,66.0538171556425,,0.00019320128117782478,0.4073501967357274,-2027.9226483151842,2.5868320665415916,2.29335939624411e-9,-,-,16.249266692032005,1.2771488983369263e-17,61.0763097108454,7.574001099377211,4.705406441822864,2.4429790951942896,8.060675692172355,0.6267219236847928,5.306948400853283,0.2791248533868608,0.34786204006792343,0.0,9.57997074259505,61.44851954596239,12.931946582076787,4.418896799908694,1.6486691376508187,9.698552749968396,0.9886316308706313,5.5081422596143605,0.37337503433174946,0.09320425376115384,0.0,2.8900620058550297,0.23011150935435204
32,1.0,2.309090909090909,960.0000000000001,ol,0.9689483560966088,0.9935753194905762,-,-,-,-,-,-,-,-,3926.4005703343496,46.93789967212746,,3.8127572956306656e-5,0.365769839669146,-1534.873916723099,6.594122129144097,3.536558176767519,-,-,105.25157141558017,49.10844894486365,33.33333333333333,0.0,0.21868278355395188,20.474955237361712,45.97302864575099,0.0,0.0,0.0,0.0,0.0,0.0,32.59955468075154,0.0,0.19962990333572883,13.431700686105074,53.769114729807654,0.0,0.0,0.0,0.0,0.0,0.0,0.19097854057217367
33,1.0,2.254545454545455,950.0000000000001,system,100.0,100.0,-11.887912204587657,-0.20024036529598147,0.41871683803030463,0.7214217583007536,0.3250594261440293,0.06496747374234935,0.02418179039706365,0.18241698271520193,2451.375091786001,24.478217730270437,[1418.806409248294],0.00019035510405527735,0.15046432060899018,-756.5116772859376,2.7921798245387306,0.6329334410018135,26.76321232365212,14.590944456290249,17.802200962970346,0.982032483097493,61.07630971084538,7.574001099377209,4.705406441822862,2.4429790951942882,8.060675692172351,0.6267219236847925,5.3069484008532815,0.2791248533868607,0.3478620400679232,0.0,9.579970742595044,61.4485195459624,12.931946582076788,4.418896799908694,1.6486691376508187,9.698552749968396,0.9886316308706311,5.5081422596143605,0.3733750343317495,0.09320425376115382,0.0,2.89006200585503,
33,1.0,2.254545454545455,950.0000000000001,fsp,2.361356016132158,2.657645130764703,-,-,-,-,-,-,-,-,2611.6189182371536,102.93398492628972,,2.8103667466614092e-5,0.6050317941643596,-3765.1639666307124,6.176936803710692,3.365125365159323,-,-,60.21293728506214,29.57415210902775,64.74260759606383,17.628696201968083,10.257392403936167,0.0,0.0,0.04167767029694441,7.329626127734971,0.0,0.0,0.0,0.0,57.877732800232586,26.74492717367568,8.559263063103261,0.0,0.0,0.05841787254028079,6.759659090448189,0.0,0.0,0.0,0.0,0.32788811412176233
33,1.0,2.254545454545455,950.0000000000001,spn,0.2206712257959959,0.23440032367803526,-,-,-,-,-,-,-,-,4737.095866062397,47.01094434385804,,4.200954333854534e-5,0.4215497612225936,-1160.7333492708053,7.199187538156459,3.95313847771506,-,-,146.8115829483424,74.02803634233047,0.0,0.9171597324137016,0.0,3.259864934396217,68.25787610563303,0.0,0.0,12.094716375055626,15.470382852501427,0.0,0.0,0.0,1.4743114077039128,0.0,2.0711858611881335,77.32037710185699,0.0,0.0,15.231692549094136,3.9024330801568348,0.0,0.0,0.2044190870761507
33,1.0,2.254545454545455,950.0000000000001,cpx,1.920122832653822,1.897444353786248,-,-,-,-,-,-,-,-,3412.270567477448,68.29783322117422,,3.9799384974067635e-5,0.47546319795627034,-2693.002737816616,6.857690028290111,3.7747183121283796,-,-,95.64565308605393,48.619731502402075,50.547822819920626,0.5997380204238385,17.10684517272367,11.594834487740073,17.242268624806666,0.037338604135845034,1.670743851129016,0.17236155183131716,1.0280468672889467,0.0,0.0,51.465863295800396,1.0362828054975382,16.257913676933317,7.91874728483261,20.994622152919618,0.05960680787007247,1.7548836467253275,0.23332718167720493,0.27875314774391957,0.0,0.0,0.26052461574933367
33,1.0,2.254545454545455,950.0000000000001,liq,94.55904298311206,94.237274020403,-,-,-,-,-,-,-,-,2406.315329421926,65.90062314834297,,0.00019932338869027523,0.40337404268389515,-2017.035576481126,2.5685879643215834,2.3079104847978442e-9,-,-,15.876012209190947,1.2817120225504129e-17,61.61673725430434,7.555341106957661,4.37005278000928,2.1581417670270566,7.5364547523122365,0.6609884959838246,5.395100927165318,0.26356056994825144,0.31096753609780997,0.0,10.1326548101942,62.2065183348665,12.944675753955865,4.118148093489015,1.461478023069362,9.099156644875785,1.0462900055908193,5.618992061336917,0.3537738821164134,0.08360693609601699,0.0,3.0673602646033102,0.22778816276087535
33,1.0,2.254545454545455,950.0000000000001,ol,0.9388069423059638,0.9732361713680138,-,-,-,-,-,-,-,-,3952.982416740735,46.97982572837121,,3.795110126831086e-5,0.3658995263935674,-1520.7464290221053,6.562390421045236,3.5071256241398103,-,-,105.40651798676065,48.62140758438716,33.33333333333333,0.0,0.2171402948137929,18.982404522692235,47.467121849160634,0.0,0.0,0.0,0.0,0.0,0.0,32.3514417594944,0.0,0.19671315269707643,12.357802240921911,55.0940428468866,0.0,0.0,0.0,0.0,0.0,0.0,0.19108575082050208
34,1.0,2.2,940.0000000000001,system,100.0,100.0,-12.09865558001685,-0.24125985789750504,0.44932518474993505,0.7305642857099002,0.3288270718084821,0.06088467996540509,0.02211620938400481,0.18242315063744347,2428.809013092087,24.620630488552674,[1423.8290957714842],0.0001965789389133727,0.15020251835171441,-758.4221313038543,2.76361906413957,0.6146260292926632,27.286584344209476,14.857089810735722,17.326889015287712,0.9175194154433559,61.61673725430437,7.5553411069576635,4.37005278000928,2.1581417670270575,7.53645475231224,0.6609884959838249,5.395100927165321,0.26356056994825156,0.3109675360978101,0.0,10.132654810194204,62.2065183348665,12.944675753955865,4.1181480934890144,1.461478023069362,9.099156644875785,1.0462900055908193,5.618992061336918,0.3537738821164134,0.08360693609601699,0.0,3.0673602646033107,
34,1.0,2.2,940.0000000000001,ol,0.8975460382205246,0.9401667740600006,-,-,-,-,-,-,-,-,3977.3135876997026,47.016520776870045,,3.7804697321704624e-5,0.36586636856685284,-1508.0075868360093,6.534330288467776,3.48072548070018,-,-,105.5719789513018,48.186943396982336,33.33333333333333,0.0,0.21455861197005743,17.621812349145625,48.83029570555099,0.0,0.0,0.0,0.0,0.0,0.0,32.12843726846938,0.0,0.19303447935291562,11.392959433639541,56.28556881853816,0.0,0.0,0.0,0.0,0.0,0.0,0.19120590746527408
34,1.0,2.2,940.0000000000001,spn,0.18240703325927124,0.19479056570781478,-,-,-,-,-,-,-,-,4742.7103185258875,47.02231904939861,,4.190658361558572e-5,0.42036785333720483,-1160.4828674024811,7.197663956949709,3.9467569434809344,-,-,147.20035041000006,73.87667869268495,0.0,0.8594930167647166,0.0,3.0399616808636742,68.46517364767735,0.0,0.0,12.26047265230654,15.374899002387737,0.0,0.0,0.0,1.379033884955768,0.0,1.927861869925471,77.41038809352196,0.0,0.0,15.411610605620835,3.8711055459759702,0.0,0.0,0.2052247952311502
34,1.0,2.2,940.0000000000001,fsp,2.2763852752110734,2.567666608490448,-,-,-,-,-,-,-,-,2608.07813515376,102.94450302656827,,2.83336412935805e-5,0.6026378349716676,-3762.298921726054,6.150204514968204,3.35296860720014,-,-,59.55585786592458,29.321053664641973,65.28163990001707,17.359180049991465,9.71836009998293,0.0,0.0,0.047675634632010896,7.593144315376526,0.0,0.0,0.0,0.0,58.43286912944904,26.369097511889848,8.119648403893049,0.0,0.0,0.06690885799442449,7.0114760967736345,0.0,0.0,0.0,0.0,0.32762886379288786
34,1.0,2.2,940.0000000000001,liq,94.84342655151693,94.50691205712067,-,-,-,-,-,-,-,-,2384.966280864492,65.71094706905401,,0.0002053941934436178,0.39924324696075253,-2005.5287437711363,2.5505936465663224,2.3223641680224353e-9,-,-,15.515464799743716,1.2863018299507611e-17,62.12335902212541,7.536424978740916,4.047539373918875,1.90187729695036,7.008479086301053,0.6949819978453972,5.472404629855233,0.250949665545,0.27791932153007315,0.0,10.68606462718768,62.9444748062154,12.958894889726055,3.8279992792453865,1.2925885380504514,8.492260630694938,1.1040715478009657,5.720085675749507,0.3380628415641268,0.07499140384629244,0.0,3.2465703871068916,0.22582019575532208
34,1.0,2.2,940.0000000000001,cpx,1.8002351017922018,1.7904639946210628,-,-,-,-,-,-,-,-,3421.042987558857,68.31140247430986,,3.973425224063398e-5,0.47410673731992703,-2687.6752545006098,6.848088683713023,3.758487040855223,-,-,95.99909206817259,48.326422416823995,50.58450538400668,0.593118193854766,17.10758430417509,10.907863722150093,17.76127855371866,0.039421542883269635,1.7468605077213035,0.18138618452479505,1.0779816069653354,0.0,0.0,51.349966270450174,1.0217950720951472,16.210239246602068,7.427411408936588,21.56223270674736,0.06274472950409417,1.82937411362532,0.24481329123301185,0.29142316080623165,0.0,0.0,0.26046541691931496
35,1.0,2.1454545454545455,930.0000000000001,system,100.0,100.0,-12.309087156434593,-0.2791347453930264,0.48064087172642445,0.739616497200047,0.33516023839127224,0.05696740994587129,0.020250083372542763,0.18190960964410627,2406.792955468301,24.755929985701698,[1425.5013732172224],0.00020273749616377096,0.1499030960913249,-760.2600951145477,2.735591816631117,0.5967055354471472,27.818383400942558,15.130394916273577,16.868536139836866,0.8569566731945489,62.12335902212541,7.536424978740916,4.047539373918875,1.90187729695036,7.008479086301053,0.6949819978453972,5.472404629855233,0.250949665545,0.27791932153007315,0.0,10.68606462718768,62.94447480621539,12.958894889726055,3.8279992792453856,1.2925885380504512,8.492260630694938,1.1040715478009655,5.720085675749507,0.33806284156412675,0.07499140384629244,0.0,3.2465703871068916,
35,1.0,2.1454545454545455,930.0000000000001,fsp,2.2034983960907244,2.49122492946121,-,-,-,-,-,-,-,-,2604.4619529170236,102.95570967140571,,2.861122831214273e-5,0.6002339935171799,-3759.2768814474753,6.122614371006795,3.340478267132222,-,-,58.881710553753884,29.062657156413024,65.83185762509466,17.08407118745267,9.168142374905338,0.0,0.0,0.054535080507446175,7.861393732039884,0.0,0.0,0.0,0.0,59.0007553123692,25.98440260126646,7.669744404729924,0.0,0.0,0.0766334537079705,7.268464227926436,0.0,0.0,0.0,0.0,0.32757314865468506
35,1.0,2.1454545454545455,930.0000000000001,ol,0.8508568403550982,0.9000323775580567,-,-,-,-,-,-,-,-,3999.3660360368463,47.04787354178663,,3.766527873303819e-5,0.36566803194769815,-1496.6920142643316,6.509568165750135,3.457378696719258,-,-,105.72932460301755,47.80629174251298,33.33333333333333,0.0,0.21091236438096017,16.395720918788534,50.060033383497185,0.0,0.0,0.0,0.0,0.0,0.0,31.92998913902512,0.0,0.1885819606770874,10.534784716275908,57.346644184021876,0.0,0.0,0.0,0.0,0.0,0.0,0.191396968554946
35,1.0,2.1454545454545455,930.0000000000001,liq,95.11403675072727,94.76445203397967,-,-,-,-,-,-,-,-,2364.342556104156,65.49166733439631,,0.00021138517488439025,0.3950102626524357,-1993.599728047514,2.5327746045676816,2.3366784206277637e-9,-,-,15.167132654311951,1.29094665008861e-17,62.595992878970144,7.516106457302314,3.738277923281949,1.6732820431687563,6.483125304828946,0.728677477581826,5.538830415705231,0.2408305758136614,0.24842516351028168,0.0,11.236451759836898,63.66010558843623,12.972200355284647,3.5487098265207657,1.141471558199511,7.885007055667691,1.16192246138436,5.811129295765674,0.32564212372497564,0.06728317315896637,0.0,3.426528561857187,0.22325106644097212
35,1.0,2.1454545454545455,930.0000000000001,cpx,1.6822991312610975,1.6838668908939352,-,-,-,-,-,-,-,-,3429.27067624884,68.32070008726573,,3.966622338413219e-5,0.4726788132338226,-2682.8621087740426,6.840197814858315,3.7440178128711623,-,-,96.35592283943815,48.070382564804206,50.615819350083534,0.5895983672245747,17.101116614143788,10.263526360781276,18.241556157436506,0.041505125027336345,1.8240226832256938,0.1932196688644263,1.1296356732128559,0.0,0.0,51.23932479538376,1.0129156978160319,16.159193304257094,6.969295048958324,22.083904467899032,0.06587791294803376,1.9048860857678664,0.26006181694612684,0.3045408700237424,0.0,0.0,0.2608560449254337
35,1.0,2.1454545454545455,930.0000000000001,spn,0.14930888156580005,0.16042376810713427,-,-,-,-,-,-,-,-,4746.017296915291,47.04064482211815,,4.172099415349347e-5,0.41910162180206906,-1162.2114132903703,7.195475960402604,3.940480688074264,-,-,147.4667792567531,73.69325227586307,0.0,0.800174312164947,0.0,2.8690180133984264,68.59526770250359,0.0,0.0,12.542508512062007,15.193031459871017,0.0,0.0,0.0,1.28062831826559,0.0,1.8148761365036803,77.36233988729853,0.0,0.0,15.72646561418701,3.815690043745183,0.0,0.0,0.2042061203868018
36,1.0,2.090909090909091,920.0000000000001,system,100.0,100.0,-12.524142300894313,-0.31872766425426186,0.5125329615090971,0.7484999619638018,0.3435419267968552,0.05312101995404528,0.01848171276961483,0.18119523149426078,2385.470146409971,24.884478906008564,[1430.8667534817018],0.0002088131250270079,0.1495789142349572,-761.987091748078,2.7068510127440097,0.5766952670204551,28.452567195028198,15.459862871337451,16.420636208362765,0.7933535330292726,62.59599287897015,7.516106457302316,3.738277923281949,1.6732820431687567,6.483125304828946,0.728677477581826,5.538830415705231,0.24083057581366146,0.24842516351028174,0.0,11.236451759836898,63.66010558843623,12.972200355284647,3.548709826520765,1.1414715581995112,7.885007055667689,1.1619224613843597,5.811129295765674,0.32564212372497564,0.06728317315896638,0.0,3.426528561857187,
36,1.0,2.090909090909091,920.0000000000001,liq,95.40711833013054,95.04719617232584,-,-,-,-,-,-,-,-,2344.8625243445413,65.2481694930777,,0.00021721325833438864,0.39074510585881417,-1981.3025401590487,2.5154615785912804,2.3506549803040466e-9,-,-,14.837227721985295,1.2956722738851841e-17,63.02807065801325,7.491786842376513,3.4486481505241806,1.46165302054334,5.9838015522277725,0.7616116567491004,5.592873642185397,0.2323518129923229,0.2220644107230344,0.0,11.777138253665091,64.33994387001539,12.978723477775267,3.2860459574589407,1.0008432742202897,7.305007985703463,1.2189930393690096,5.88983759695237,0.31535582853879845,0.06036923671161685,0.0,3.6048797332548435,0.22129302908761087
36,1.0,2.090909090909091,920.0000000000001,cpx,1.5419453563266547,1.5534530144333571,-,-,-,-,-,-,-,-,3437.671385349213,68.3300466604632,,3.958297755238125e-5,0.47125156826833536,-2677.8606231210592,6.832369179162637,3.7296004925365933,-,-,96.71788345183137,47.81773338559989,50.64400341155413,0.5890225517947721,17.093753668440055,9.598202756753583,18.73164605753814,0.04362808873041908,1.9062521928188505,0.2078623473653598,1.1856289250046803,0.0,0.0,51.12155863058961,1.0090388382877362,16.10614405839747,6.498918626013533,22.612513989154202,0.0690499269698322,1.9850802168513617,0.27897161503684814,0.31872409869940965,0.0,0.0,0.2607924262072541
36,1.0,2.090909090909091,920.0000000000001,ol,0.7968443876831586,0.8511926771281809,-,-,-,-,-,-,-,-,4021.341149483007,47.0792380563294,,3.753801451590848e-5,0.3654519692580178,-1485.381938212221,6.484975864255438,3.4341544242405817,-,-,105.88334599599611,47.42535150490402,33.33333333333333,0.0,0.20737428496122187,15.171911192351864,51.28738118935359,0.0,0.0,0.0,0.0,0.0,0.0,31.7343480485006,0.0,0.18428238225391955,9.688716524632062,58.39265304461342,0.0,0.0,0.0,0.0,0.0,0.0,0.19100593599964955
36,1.0,2.090909090909091,920.0000000000001,spn,0.1222627716651216,0.13229243451697303,-,-,-,-,-,-,-,-,4747.482055950279,47.06754585979483,,4.147553306896891e-5,0.4177908073599603,-1165.663338806418,7.195340383593147,3.9333518455138,-,-,147.85833903385128,73.44951375903067,0.0,0.7394799041937489,0.0,2.71745307646473,68.67500035518522,0.0,0.0,12.951226465012672,14.916840199143625,0.0,0.0,0.0,1.1794803314797069,0.0,1.7131744938276743,77.18980483989986,0.0,0.0,16.183909969279224,3.7336303655135286,0.0,0.0,0.20308228447561563
36,1.0,2.090909090909091,920.0000000000001,fsp,2.1318291541944987,2.415865701595643,-,-,-,-,-,-,-,-,2600.787458695601,102.96751890512124,,2.889715789363225e-5,0.5978183433502221,-3756.1254816983233,6.094318085160068,3.327713291974326,-,-,58.19473101533011,28.8002770215792,66.39104418495582,16.8044779075221,8.608955815044197,0.0,0.0,0.06233991475729744,8.133182177720604,0.0,0.0,0.0,0.0,59.57915015588002,25.59232438133703,7.211296704128649,0.0,0.0,0.08771462031013096,7.529514138344171,0.0,0.0,0.0,0.0,0.327446134690146
37,1.0,2.036363636363636,910.0000000000001,system,100.0,100.0,-12.741805422534956,-0.35794782270818704,0.5452432239926317,0.7572199686947686,0.3541514964119565,0.04940798239138808,0.016859749044518667,0.18014034789497996,2365.2301344641965,25.001454399924068,[1432.7340278378188],0.0002147287079130422,0.14920313768149582,-763.5324551857898,2.6805765067686007,0.5599127846451938,28.973592043104038,15.731929417212871,16.006664912554847,0.7415051496475171,63.028070658013256,7.491786842376513,3.4486481505241815,1.4616530205433402,5.983801552227773,0.7616116567491005,5.592873642185398,0.23235181299232294,0.22206441072303443,0.0,11.777138253665093,64.3399438700154,12.978723477775267,3.286045957458942,1.00084327422029,7.305007985703464,1.2189930393690096,5.889837596952371,0.3153558285387985,0.06036923671161686,0.0,3.604879733254844,
37,1.0,2.036363636363636,910.0000000000001,liq,95.64220429024779,95.27214843556207,-,-,-,-,-,-,-,-,2326.2037076681554,64.98009767512939,,0.00022295116079432776,0.3864211493588085,-1968.6502446709094,2.498435097749485,2.364524376393851e-9,-,-,14.520577462524122,1.3005747999367489e-17,63.422783203321245,7.4638301797515805,3.173651152512196,1.2753849434638098,5.497459509890267,0.7940326679515978,5.634859544842923,0.22565552386296533,0.19860570107252812,0.0,12.313737573330895,64.9923873894883,12.980124150349113,3.0356693262712255,0.8766648659977574,6.73714790482612,1.2757822139129027,5.956922324129275,0.3074477331767656,0.054199959696184456,0.0,3.7836541321523733,0.21883175647337913
37,1.0,2.036363636363636,910.0000000000001,cpx,1.4344044065363668,1.4543683072836564,-,-,-,-,-,-,-,-,3445.4931652120245,68.3349606909426,,3.950705170484092e-5,0.4697490468262354,-2673.3906007052597,6.825371889028726,3.7167087925070263,-,-,97.04967374173275,47.59578158227099,50.669039072767184,0.589800159648548,17.077415807197738,8.979506440050436,19.18100983124034,0.04575014884372987,1.9895541888953274,0.22573834603585063,1.2421860053208535,0.0,0.0,51.012129402353104,1.0077100113561122,16.048373322531408,6.063988556071704,23.093996785521266,0.07221780341785246,2.0663705561617474,0.3021650676623204,0.3330484949244893,0.0,0.0,0.2601816769002471
37,1.0,2.036363636363636,910.0000000000001,fsp,2.081442620882012,2.3645483820054864,-,-,-,-,-,-,-,-,2597.0999097115546,102.97965765258881,,2.9216204658116198e-5,0.5953867278462416,-3752.9198480626246,6.065451780891775,3.314842426819652,-,-,57.496670858626445,28.53740210305518,66.95318855289082,16.523405723554596,8.04681144710919,0.0,0.0,0.07116619343118755,8.405428083014217,0.0,0.0,0.0,0.0,60.16183565834289,25.197026001134304,6.749191027577661,0.0,0.0,0.100263885332571,7.791683427612557,0.0,0.0,0.0,0.0,0.3260291725430705
37,1.0,2.036363636363636,910.0000000000001,ol,0.743981124157622,0.8021006055096798,-,-,-,-,-,-,-,-,4041.2113050424,47.10564671916544,,3.737903649208275e-5,0.3650818702918957,-1475.4013170819376,6.463704881786724,3.4137325021247777,-,-,106.04699386210321,47.094537195708575,33.33333333333333,0.0,0.2029021851843243,14.073042708256143,52.390721773226204,0.0,0.0,0.0,0.0,0.0,0.0,31.560610399502774,0.0,0.1793211246824088,8.937782390536952,59.32228608527787,0.0,0.0,0.0,0.0,0.0,0.0,0.19078316916634094
37,1.0,2.036363636363636,910.0000000000001,spn,0.09796755817620649,0.10683426963909858,-,-,-,-,-,-,-,-,4747.0351338436485,47.100786077548406,,4.123899483303949e-5,0.4164096187533927,-1170.7997370913627,7.196341363248994,3.9260314674360353,-,-,148.27695696914162,73.16948501975222,0.0,0.678795963570945,0.0,2.5991401982608355,68.69476937434783,0.0,0.0,13.466769782423412,14.56052468139697,0.0,0.0,0.0,1.078311974612963,0.0,1.6319622265735065,76.89990307704063,0.0,0.0,16.760109130642444,3.6297135911304443,0.0,0.0,0.203342650060131
38,1.0,1.981818181818182,900.0000000000001,system,100.0,100.0,-12.96198357304101,-0.3966244959115411,0.5789591444737895,0.7657612959863198,0.3670113953832727,0.04585284416734447,0.015392932299484897,0.17872730501108955,2345.742359270945,25.109309971006333,[1437.7371334687796],0.00022057356357423337,0.1487894752723637,-764.9168280257621,2.65483042849789,0.5431779654443456,29.517222147235998,16.019125532715474,15.610293469317398,0.6920932259166044,63.422783203321245,7.4638301797515805,3.173651152512196,1.2753849434638098,5.497459509890267,0.7940326679515978,5.634859544842923,0.22565552386296533,0.19860570107252812,0.0,12.313737573330895,64.9923873894883,12.980124150349113,3.035669326271226,0.8766648659977576,6.737147904826121,1.2757822139129027,5.956922324129276,0.3074477331767656,0.054199959696184456,0.0,3.7836541321523733,
38,1.0,1.981818181818182,900.0000000000001,cpx,1.3261148120488273,1.353090601748656,-,-,-,-,-,-,-,-,3452.8386811974615,68.33626184792355,,3.9400080000455745e-5,0.46818138842724333,-2669.3615401407237,6.819690554927203,3.7049813408403183,-,-,97.38960636561028,47.39672549439058,50.691975872173536,0.5913209910392271,17.05377363857928,8.398849533780052,19.5964706776836,0.04787001750554615,2.0739756727301457,0.24702645420502417,1.29873714230358,0.0,0.0,50.90985689170535,1.007826690393479,15.986788588636378,5.657930126827897,23.536255353368333,0.07537845329630187,2.1487602558860663,0.3298483026010717,0.3473553372851409,0.0,0.0,0.2597768227209894
38,1.0,1.981818181818182,900.0000000000001,fsp,2.0377297929560543,2.3208446258484314,-,-,-,-,-,-,-,-,2593.4537928565505,102.99175620821906,,2.954934910309129e-5,0.5929339880448866,-3749.751253910839,6.036670409871648,3.302073167857875,-,-,56.80478158515822,28.278208940228932,67.51103746073261,16.244481269633695,7.488962539267387,0.0,0.0,0.08102136176868195,8.674497368597626,0.0,0.0,0.0,0.0,60.74124913468976,24.803598196149963,6.289392175995608,0.0,0.0,0.11429558479052473,8.051464908374136,0.0,0.0,0.0,0.0,0.3259580285572397
38,1.0,1.981818181818182,900.0000000000001,ol,0.6882505827692456,0.7486010409914822,-,-,-,-,-,-,-,-,4059.435807911925,47.128208488994765,,3.7260475298771524e-5,0.3645883935513895,-1466.4618353279793,6.4451317550074085,3.3954942535422084,-,-,106.22412971975504,46.802782991234906,33.33333333333333,0.0,0.1977820512195378,13.071835402645396,53.397049212801726,0.0,0.0,0.0,0.0,0.0,0.0,31.403880401909902,0.0,0.1739280096424271,8.260688813953337,60.16150277449434,0.0,0.0,0.0,0.0,0.0,0.0,0.1910725006377303
38,1.0,1.981818181818182,900.0000000000001,liq,95.87005816269499,95.49183924981946,-,-,-,-,-,-,-,-,2308.4491179428965,64.6887157974435,,0.00022860187411534599,0.3820560526651565,-1955.6156430030383,2.4818100184057883,2.378285715854776e-9,-,-,14.218617561405775,1.3057149040115833e-17,63.777372864070394,7.430926932556605,2.9150420911440103,1.1112356363638916,5.031753652148249,0.8257120778804783,5.663943713617314,0.22037857594257992,0.17771194173755586,0.0,12.845922514538918,65.6132827164986,12.973824973446135,2.799291026268452,0.7668429398238674,6.190722824161536,1.331909623579518,6.011262838928882,0.3014412246512106,0.04868910727277525,0.0,3.962732725369004,0.21685009143626505
38,1.0,1.981818181818182,900.0000000000001,spn,0.0778466495308927,0.0856244815919695,-,-,-,-,-,-,-,-,4744.894152809382,47.140245748015346,,4.077538789645446e-5,0.4149683763997488,-1177.4662937747878,7.199203198279414,3.9183040133092235,-,-,148.78905390263225,72.84886450352003,0.0,0.6188192255680752,0.0,2.504885147776965,68.66401739397926,0.0,0.0,14.086751381838983,14.125526850836728,0.0,0.0,0.0,0.9783946732446499,0.0,1.5653567079353135,76.50264255413288,0.0,0.0,17.448952515304903,3.504653549382252,0.0,0.0,0.20432885202519754
39,1.0,1.9272727272727272,890.0000000000001,system,100.0,100.0,-13.185772760948186,-0.43577322954864545,0.613777025279401,0.7741080805400952,0.3821245196659318,0.04244724040054134,0.014067822543693842,0.1770009954703918,2327.212592391084,25.20697287734654,[1440.9693107398036],0.00022626917850234417,0.1483345349810436,-766.0978388647827,2.630491679305012,0.5278496039804408,30.001833848139828,16.278321897135463,15.238555944865041,0.6484200842891354,63.777372864070394,7.430926932556605,2.9150420911440103,1.1112356363638916,5.031753652148249,0.8257120778804783,5.663943713617314,0.22037857594257992,0.17771194173755586,0.0,12.845922514538918,65.6132827164986,12.973824973446135,2.7992910262684525,0.7668429398238674,6.190722824161536,1.331909623579518,6.011262838928882,0.3014412246512106,0.04868910727277525,0.0,3.962732725369004,
39,1.0,1.9272727272727272,890.0000000000001,fsp,2.0103412375687,2.2956816945018663,-,-,-,-,-,-,-,-,2589.818927213446,103.00409407076532,,2.9933238692636538e-5,0.5904607604043899,-3746.570662106148,6.007726240502313,3.2892868958475736,-,-,56.113339607633165,28.020308353067218,68.0687332298309,15.96563338508455,6.931266770169096,0.0,0.0,0.09211218089862984,8.942254434016823,0.0,0.0,0.0,0.0,61.321630848469866,24.40911779611133,5.828498958967453,0.0,0.0,0.13010802121405032,8.310644375237286,0.0,0.0,0.0,0.0,0.32671151028551715
