T[C], P[kbar], fraction[wt], fraction[vol], SiO2, TiO2, Al2O3, Cr2O3, FeO, MgO, CaO, Na2O, K2O, O, H2O, Rho[kg/m3], log10(Eta)[Pas]
1200.000000, 1.250000, 1.000000, 1.000000, 0.480390, 0.014630, 0.162960, 0.000240, 0.105690, 0.088190, 0.109260, 0.024590, 0.009070, 0.004970, 0.000000, 2763.055210, 1.408843
1180.000000, 1.250000, 0.939246, 0.939723, 0.482350, 0.014970, 0.156940, 0.000260, 0.110550, 0.086760, 0.108150, 0.025120, 0.009650, 0.005250, 0.000000, 2766.897580, 1.600555
1160.000000, 1.250000, 0.820275, 0.824270, 0.490740, 0.013370, 0.147000, 0.000290, 0.117680, 0.079690, 0.108260, 0.026250, 0.011030, 0.005700, 0.000000, 2761.846760, 1.880981
1140.000000, 1.250000, 0.668723, 0.679903, 0.501330, 0.011230, 0.140060, 0.000230, 0.123820, 0.072100, 0.104050, 0.027710, 0.013470, 0.006010, 0.000000, 2750.400130, 2.187004
1120.000000, 1.250000, 0.444483, 0.465302, 0.523960, 0.009160, 0.137190, 0.000130, 0.120380, 0.062550, 0.091570, 0.029850, 0.019730, 0.005480, 0.000000, 2712.313070, 2.685383
1100.000000, 1.250000, 0.283130, 0.305429, 0.548000, 0.008130, 0.137290, 0.000090, 0.108020, 0.054220, 0.080030, 0.030180, 0.029380, 0.004660, 0.000000, 2665.778510, 3.269050
1080.000000, 1.250000, 0.176728, 0.196061, 0.565810, 0.007310, 0.142490, 0.000060, 0.092460, 0.045870, 0.068250, 0.030580, 0.043350, 0.003830, 0.000000, 2619.793010, 3.846479
1060.000000, 1.250000, 0.126031, 0.141617, 0.571280, 0.006830, 0.146640, 0.000060, 0.084350, 0.041640, 0.063610, 0.027350, 0.054750, 0.003480, 0.000000, 2600.314850, 4.263674
1040.000000, 1.250000, 0.089039, 0.101637, 0.581530, 0.006390, 0.152000, 0.000050, 0.071880, 0.036150, 0.055880, 0.025770, 0.067390, 0.002970, 0.000000, 2569.982700, 4.777637
1020.000000, 1.250000, 0.060800, 0.070417, 0.591710, 0.006130, 0.157530, 0.000040, 0.060040, 0.030160, 0.047670, 0.024800, 0.079380, 0.002540, 0.000000, 2540.685500, 5.309836
1000.000000, 1.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, NaN, NaN
