T[C], P[kbar], SiO2, TiO2, Al2O3, Cr2O3, FeO, MgO, CaO, Na2O, K2O, O, H2O, G[J], V_partial[cm3], Rho[kg/m3], Entropy[J/K], Enthalpy[J], BulkMod[GPa], ShearMod[GPa], Vp[km/s], Vs[km/s], Mg#
1200.000000, 1.250000, 0.480380, 0.014630, 0.162980, 0.000250, 0.105620, 0.088230, 0.109270, 0.024590, 0.009070, 0.004970, 0.000000, -991.908170, 22.354280, 2763.055210, 0.156363, -761.561900, 21.721860, 0.000000, 2.803840, 0.000000, 0.598241
1180.000000, 1.250000, 0.480380, 0.014630, 0.162980, 0.000250, 0.105620, 0.088230, 0.109270, 0.024590, 0.009070, 0.004970, 0.000000, -988.598050, 22.300930, 2768.302634, 0.154627, -763.901900, 23.811850, 1.197250, 3.028470, 0.657400, 0.598241
1160.000000, 1.250000, 0.480380, 0.014630, 0.162980, 0.000250, 0.105620, 0.088230, 0.109270, 0.024590, 0.009070, 0.004970, 0.000000, -985.351070, 22.214070, 2775.295937, 0.152497, -766.800700, 28.352980, 3.773350, 3.463270, 1.164340, 0.598241
1140.000000, 1.250000, 0.480380, 0.014630, 0.162980, 0.000250, 0.105620, 0.088230, 0.109270, 0.024590, 0.009070, 0.004970, 0.000000, -982.168460, 22.002680, 2796.381669, 0.149994, -770.203900, 34.508660, 7.326180, 3.966420, 1.613430, 0.598241
1120.000000, 1.250000, 0.480380, 0.014630, 0.162980, 0.000250, 0.105620, 0.088230, 0.109270, 0.024590, 0.009070, 0.004970, 0.000000, -979.077920, 21.596300, 2839.351651, 0.146878, -774.455500, 44.950540, 12.791380, 4.641620, 2.108200, 0.598241
1100.000000, 1.250000, 0.480380, 0.014630, 0.162980, 0.000250, 0.105620, 0.088230, 0.109270, 0.024590, 0.009070, 0.004970, 0.000000, -976.078700, 21.268640, 2875.734058, 0.144339, -777.880000, 54.100100, 16.638980, 5.101160, 2.382380, 0.598241
1080.000000, 1.250000, 0.480380, 0.014630, 0.162980, 0.000250, 0.105620, 0.088230, 0.109270, 0.024590, 0.009070, 0.004970, 0.000000, -973.143510, 21.013730, 2906.376813, 0.142313, -780.572400, 61.402230, 19.259720, 5.412400, 2.545370, 0.598241
1060.000000, 1.250000, 0.480380, 0.014630, 0.162980, 0.000250, 0.105620, 0.088230, 0.109270, 0.024590, 0.009070, 0.004970, 0.000000, -970.255680, 20.889790, 2921.883256, 0.140743, -782.624700, 65.741860, 20.429090, 5.574010, 2.612740, 0.598241
1040.000000, 1.250000, 0.480380, 0.014630, 0.162980, 0.000250, 0.105620, 0.088230, 0.109270, 0.024590, 0.009070, 0.004970, 0.000000, -967.402830, 20.797320, 2933.595300, 0.139304, -784.475400, 69.471120, 21.307180, 5.704590, 2.661580, 0.598241
1020.000000, 1.250000, 0.480380, 0.014630, 0.162980, 0.000250, 0.105620, 0.088230, 0.109270, 0.024590, 0.009070, 0.004970, 0.000000, -964.581010, 20.727940, 2942.545996, 0.137941, -786.202600, 72.746540, 21.954380, 5.813010, 2.696630, 0.598241
1000.000000, 1.250000, 0.480380, 0.014630, 0.162980, 0.000250, 0.105620, 0.088230, 0.109270, 0.024590, 0.009070, 0.004970, 0.000000, -961.800810, 20.612620, 2957.927723, 0.136371, -788.180500, 80.532000, 43.457830, 6.751190, 3.782050, 0.598241
