T[C], P[kbar], fraction[wt], fraction[vol], SiO2, TiO2, Al2O3, Cr2O3, FeO, MgO, CaO, Na2O, K2O, O, H2O, Rho[kg/m3], log10(Eta)[Pas]
1780.000000, 1.250000, 0.996150, 0.967663, 0.430540, 0.000920, 0.020560, 0.000320, 0.081860, 0.406580, 0.018840, 0.001570, 0.000470, 0.001440, 0.036900, 2390.394380, -1.087902
1760.000000, 1.250000, 0.996200, 0.967821, 0.430540, 0.000920, 0.020560, 0.000320, 0.081860, 0.406580, 0.018840, 0.001570, 0.000470, 0.001440, 0.036900, 2399.134980, -1.042789
1740.000000, 1.250000, 0.996250, 0.967985, 0.430550, 0.000920, 0.020560, 0.000320, 0.081860, 0.406590, 0.018840, 0.001570, 0.000470, 0.001440, 0.036890, 2407.869180, -0.996541
1720.000000, 1.250000, 0.996300, 0.968158, 0.430550, 0.000920, 0.020560, 0.000320, 0.081850, 0.406590, 0.018840, 0.001570, 0.000470, 0.001440, 0.036890, 2416.598440, -0.948999
1700.000000, 1.250000, 0.996350, 0.968338, 0.430560, 0.000920, 0.020560, 0.000320, 0.081850, 0.406600, 0.018840, 0.001570, 0.000470, 0.001440, 0.036880, 2425.327870, -0.900224
1680.000000, 1.250000, 0.887688, 0.823968, 0.433160, 0.001010, 0.022980, 0.000360, 0.088510, 0.392130, 0.021110, 0.001730, 0.000510, 0.001590, 0.036920, 2432.270650, -0.866385
1660.000000, 1.250000, 0.773336, 0.685706, 0.436810, 0.001140, 0.026260, 0.000400, 0.096450, 0.373540, 0.024170, 0.001940, 0.000560, 0.001780, 0.036940, 2438.361870, -0.835890
1640.000000, 1.250000, 0.683639, 0.585978, 0.440650, 0.001270, 0.029580, 0.000450, 0.103350, 0.355810, 0.027270, 0.002150, 0.000600, 0.001980, 0.036900, 2444.151740, -0.803042
1620.000000, 1.250000, 0.611529, 0.510864, 0.444670, 0.001390, 0.032920, 0.000500, 0.109270, 0.338880, 0.030380, 0.002350, 0.000650, 0.002170, 0.036810, 2449.618900, -0.767398
1600.000000, 1.250000, 0.552402, 0.452372, 0.448860, 0.001520, 0.036300, 0.000540, 0.114240, 0.322730, 0.033520, 0.002560, 0.000690, 0.002360, 0.036680, 2454.716440, -0.728824
1580.000000, 1.250000, 0.503150, 0.405667, 0.453210, 0.001640, 0.039700, 0.000590, 0.118300, 0.307350, 0.036650, 0.002760, 0.000730, 0.002550, 0.036510, 2459.398760, -0.686875
1560.000000, 1.250000, 0.461662, 0.367714, 0.457690, 0.001770, 0.043110, 0.000640, 0.121550, 0.292680, 0.039790, 0.002960, 0.000770, 0.002740, 0.036300, 2463.744110, -0.641310
1540.000000, 1.250000, 0.426350, 0.336390, 0.462280, 0.001890, 0.046500, 0.000680, 0.124040, 0.278720, 0.042910, 0.003170, 0.000810, 0.002930, 0.036060, 2467.710970, -0.591817
