T[C], P[kbar], fraction[wt], fraction[vol], SiO2, TiO2, Al2O3, Cr2O3, FeO, MgO, CaO, Na2O, K2O, O, H2O, Density[kg/m3]
1780.000000, 1.250000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, NaN
1760.000000, 1.250000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, NaN
1740.000000, 1.250000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, NaN
1720.000000, 1.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, NaN
1700.000000, 1.250000, 0.000000, -0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, NaN
1680.000000, 1.250000, 0.100413, 0.074310, 0.421840, 0.000000, 0.000000, 0.000000, 0.027840, 0.550230, 0.000100, 0.000000, 0.000000, 0.000000, 0.000000, 3050.756430
1660.000000, 1.250000, 0.206766, 0.146186, 0.421140, 0.000000, 0.000000, 0.000000, 0.031520, 0.547210, 0.000130, 0.000000, 0.000000, 0.000000, 0.000000, 3058.025330
1640.000000, 1.250000, 0.290733, 0.198712, 0.420470, 0.000000, 0.000000, 0.000000, 0.035080, 0.544290, 0.000160, 0.000000, 0.000000, 0.000000, 0.000000, 3065.159420
1620.000000, 1.250000, 0.358602, 0.238868, 0.419820, 0.000000, 0.000000, 0.000000, 0.038510, 0.541470, 0.000190, 0.000000, 0.000000, 0.000000, 0.000000, 3072.146060
1600.000000, 1.250000, 0.414479, 0.270608, 0.419200, 0.000000, 0.000000, 0.000000, 0.041790, 0.538770, 0.000230, 0.000000, 0.000000, 0.000000, 0.000000, 3078.954390
1580.000000, 1.250000, 0.461162, 0.296360, 0.418620, 0.000000, 0.000000, 0.000000, 0.044900, 0.536210, 0.000270, 0.000000, 0.000000, 0.000000, 0.000000, 3085.564550
1560.000000, 1.250000, 0.500570, 0.317696, 0.418060, 0.000000, 0.000000, 0.000000, 0.047840, 0.533780, 0.000320, 0.000000, 0.000000, 0.000000, 0.000000, 3091.969160
1540.000000, 1.250000, 0.534160, 0.335690, 0.417540, 0.000000, 0.000000, 0.000000, 0.050600, 0.531500, 0.000360, 0.000000, 0.000000, 0.000000, 0.000000, 3098.159360
1520.000000, 1.250000, 0.563024, 0.351069, 0.417050, 0.000000, 0.000000, 0.000000, 0.053150, 0.529390, 0.000410, 0.000000, 0.000000, 0.000000, 0.000000, 3104.083520
1500.000000, 1.250000, 0.587909, 0.364375, 0.416600, 0.000000, 0.000000, 0.000000, 0.055520, 0.527410, 0.000460, 0.000000, 0.000000, 0.000000, 0.000000, 3109.806520
1480.000000, 1.250000, 0.609547, 0.376046, 0.416180, 0.000000, 0.000000, 0.000000, 0.057720, 0.525590, 0.000510, 0.000000, 0.000000, 0.000000, 0.000000, 3115.302500
1460.000000, 1.250000, 0.628405, 0.386359, 0.415800, 0.000000, 0.000000, 0.000000, 0.059720, 0.523920, 0.000560, 0.000000, 0.000000, 0.000000, 0.000000, 3120.559060
1440.000000, 1.250000, 0.644868, 0.395586, 0.415450, 0.000000, 0.000000, 0.000000, 0.061590, 0.522350, 0.000620, 0.000000, 0.000000, 0.000000, 0.000000, 3125.652170
1420.000000, 1.250000, 0.659353, 0.403950, 0.415090, 0.000000, 0.000000, 0.000000, 0.063470, 0.520780, 0.000670, 0.000000, 0.000000, 0.000000, 0.000000, 3130.765020
1400.000000, 1.250000, 0.672147, 0.411522, 0.414780, 0.000000, 0.000000, 0.000000, 0.065090, 0.519420, 0.000720, 0.000000, 0.000000, 0.000000, 0.000000, 3135.544050
1380.000000, 1.250000, 0.683478, 0.418495, 0.414490, 0.000000, 0.000000, 0.000000, 0.066570, 0.518170, 0.000770, 0.000000, 0.000000, 0.000000, 0.000000, 3140.146640
1360.000000, 1.250000, 0.693533, 0.424960, 0.414230, 0.000000, 0.000000, 0.000000, 0.067920, 0.517030, 0.000810, 0.000000, 0.000000, 0.000000, 0.000000, 3144.590030
1340.000000, 1.250000, 0.702494, 0.430997, 0.414000, 0.000000, 0.000000, 0.000000, 0.069120, 0.516010, 0.000860, 0.000000, 0.000000, 0.000000, 0.000000, 3148.844910
1320.000000, 1.250000, 0.710493, 0.436648, 0.413790, 0.000000, 0.000000, 0.000000, 0.070230, 0.515070, 0.000910, 0.000000, 0.000000, 0.000000, 0.000000, 3152.974630
1300.000000, 1.250000, 0.717637, 0.441991, 0.413590, 0.000000, 0.000000, 0.000000, 0.071240, 0.514210, 0.000950, 0.000000, 0.000000, 0.000000, 0.000000, 3156.979780
1280.000000, 1.250000, 0.724032, 0.447125, 0.413410, 0.000000, 0.000000, 0.000000, 0.072220, 0.513380, 0.000990, 0.000000, 0.000000, 0.000000, 0.000000, 3160.946730
1260.000000, 1.250000, 0.729791, 0.452033, 0.413230, 0.000000, 0.000000, 0.000000, 0.073120, 0.512620, 0.001030, 0.000000, 0.000000, 0.000000, 0.000000, 3164.799500
1240.000000, 1.250000, 0.734963, 0.456752, 0.413070, 0.000000, 0.000000, 0.000000, 0.073960, 0.511900, 0.001070, 0.000000, 0.000000, 0.000000, 0.000000, 3168.584550
1220.000000, 1.250000, 0.739624, 0.461363, 0.412920, 0.000000, 0.000000, 0.000000, 0.074730, 0.511250, 0.001100, 0.000000, 0.000000, 0.000000, 0.000000, 3172.263410
1200.000000, 1.250000, 0.743835, 0.465829, 0.412790, 0.000000, 0.000000, 0.000000, 0.075410, 0.510670, 0.001120, 0.000000, 0.000000, 0.000000, 0.000000, 3175.839950
1180.000000, 1.250000, 0.747764, 0.470316, 0.412572, 0.000000, 0.000006, 0.000045, 0.076210, 0.510007, 0.001150, 0.000000, 0.000000, 0.000011, 0.000000, 3179.615441
1160.000000, 1.250000, 0.755564, 0.477209, 0.413807, 0.000003, 0.000460, 0.000139, 0.077096, 0.507114, 0.001320, 0.000001, 0.000000, 0.000060, 0.000000, 3183.596535
1140.000000, 1.250000, 0.776431, 0.492232, 0.419762, 0.000018, 0.002254, 0.000255, 0.078005, 0.497405, 0.002118, 0.000004, 0.000000, 0.000190, 0.000000, 3187.765277
1120.000000, 1.250000, 0.797116, 0.507452, 0.425057, 0.000035, 0.003918, 0.000317, 0.079134, 0.487976, 0.003210, 0.000007, 0.000000, 0.000345, 0.000000, 3192.203524
1100.000000, 1.250000, 0.818838, 0.523590, 0.430065, 0.000057, 0.005607, 0.000346, 0.080225, 0.478369, 0.004799, 0.000013, 0.000000, 0.000511, 0.000000, 3196.637310
1080.000000, 1.250000, 0.864077, 0.553459, 0.436867, 0.000146, 0.009362, 0.000355, 0.082468, 0.459291, 0.010583, 0.000054, 0.000002, 0.000883, 0.000000, 3203.894735
1060.000000, 1.250000, 0.918981, 0.588723, 0.441549, 0.000353, 0.015944, 0.000344, 0.084466, 0.438820, 0.017021, 0.000258, 0.000006, 0.001240, 0.000000, 3204.787114
1040.000000, 1.250000, 0.944851, 0.607603, 0.443946, 0.000586, 0.019075, 0.000338, 0.084913, 0.429712, 0.019442, 0.000615, 0.000010, 0.001365, 0.000000, 3203.013572
1020.000000, 1.250000, 0.945971, 0.613281, 0.444137, 0.000610, 0.019226, 0.000338, 0.084929, 0.429211, 0.019478, 0.000692, 0.000012, 0.001377, 0.000000, 3204.499096
1000.000000, 1.250000, 0.947031, 0.619055, 0.444319, 0.000634, 0.019371, 0.000339, 0.084922, 0.428738, 0.019509, 0.000765, 0.000013, 0.001387, 0.000000, 3205.982952
