T[C], P[kbar], SiO2, TiO2, Al2O3, Cr2O3, FeO, MgO, CaO, Na2O, K2O, O, H2O, G[J], V_partial[cm3], Rho[kg/m3], Entropy[J/K], Enthalpy[J], BulkMod[GPa], ShearMod[GPa], Vp[km/s], Vs[km/s], Mg#
1780.000000, 1.250000, 0.429950, 0.000920, 0.020510, 0.000320, 0.081570, 0.406070, 0.018780, 0.001570, 0.000480, 0.001440, 0.038390, -889.649620, 20.282220, 2322.034761, 0.162728, -555.544400, 14.706870, 0.000000, 2.512320, 0.000000, 0.898722
1760.000000, 1.250000, 0.429950, 0.000920, 0.020510, 0.000320, 0.081570, 0.406070, 0.018780, 0.001570, 0.000480, 0.001440, 0.038390, -886.269560, 20.205540, 2330.788989, 0.161884, -557.135400, 14.740320, 0.000000, 2.510410, 0.000000, 0.898722
1740.000000, 1.250000, 0.429950, 0.000920, 0.020510, 0.000320, 0.081570, 0.406070, 0.018780, 0.001570, 0.000480, 0.001440, 0.038390, -882.906460, 20.129510, 2339.554715, 0.161030, -558.728000, 14.779450, 0.000000, 2.509000, 0.000000, 0.898722
1720.000000, 1.250000, 0.429950, 0.000920, 0.020510, 0.000320, 0.081570, 0.406070, 0.018780, 0.001570, 0.000480, 0.001440, 0.038390, -879.560510, 20.054100, 2348.337149, 0.160169, -560.319200, 14.816320, 0.000000, 2.507420, 0.000000, 0.898722
1700.000000, 1.250000, 0.429950, 0.000920, 0.020510, 0.000320, 0.081570, 0.406070, 0.018780, 0.001570, 0.000480, 0.001440, 0.038390, -876.231870, 19.979300, 2357.139672, 0.159300, -561.908700, 14.856630, 0.000000, 2.506120, 0.000000, 0.898722
1680.000000, 1.250000, 0.429950, 0.000920, 0.020510, 0.000320, 0.081570, 0.406070, 0.018780, 0.001570, 0.000480, 0.001440, 0.038390, -872.933830, 20.693370, 2257.679168, 0.157002, -566.285800, 15.501120, 2.268180, 2.845960, 0.995830, 0.898722
1660.000000, 1.250000, 0.429950, 0.000920, 0.020510, 0.000320, 0.081570, 0.406070, 0.018780, 0.001570, 0.000480, 0.001440, 0.038390, -869.692200, 21.427680, 2162.061689, 0.154651, -570.728400, 16.780110, 4.514490, 3.210230, 1.428490, 0.898722
1640.000000, 1.250000, 0.429950, 0.000920, 0.020510, 0.000320, 0.081570, 0.406070, 0.018780, 0.001570, 0.000480, 0.001440, 0.038390, -866.498880, 21.967930, 2094.992543, 0.152653, -574.451600, 17.990340, 6.197420, 3.485680, 1.693550, 0.898722
1620.000000, 1.250000, 0.429950, 0.000920, 0.020510, 0.000320, 0.081570, 0.406070, 0.018780, 0.001570, 0.000480, 0.001440, 0.038390, -863.347100, 22.371200, 2046.382540, 0.150907, -577.657700, 19.056480, 7.513840, 3.699590, 1.880730, 0.898722
1600.000000, 1.250000, 0.429950, 0.000920, 0.020510, 0.000320, 0.081570, 0.406070, 0.018780, 0.001570, 0.000480, 0.001440, 0.038390, -860.231940, 22.674320, 2010.210051, 0.149346, -580.484500, 19.994130, 8.578050, 3.870660, 2.022070, 0.898722
1580.000000, 1.250000, 0.429950, 0.000920, 0.020510, 0.000320, 0.081570, 0.406070, 0.018780, 0.001570, 0.000480, 0.001440, 0.038390, -857.149660, 22.902120, 1982.904426, 0.147923, -583.025400, 20.827590, 9.460720, 4.010830, 2.133290, 0.898722
1560.000000, 1.250000, 0.429950, 0.000920, 0.020510, 0.000320, 0.081570, 0.406070, 0.018780, 0.001570, 0.000480, 0.001440, 0.038390, -854.097440, 23.071520, 1962.375437, 0.146611, -585.336800, 21.561860, 10.207490, 4.126870, 2.223220, 0.898722
1540.000000, 1.250000, 0.429950, 0.000920, 0.020510, 0.000320, 0.081570, 0.406070, 0.018780, 0.001570, 0.000480, 0.001440, 0.038390, -851.072980, 23.194840, 1947.023782, 0.145382, -587.473100, 22.227340, 10.850120, 4.225100, 2.297500, 0.898722
1520.000000, 1.250000, 0.429950, 0.000920, 0.020510, 0.000320, 0.081570, 0.406070, 0.018780, 0.001570, 0.000480, 0.001440, 0.038390, -848.074560, 23.281330, 1935.524312, 0.144216, -589.474300, 22.836460, 11.411890, 4.309460, 2.359990, 0.898722
1500.000000, 1.250000, 0.429950, 0.000920, 0.020510, 0.000320, 0.081570, 0.406070, 0.018780, 0.001570, 0.000480, 0.001440, 0.038390, -845.100780, 23.337570, 1927.400333, 0.143110, -591.345300, 23.399140, 11.908560, 4.382400, 2.413080, 0.898722
1480.000000, 1.250000, 0.429950, 0.000920, 0.020510, 0.000320, 0.081570, 0.406070, 0.018780, 0.001570, 0.000480, 0.001440, 0.038390, -842.150390, 23.368770, 1921.914037, 0.142042, -593.130100, 23.923400, 12.352980, 4.446330, 2.458830, 0.898722
1460.000000, 1.250000, 0.429950, 0.000920, 0.020510, 0.000320, 0.081570, 0.406070, 0.018780, 0.001570, 0.000480, 0.001440, 0.038390, -839.222550, 23.378300, 1918.599343, 0.141001, -594.846800, 24.410390, 12.754350, 4.502470, 2.498590, 0.898722
