T[C], P[kbar], SiO2, TiO2, Al2O3, Cr2O3, FeO, MgO, CaO, Na2O, K2O, O, H2O, G[J], V_partial[cm3], Rho[kg/m3], Entropy[J/K], Enthalpy[J], BulkMod[GPa], ShearMod[GPa], Vp[km/s], Vs[km/s], Mg#
1040.000000, 1.250000, 0.665970, 0.004870, 0.150020, 0.000260, 0.030070, 0.010010, 0.026440, 0.038250, 0.032890, 0.002880, 0.038340, -987.005340, 26.292600, 2231.500640, 0.156486, -781.515300, 13.326030, 0.000000, 2.443720, 0.000000, 0.372408
1020.000000, 1.250000, 0.665970, 0.004870, 0.150020, 0.000260, 0.030070, 0.010010, 0.026440, 0.038250, 0.032890, 0.002880, 0.038340, -983.710840, 26.246640, 2236.656774, 0.155158, -783.068100, 13.476020, 0.066840, 2.462510, 0.172860, 0.372408
1000.000000, 1.250000, 0.665970, 0.004870, 0.150020, 0.000260, 0.030070, 0.010010, 0.026440, 0.038250, 0.032890, 0.002880, 0.038340, -980.440510, 26.166950, 2242.774883, 0.153767, -784.672000, 14.143320, 0.436160, 2.559930, 0.440580, 0.372408
980.000000, 1.250000, 0.665970, 0.004870, 0.150020, 0.000260, 0.030070, 0.010010, 0.026440, 0.038250, 0.032890, 0.002880, 0.038340, -977.203530, 26.091080, 2248.534769, 0.152384, -786.244000, 14.732080, 0.763010, 2.642200, 0.581570, 0.372408
960.000000, 1.250000, 0.665970, 0.004870, 0.150020, 0.000260, 0.030070, 0.010010, 0.026440, 0.038250, 0.032890, 0.002880, 0.038340, -974.001090, 26.022020, 2253.789127, 0.150983, -787.816000, 15.277860, 1.069010, 2.716150, 0.687140, 0.372408
940.000000, 1.250000, 0.665970, 0.004870, 0.150020, 0.000260, 0.030070, 0.010010, 0.026440, 0.038250, 0.032890, 0.002880, 0.038340, -970.833170, 25.949190, 2259.242410, 0.149556, -789.398800, 15.795430, 1.372880, 2.785270, 0.777330, 0.372408
920.000000, 1.250000, 0.665970, 0.004870, 0.150020, 0.000260, 0.030070, 0.010010, 0.026440, 0.038250, 0.032890, 0.002880, 0.038340, -967.700960, 25.882210, 2264.360930, 0.148102, -790.992600, 16.293100, 1.671180, 2.850500, 0.856240, 0.372408
900.000000, 1.250000, 0.665970, 0.004870, 0.150020, 0.000260, 0.030070, 0.010010, 0.026440, 0.038250, 0.032890, 0.002880, 0.038340, -964.601790, 25.812190, 2269.755611, 0.146622, -792.592600, 16.765890, 1.954300, 2.910540, 0.924460, 0.372408
880.000000, 1.250000, 0.665970, 0.004870, 0.150020, 0.000260, 0.030070, 0.010010, 0.026440, 0.038250, 0.032890, 0.002880, 0.038340, -961.536860, 25.754580, 2275.229325, 0.145163, -794.141700, 17.235900, 2.237580, 2.968880, 0.987640, 0.372408
860.000000, 1.250000, 0.665970, 0.004870, 0.150020, 0.000260, 0.030070, 0.010010, 0.026440, 0.038250, 0.032890, 0.002880, 0.038340, -958.506500, 25.674830, 2280.887533, 0.143576, -795.813200, 17.716730, 2.522360, 3.026720, 1.046990, 0.372408
840.000000, 1.250000, 0.665970, 0.004870, 0.150020, 0.000260, 0.030070, 0.010010, 0.026440, 0.038250, 0.032890, 0.002880, 0.038340, -955.511960, 25.788180, 2275.938432, 0.142232, -797.186100, 17.428230, 2.891210, 3.044180, 1.122000, 0.372408
820.000000, 1.250000, 0.665970, 0.004870, 0.150020, 0.000260, 0.030070, 0.010010, 0.026440, 0.038250, 0.032890, 0.002880, 0.038340, -952.554060, 25.894770, 2262.389688, 0.140513, -798.952800, 16.847550, 3.301920, 3.050640, 1.202520, 0.372408
800.000000, 1.250000, 0.665970, 0.004870, 0.150020, 0.000260, 0.030070, 0.010010, 0.026440, 0.038250, 0.032890, 0.002880, 0.038340, -949.636360, 26.128260, 2248.229136, 0.139101, -800.360500, 16.478860, 3.720360, 3.073850, 1.280470, 0.372408
780.000000, 1.250000, 0.665970, 0.004870, 0.150020, 0.000260, 0.030070, 0.010010, 0.026440, 0.038250, 0.032890, 0.002880, 0.038340, -946.757560, 26.297500, 2233.855516, 0.137428, -802.025700, 16.316860, 4.147340, 3.113030, 1.356360, 0.372408
760.000000, 1.250000, 0.665970, 0.004870, 0.150020, 0.000260, 0.030070, 0.010010, 0.026440, 0.038250, 0.032890, 0.002880, 0.038340, -943.922230, 26.580450, 2218.974419, 0.136053, -803.358900, 16.271830, 4.502400, 3.154190, 1.418080, 0.372408
740.000000, 1.250000, 0.665970, 0.004870, 0.150020, 0.000260, 0.030070, 0.010010, 0.026440, 0.038250, 0.032890, 0.002880, 0.038340, -941.125130, 26.896070, 2181.202055, 0.133729, -805.637800, 16.345690, 5.203540, 3.253920, 1.538260, 0.372408
720.000000, 1.250000, 0.665970, 0.004870, 0.150020, 0.000260, 0.030070, 0.010010, 0.026440, 0.038250, 0.032890, 0.002880, 0.038340, -938.389880, 26.623510, 2205.887741, 0.132001, -807.293100, 16.576820, 5.183360, 3.249110, 1.526330, 0.372408
700.000000, 1.250000, 0.665970, 0.004870, 0.150020, 0.000260, 0.030070, 0.010010, 0.026440, 0.038250, 0.032890, 0.002880, 0.038340, -935.687270, 26.634850, 2198.325708, 0.129887, -809.288000, 17.103420, 5.766240, 3.344530, 1.612980, 0.372408
680.000000, 1.250000, 0.665970, 0.004870, 0.150020, 0.000260, 0.030070, 0.010010, 0.026440, 0.038250, 0.032890, 0.002880, 0.038340, -933.068060, 27.341770, 2146.068820, 0.128249, -810.827600, 24.952540, 13.180770, 4.438250, 2.470870, 0.372408
