T[C], P[kbar], fraction[wt], fraction[vol], SiO2, TiO2, Al2O3, Cr2O3, FeO, MgO, CaO, Na2O, K2O, O, H2O, Density[kg/m3]
1040.000000, 1.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, NaN
1020.000000, 1.250000, 0.004301, 0.003436, 0.436201, 0.000583, 0.302413, 0.000000, 0.083232, 0.000000, 0.147710, 0.020443, 0.000218, 0.009209, 0.000000, 2799.788796
1000.000000, 1.250000, 0.025924, 0.020023, 0.404858, 0.001323, 0.275108, 0.000000, 0.148898, 0.000000, 0.132500, 0.020650, 0.000225, 0.016447, 0.000000, 2903.743370
980.000000, 1.250000, 0.045247, 0.035031, 0.408297, 0.001736, 0.271328, 0.000000, 0.150552, 0.000000, 0.128575, 0.022665, 0.000258, 0.016589, 0.000000, 2904.278625
960.000000, 1.250000, 0.063603, 0.049464, 0.414235, 0.002155, 0.268593, 0.000104, 0.148325, 0.000093, 0.124911, 0.025007, 0.000300, 0.016277, 0.000000, 2898.048940
940.000000, 1.250000, 0.081495, 0.063642, 0.419323, 0.002308, 0.265048, 0.001191, 0.146559, 0.001648, 0.120389, 0.027509, 0.000358, 0.015666, 0.000000, 2893.034089
920.000000, 1.250000, 0.099342, 0.078005, 0.426522, 0.002397, 0.261997, 0.001491, 0.143156, 0.002781, 0.115883, 0.030360, 0.000434, 0.014987, 0.000000, 2883.746129
900.000000, 1.250000, 0.116659, 0.092193, 0.435124, 0.002433, 0.258932, 0.001551, 0.138763, 0.003733, 0.111107, 0.033538, 0.000528, 0.014292, 0.000000, 2872.100092
880.000000, 1.250000, 0.134465, 0.107023, 0.444974, 0.002482, 0.255775, 0.001510, 0.133551, 0.004454, 0.106019, 0.037017, 0.000658, 0.013569, 0.000000, 2858.643613
860.000000, 1.250000, 0.152753, 0.122541, 0.455878, 0.002570, 0.252729, 0.001423, 0.127493, 0.005100, 0.100529, 0.040611, 0.000813, 0.012831, 0.000020, 2843.245057
840.000000, 1.250000, 0.176617, 0.142667, 0.471279, 0.002721, 0.250169, 0.001279, 0.117525, 0.007080, 0.092252, 0.044699, 0.001078, 0.011738, 0.000172, 2817.544553
820.000000, 1.250000, 0.205986, 0.166871, 0.487664, 0.003060, 0.246820, 0.001146, 0.107255, 0.007992, 0.084283, 0.049367, 0.001487, 0.010649, 0.000269, 2792.699159
800.000000, 1.250000, 0.238172, 0.193224, 0.503408, 0.005560, 0.242315, 0.001022, 0.096901, 0.008048, 0.076505, 0.054260, 0.002093, 0.009578, 0.000312, 2771.216606
780.000000, 1.250000, 0.272530, 0.221121, 0.517529, 0.007092, 0.238001, 0.000906, 0.088393, 0.007875, 0.069654, 0.058636, 0.002903, 0.008688, 0.000330, 2753.210352
760.000000, 1.250000, 0.306455, 0.248226, 0.527853, 0.008140, 0.233359, 0.000795, 0.081214, 0.009516, 0.063499, 0.061636, 0.005191, 0.007954, 0.000843, 2739.504047
740.000000, 1.250000, 0.376832, 0.302411, 0.541221, 0.008347, 0.228376, 0.000654, 0.069126, 0.013945, 0.056282, 0.065543, 0.007973, 0.006695, 0.001846, 2717.980746
720.000000, 1.250000, 0.378205, 0.306744, 0.541704, 0.008760, 0.225986, 0.000659, 0.069285, 0.014094, 0.054300, 0.065127, 0.011018, 0.006800, 0.002258, 2719.783328
700.000000, 1.250000, 0.433258, 0.352390, 0.552891, 0.008483, 0.221781, 0.000589, 0.061909, 0.013837, 0.048573, 0.063509, 0.020018, 0.006080, 0.002337, 2702.805666
680.000000, 1.250000, 0.954459, 0.779986, 0.690479, 0.005072, 0.156135, 0.000271, 0.031305, 0.010482, 0.027709, 0.040013, 0.033617, 0.002991, 0.001930, 2626.117129
