T[C], P[kbar], fraction[wt], fraction[vol], SiO2, TiO2, Al2O3, Cr2O3, FeO, MgO, CaO, Na2O, K2O, O, H2O, Rho[kg/m3], log10(Eta)[Pas]
1880.000000, 1.250000, 1.000000, 1.000000, 0.447110, 0.000950, 0.021330, 0.000300, 0.084960, 0.422190, 0.019530, 0.001630, 0.000500, 0.001500, 0.000000, 2807.985270, -1.401075
1860.000000, 1.250000, 1.000000, 1.000000, 0.447110, 0.000950, 0.021330, 0.000300, 0.084950, 0.422200, 0.019530, 0.001630, 0.000500, 0.001500, 0.000000, 2812.703040, -1.359095
1840.000000, 1.250000, 0.943048, 0.946769, 0.448600, 0.001010, 0.022600, 0.000320, 0.088530, 0.414400, 0.020680, 0.001730, 0.000530, 0.001590, 0.000000, 2816.580020, -1.321416
1820.000000, 1.250000, 0.819328, 0.829925, 0.452740, 0.001160, 0.026020, 0.000370, 0.097150, 0.394340, 0.023790, 0.001990, 0.000610, 0.001830, 0.000000, 2818.048240, -1.289802
1800.000000, 1.250000, 0.724468, 0.739262, 0.457080, 0.001320, 0.029430, 0.000420, 0.104750, 0.375140, 0.026860, 0.002260, 0.000690, 0.002070, 0.000000, 2818.455260, -1.253821
1780.000000, 1.250000, 0.649502, 0.667003, 0.461580, 0.001470, 0.032830, 0.000460, 0.111340, 0.356810, 0.029920, 0.002520, 0.000770, 0.002300, 0.000000, 2817.838460, -1.213172
1760.000000, 1.250000, 0.588659, 0.608015, 0.466320, 0.001620, 0.036220, 0.000510, 0.116780, 0.339360, 0.033010, 0.002780, 0.000850, 0.002540, 0.000000, 2815.989450, -1.167398
1740.000000, 1.250000, 0.538811, 0.559473, 0.471100, 0.001770, 0.039590, 0.000560, 0.121540, 0.322680, 0.036010, 0.003030, 0.000930, 0.002780, 0.000000, 2813.551860, -1.116454
1720.000000, 1.250000, 0.497180, 0.518811, 0.475940, 0.001920, 0.042900, 0.000610, 0.125580, 0.306800, 0.038940, 0.003290, 0.001000, 0.003010, 0.000000, 2810.481450, -1.060057
1700.000000, 1.250000, 0.461893, 0.484287, 0.480890, 0.002060, 0.046170, 0.000650, 0.128790, 0.291700, 0.041860, 0.003540, 0.001080, 0.003240, 0.000000, 2806.626610, -0.997867
1680.000000, 1.250000, 0.431781, 0.454801, 0.485880, 0.002210, 0.049440, 0.000700, 0.131310, 0.277330, 0.044710, 0.003790, 0.001160, 0.003470, 0.000000, 2802.170900, -0.929971
1660.000000, 1.250000, 0.405800, 0.429342, 0.490870, 0.002350, 0.052610, 0.000740, 0.133280, 0.263700, 0.047490, 0.004030, 0.001230, 0.003690, 0.000000, 2797.344890, -0.856043
1640.000000, 1.250000, 0.383214, 0.407210, 0.495850, 0.002490, 0.055700, 0.000790, 0.134730, 0.250770, 0.050200, 0.004270, 0.001300, 0.003910, 0.000000, 2792.166740, -0.776099
1620.000000, 1.250000, 0.363474, 0.387872, 0.500780, 0.002620, 0.058700, 0.000830, 0.135740, 0.238510, 0.052810, 0.004500, 0.001370, 0.004120, 0.000000, 2786.764120, -0.690139
1600.000000, 1.250000, 0.346111, 0.370873, 0.505650, 0.002760, 0.061630, 0.000870, 0.136370, 0.226890, 0.055350, 0.004720, 0.001440, 0.004330, 0.000000, 2781.180070, -0.598269
1580.000000, 1.250000, 0.330726, 0.355827, 0.510480, 0.002880, 0.064470, 0.000910, 0.136560, 0.215890, 0.057820, 0.004940, 0.001510, 0.004530, 0.000000, 2775.375460, -0.500329
1560.000000, 1.250000, 0.317055, 0.342470, 0.515200, 0.003010, 0.067220, 0.000950, 0.136500, 0.205480, 0.060180, 0.005150, 0.001570, 0.004730, 0.000000, 2769.554490, -0.396602
1540.000000, 1.250000, 0.304855, 0.330565, 0.519830, 0.003130, 0.069880, 0.000990, 0.136160, 0.195640, 0.062470, 0.005360, 0.001640, 0.004920, 0.000000, 2763.712790, -0.287192
1520.000000, 1.250000, 0.293904, 0.319896, 0.524370, 0.003240, 0.072440, 0.001020, 0.135560, 0.186330, 0.064670, 0.005560, 0.001700, 0.005100, 0.000000, 2757.828930, -0.171871
1500.000000, 1.250000, 0.284054, 0.310313, 0.528790, 0.003360, 0.074910, 0.001060, 0.134760, 0.177540, 0.066800, 0.005750, 0.001760, 0.005280, 0.000000, 2752.005420, -0.050926
1480.000000, 1.250000, 0.275164, 0.301679, 0.533090, 0.003460, 0.077300, 0.001090, 0.133790, 0.169230, 0.068840, 0.005940, 0.001810, 0.005450, 0.000000, 2746.250560, 0.075393
1460.000000, 1.250000, 0.267111, 0.293870, 0.537270, 0.003570, 0.079580, 0.001130, 0.132690, 0.161370, 0.070800, 0.006120, 0.001870, 0.005610, 0.000000, 2740.616340, 0.207465
1440.000000, 1.250000, 0.259801, 0.286796, 0.541330, 0.003670, 0.081780, 0.001160, 0.131460, 0.153960, 0.072680, 0.006290, 0.001920, 0.005770, 0.000000, 2735.087050, 0.344890
1420.000000, 1.250000, 0.253144, 0.280363, 0.545230, 0.003770, 0.083890, 0.001190, 0.130160, 0.146960, 0.074480, 0.006450, 0.001970, 0.005920, 0.000000, 2729.736010, 0.487565
1400.000000, 1.250000, 0.247069, 0.274504, 0.548990, 0.003860, 0.085900, 0.001220, 0.128810, 0.140350, 0.076190, 0.006610, 0.002020, 0.006070, 0.000000, 2724.578460, 0.635488
1380.000000, 1.250000, 0.241504, 0.269148, 0.552640, 0.003950, 0.087800, 0.001250, 0.127370, 0.134110, 0.077860, 0.006760, 0.002070, 0.006210, 0.000000, 2719.538600, 0.789159
1360.000000, 1.250000, 0.236402, 0.264248, 0.556170, 0.004040, 0.089580, 0.001270, 0.125890, 0.128220, 0.079490, 0.006900, 0.002110, 0.006340, 0.000000, 2714.673940, 0.948510
1340.000000, 1.250000, 0.224570, 0.251728, 0.555830, 0.004220, 0.092010, 0.001100, 0.125280, 0.122880, 0.082720, 0.007240, 0.002220, 0.006490, 0.000000, 2714.729500, 1.076009
1320.000000, 1.250000, 0.204938, 0.230224, 0.549840, 0.004560, 0.095360, 0.000790, 0.125640, 0.118110, 0.088680, 0.007910, 0.002440, 0.006660, 0.000000, 2721.778530, 1.152180
1300.000000, 1.250000, 0.186702, 0.210111, 0.543390, 0.004920, 0.098830, 0.000590, 0.125820, 0.113580, 0.094690, 0.008650, 0.002690, 0.006830, 0.000000, 2729.246700, 1.226382
1280.000000, 1.250000, 0.169736, 0.191317, 0.536810, 0.005300, 0.102510, 0.000460, 0.125580, 0.109260, 0.100650, 0.009500, 0.002970, 0.006960, 0.000000, 2736.537230, 1.301451
1260.000000, 1.250000, 0.153605, 0.173380, 0.529800, 0.005710, 0.106800, 0.000360, 0.125030, 0.105150, 0.106230, 0.010540, 0.003310, 0.007080, 0.000000, 2743.712460, 1.373126
1240.000000, 1.250000, 0.138004, 0.155991, 0.522700, 0.006190, 0.111370, 0.000290, 0.124240, 0.101140, 0.111420, 0.011790, 0.003690, 0.007180, 0.000000, 2750.504350, 1.447142
1220.000000, 1.250000, 0.122358, 0.138511, 0.515490, 0.006660, 0.116790, 0.000230, 0.123640, 0.097550, 0.115290, 0.013000, 0.004080, 0.007270, 0.000000, 2757.320550, 1.518829
1200.000000, 1.250000, 0.106985, 0.121411, 0.509390, 0.007210, 0.122680, 0.000180, 0.121440, 0.093700, 0.118600, 0.014900, 0.004650, 0.007270, 0.000000, 2760.526750, 1.610623
1180.000000, 1.250000, 0.088910, 0.101296, 0.503690, 0.007940, 0.130270, 0.000130, 0.118740, 0.089820, 0.119280, 0.017330, 0.005570, 0.007240, 0.000000, 2760.981840, 1.715363
1160.000000, 1.250000, 0.060768, 0.070006, 0.502760, 0.009120, 0.140590, 0.000110, 0.114410, 0.082930, 0.110490, 0.024430, 0.007870, 0.007280, 0.000000, 2744.359850, 1.917119
