T[C], P[kbar], SiO2, TiO2, Al2O3, Cr2O3, FeO, MgO, CaO, Na2O, K2O, O, H2O, G[J], V_partial[cm3], Rho[kg/m3], Entropy[J/K], Enthalpy[J], BulkMod[GPa], ShearMod[GPa], Vp[km/s], Vs[km/s], Mg#
1880.000000, 1.250000, 0.447130, 0.000950, 0.021330, 0.000300, 0.084830, 0.422300, 0.019530, 0.001630, 0.000500, 0.001500, 0.000000, -936.666710, 17.988750, 2807.985270, 0.163527, -584.569000, 23.778790, 0.000000, 2.910030, 0.000000, 0.898722
1860.000000, 1.250000, 0.447130, 0.000950, 0.021330, 0.000300, 0.084830, 0.422300, 0.019530, 0.001630, 0.000500, 0.001500, 0.000000, -933.321960, 17.958440, 2812.703040, 0.162695, -586.268800, 23.874070, 0.000000, 2.913410, 0.000000, 0.898722
1840.000000, 1.250000, 0.447130, 0.000950, 0.021330, 0.000300, 0.084830, 0.422300, 0.019530, 0.001630, 0.000500, 0.001500, 0.000000, -929.998050, 17.861830, 2827.692939, 0.160835, -590.130500, 26.027320, 1.507990, 3.148700, 0.730230, 0.898722
1820.000000, 1.250000, 0.447130, 0.000950, 0.021330, 0.000300, 0.084830, 0.422300, 0.019530, 0.001630, 0.000500, 0.001500, 0.000000, -926.731990, 17.685770, 2854.495815, 0.157771, -596.493800, 30.834530, 4.837490, 3.613370, 1.301540, 0.898722
1800.000000, 1.250000, 0.447130, 0.000950, 0.021330, 0.000300, 0.084830, 0.422300, 0.019530, 0.001630, 0.000500, 0.001500, 0.000000, -923.522140, 17.546840, 2876.010334, 0.155278, -601.607800, 34.775470, 7.445220, 3.941230, 1.608440, 0.898722
1780.000000, 1.250000, 0.447130, 0.000950, 0.021330, 0.000300, 0.084830, 0.422300, 0.019530, 0.001630, 0.000500, 0.001500, 0.000000, -920.359130, 17.433170, 2893.767060, 0.153172, -605.874300, 38.120950, 9.545680, 4.190090, 1.815470, 0.898722
1760.000000, 1.250000, 0.447130, 0.000950, 0.021330, 0.000300, 0.084830, 0.422300, 0.019530, 0.001630, 0.000500, 0.001500, 0.000000, -917.236320, 17.335650, 2908.583547, 0.151316, -609.587600, 41.010450, 11.281490, 4.387650, 1.968420, 0.898722
1740.000000, 1.250000, 0.447130, 0.000950, 0.021330, 0.000300, 0.084830, 0.422300, 0.019530, 0.001630, 0.000500, 0.001500, 0.000000, -914.148900, 17.253490, 2921.446808, 0.149687, -612.805600, 43.521130, 12.728830, 4.547680, 2.086080, 0.898722
1720.000000, 1.250000, 0.447130, 0.000950, 0.021330, 0.000300, 0.084830, 0.422300, 0.019530, 0.001630, 0.000500, 0.001500, 0.000000, -911.093260, 17.183230, 2932.759818, 0.148228, -615.652400, 45.758760, 13.958830, 4.681720, 2.180150, 0.898722
1700.000000, 1.250000, 0.447130, 0.000950, 0.021330, 0.000300, 0.084830, 0.422300, 0.019530, 0.001630, 0.000500, 0.001500, 0.000000, -908.066620, 17.120070, 2942.702097, 0.146875, -618.260900, 47.743080, 15.020120, 4.795240, 2.257510, 0.898722
1680.000000, 1.250000, 0.447130, 0.000950, 0.021330, 0.000300, 0.084830, 0.422300, 0.019530, 0.001630, 0.000500, 0.001500, 0.000000, -905.066830, 17.062730, 2951.564970, 0.145607, -620.675000, 49.550130, 15.943480, 4.893800, 2.322180, 0.898722
1660.000000, 1.250000, 0.447130, 0.000950, 0.021330, 0.000300, 0.084830, 0.422300, 0.019530, 0.001630, 0.000500, 0.001500, 0.000000, -902.092170, 17.011980, 2959.632289, 0.144425, -622.896900, 51.205440, 16.755910, 4.980350, 2.377180, 0.898722
1640.000000, 1.250000, 0.447130, 0.000950, 0.021330, 0.000300, 0.084830, 0.422300, 0.019530, 0.001630, 0.000500, 0.001500, 0.000000, -899.141280, 16.965870, 2967.007015, 0.143304, -624.978400, 52.707110, 17.476660, 5.056370, 2.424570, 0.898722
1620.000000, 1.250000, 0.447130, 0.000950, 0.021330, 0.000300, 0.084830, 0.422300, 0.019530, 0.001630, 0.000500, 0.001500, 0.000000, -896.213050, 16.924040, 2973.825684, 0.142237, -626.936600, 54.090360, 18.120840, 5.124150, 2.465840, 0.898722
1600.000000, 1.250000, 0.447130, 0.000950, 0.021330, 0.000300, 0.084830, 0.422300, 0.019530, 0.001630, 0.000500, 0.001500, 0.000000, -893.306590, 16.885360, 2980.157820, 0.141209, -628.801200, 55.383720, 18.700940, 5.185490, 2.502150, 0.898722
1580.000000, 1.250000, 0.447130, 0.000950, 0.021330, 0.000300, 0.084830, 0.422300, 0.019530, 0.001630, 0.000500, 0.001500, 0.000000, -890.421190, 16.849070, 2986.023480, 0.140208, -630.595100, 56.598710, 19.227680, 5.241490, 2.534470, 0.898722
1560.000000, 1.250000, 0.447130, 0.000950, 0.021330, 0.000300, 0.084830, 0.422300, 0.019530, 0.001630, 0.000500, 0.001500, 0.000000, -887.556230, 16.815590, 2991.565144, 0.139237, -632.313400, 57.706480, 19.707960, 5.291630, 2.563380, 0.898722
