T[C], P[kbar], SiO2, TiO2, Al2O3, Cr2O3, FeO, MgO, CaO, Na2O, K2O, O, H2O, G[J], V_partial[cm3], Rho[kg/m3], Entropy[J/K], Enthalpy[J], BulkMod[GPa], ShearMod[GPa], Vp[km/s], Vs[km/s], Mg#
1540.000000, 1.250000, 0.447130, 0.000950, 0.021330, 0.000300, 0.084830, 0.422300, 0.019530, 0.001630, 0.000500, 0.001500, 0.000000, -884.711250, 16.784110, 2996.794801, 0.138287, -633.976100, 58.752870, 20.148750, 5.337840, 2.589450, 0.898722
1520.000000, 1.250000, 0.447130, 0.000950, 0.021330, 0.000300, 0.084830, 0.422300, 0.019530, 0.001630, 0.000500, 0.001500, 0.000000, -881.885850, 16.754140, 3001.723503, 0.137350, -635.596400, 59.739600, 20.555680, 5.380520, 2.613150, 0.898722
1500.000000, 1.250000, 0.447130, 0.000950, 0.021330, 0.000300, 0.084830, 0.422300, 0.019530, 0.001630, 0.000500, 0.001500, 0.000000, -879.079720, 16.725690, 3006.413653, 0.136426, -637.175900, 60.674950, 20.933110, 5.420170, 2.634800, 0.898722
1480.000000, 1.250000, 0.447130, 0.000950, 0.021330, 0.000300, 0.084830, 0.422300, 0.019530, 0.001630, 0.000500, 0.001500, 0.000000, -876.292610, 16.698670, 3010.884146, 0.135512, -638.719400, 61.564190, 21.284780, 5.457160, 2.654700, 0.898722
1460.000000, 1.250000, 0.447130, 0.000950, 0.021330, 0.000300, 0.084830, 0.422300, 0.019530, 0.001630, 0.000500, 0.001500, 0.000000, -873.524330, 16.672850, 3015.173389, 0.134606, -640.232100, 62.402810, 21.613910, 5.491530, 2.673080, 0.898722
1440.000000, 1.250000, 0.447130, 0.000950, 0.021330, 0.000300, 0.084830, 0.422300, 0.019530, 0.001630, 0.000500, 0.001500, 0.000000, -870.774730, 16.648100, 3019.283331, 0.133704, -641.719000, 63.200380, 21.923080, 5.523730, 2.690140, 0.898722
1420.000000, 1.250000, 0.447130, 0.000950, 0.021330, 0.000300, 0.084830, 0.422300, 0.019530, 0.001630, 0.000500, 0.001500, 0.000000, -868.043700, 16.624190, 3023.252352, 0.132806, -643.183400, 63.981320, 22.214900, 5.554610, 2.706050, 0.898722
1400.000000, 1.250000, 0.447130, 0.000950, 0.021330, 0.000300, 0.084830, 0.422300, 0.019530, 0.001630, 0.000500, 0.001500, 0.000000, -865.331180, 16.601580, 3027.117183, 0.131913, -644.620600, 64.722800, 22.490850, 5.583550, 2.720910, 0.898722
1380.000000, 1.250000, 0.447130, 0.000950, 0.021330, 0.000300, 0.084830, 0.422300, 0.019530, 0.001630, 0.000500, 0.001500, 0.000000, -862.637120, 16.579390, 3030.826316, 0.131017, -646.046200, 65.404840, 22.753200, 5.610150, 2.734910, 0.898722
1360.000000, 1.250000, 0.447130, 0.000950, 0.021330, 0.000300, 0.084830, 0.422300, 0.019530, 0.001630, 0.000500, 0.001500, 0.000000, -859.961520, 16.558130, 3034.432709, 0.130122, -647.452900, 66.102040, 23.003060, 5.636610, 2.748110, 0.898722
1340.000000, 1.250000, 0.447130, 0.000950, 0.021330, 0.000300, 0.084830, 0.422300, 0.019530, 0.001630, 0.000500, 0.001500, 0.000000, -857.304770, 16.514460, 3043.035480, 0.129195, -648.894300, 67.137240, 23.474980, 5.677080, 2.772350, 0.898722
1320.000000, 1.250000, 0.447130, 0.000950, 0.021330, 0.000300, 0.084830, 0.422300, 0.019530, 0.001630, 0.000500, 0.001500, 0.000000, -854.668900, 16.441900, 3057.602718, 0.128214, -650.404700, 68.656120, 24.212070, 5.735970, 2.809270, 0.898722
1300.000000, 1.250000, 0.447130, 0.000950, 0.021330, 0.000300, 0.084830, 0.422300, 0.019530, 0.001630, 0.000500, 0.001500, 0.000000, -852.053990, 16.373820, 3071.443791, 0.127239, -651.888400, 70.190020, 24.914290, 5.793520, 2.843720, 0.898722
1280.000000, 1.250000, 0.447130, 0.000950, 0.021330, 0.000300, 0.084830, 0.422300, 0.019530, 0.001630, 0.000500, 0.001500, 0.000000, -849.459890, 16.310140, 3084.466279, 0.126265, -653.351600, 71.737780, 25.583790, 5.849910, 2.875990, 0.898722
1260.000000, 1.250000, 0.447130, 0.000950, 0.021330, 0.000300, 0.084830, 0.422300, 0.019530, 0.001630, 0.000500, 0.001500, 0.000000, -846.886520, 16.249530, 3096.947433, 0.125290, -654.798200, 73.291540, 26.235280, 5.905300, 2.906880, 0.898722
1240.000000, 1.250000, 0.447130, 0.000950, 0.021330, 0.000300, 0.084830, 0.422300, 0.019530, 0.001630, 0.000500, 0.001500, 0.000000, -844.333860, 16.190810, 3109.002076, 0.124305, -656.241000, 74.907030, 26.877130, 5.961460, 2.936880, 0.898722
1220.000000, 1.250000, 0.447130, 0.000950, 0.021330, 0.000300, 0.084830, 0.422300, 0.019530, 0.001630, 0.000500, 0.001500, 0.000000, -841.801990, 16.136440, 3121.343962, 0.123343, -657.632800, 76.596610, 27.528490, 6.018710, 2.966730, 0.898722
1200.000000, 1.250000, 0.447130, 0.000950, 0.021330, 0.000300, 0.084830, 0.422300, 0.019530, 0.001630, 0.000500, 0.001500, 0.000000, -839.291090, 16.081650, 3132.766663, 0.122343, -659.061400, 78.397750, 28.181170, 6.078790, 2.996530, 0.898722
1180.000000, 1.250000, 0.447130, 0.000950, 0.021330, 0.000300, 0.084830, 0.422300, 0.019530, 0.001630, 0.000500, 0.001500, 0.000000, -836.801420, 16.020770, 3145.603469, 0.121309, -660.522000, 80.578540, 28.935210, 6.149890, 3.030520, 0.898722
1160.000000, 1.250000, 0.447130, 0.000950, 0.021330, 0.000300, 0.084830, 0.422300, 0.019530, 0.001630, 0.000500, 0.001500, 0.000000, -834.334990, 15.943360, 3161.552602, 0.120197, -662.074900, 84.091540, 30.001600, 6.260840, 3.078430, 0.898722
1140.000000, 1.250000, 0.447130, 0.000950, 0.021330, 0.000300, 0.084830, 0.422300, 0.019530, 0.001630, 0.000500, 0.001500, 0.000000, -831.893680, 15.880570, 3174.627309, 0.119096, -663.593100, 88.530300, 30.975070, 6.390420, 3.121390, 0.898722
1120.000000, 1.250000, 0.447130, 0.000950, 0.021330, 0.000300, 0.084830, 0.422300, 0.019530, 0.001630, 0.000500, 0.001500, 0.000000, -829.477600, 15.844890, 3181.919067, 0.118098, -664.949300, 91.674430, 31.464260, 6.474240, 3.141600, 0.898722
1100.000000, 1.250000, 0.447130, 0.000950, 0.021330, 0.000300, 0.084830, 0.422300, 0.019530, 0.001630, 0.000500, 0.001500, 0.000000, -827.083110, 15.823900, 3185.862991, 0.117136, -666.237900, 93.317350, 31.685080, 6.516200, 3.150280, 0.898722
