T[C], P[kbar], fraction[wt], fraction[vol], SiO2, TiO2, Al2O3, Cr2O3, FeO, MgO, CaO, Na2O, K2O, O, H2O, Density[kg/m3]
1880.000000, 1.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, NaN
1860.000000, 1.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, NaN
1840.000000, 1.250000, 0.056952, 0.053231, 0.422150, 0.000000, 0.000000, 0.000000, 0.026170, 0.551560, 0.000130, 0.000000, 0.000000, 0.000000, 0.000000, 3025.347050
1820.000000, 1.250000, 0.180672, 0.170075, 0.421500, 0.000000, 0.000000, 0.000000, 0.029590, 0.548750, 0.000160, 0.000000, 0.000000, 0.000000, 0.000000, 3032.351130
1800.000000, 1.250000, 0.275532, 0.260738, 0.420880, 0.000000, 0.000000, 0.000000, 0.032880, 0.546040, 0.000200, 0.000000, 0.000000, 0.000000, 0.000000, 3039.194160
1780.000000, 1.250000, 0.350498, 0.332997, 0.420290, 0.000000, 0.000000, 0.000000, 0.036000, 0.543470, 0.000240, 0.000000, 0.000000, 0.000000, 0.000000, 3045.854200
1760.000000, 1.250000, 0.411341, 0.391985, 0.419740, 0.000000, 0.000000, 0.000000, 0.038870, 0.541100, 0.000290, 0.000000, 0.000000, 0.000000, 0.000000, 3052.207850
1740.000000, 1.250000, 0.461189, 0.440527, 0.419210, 0.000000, 0.000000, 0.000000, 0.041670, 0.538790, 0.000330, 0.000000, 0.000000, 0.000000, 0.000000, 3058.474470
1720.000000, 1.250000, 0.502820, 0.481189, 0.418710, 0.000000, 0.000000, 0.000000, 0.044340, 0.536570, 0.000380, 0.000000, 0.000000, 0.000000, 0.000000, 3064.598550
1700.000000, 1.250000, 0.538107, 0.515713, 0.418240, 0.000000, 0.000000, 0.000000, 0.046820, 0.534510, 0.000430, 0.000000, 0.000000, 0.000000, 0.000000, 3070.485760
1680.000000, 1.250000, 0.568219, 0.545199, 0.417790, 0.000000, 0.000000, 0.000000, 0.049150, 0.532580, 0.000470, 0.000000, 0.000000, 0.000000, 0.000000, 3076.188270
1660.000000, 1.250000, 0.594200, 0.570658, 0.417380, 0.000000, 0.000000, 0.000000, 0.051340, 0.530760, 0.000520, 0.000000, 0.000000, 0.000000, 0.000000, 3081.731460
1640.000000, 1.250000, 0.616786, 0.592790, 0.416980, 0.000000, 0.000000, 0.000000, 0.053400, 0.529040, 0.000570, 0.000000, 0.000000, 0.000000, 0.000000, 3087.111590
1620.000000, 1.250000, 0.636526, 0.612128, 0.416610, 0.000000, 0.000000, 0.000000, 0.055360, 0.527410, 0.000620, 0.000000, 0.000000, 0.000000, 0.000000, 3092.356230
1600.000000, 1.250000, 0.653889, 0.629127, 0.416260, 0.000000, 0.000000, 0.000000, 0.057190, 0.525870, 0.000670, 0.000000, 0.000000, 0.000000, 0.000000, 3097.456050
1580.000000, 1.250000, 0.669274, 0.644173, 0.415940, 0.000000, 0.000000, 0.000000, 0.058890, 0.524450, 0.000720, 0.000000, 0.000000, 0.000000, 0.000000, 3102.381060
1560.000000, 1.250000, 0.682945, 0.657530, 0.415630, 0.000000, 0.000000, 0.000000, 0.060500, 0.523100, 0.000770, 0.000000, 0.000000, 0.000000, 0.000000, 3107.197920
1540.000000, 1.250000, 0.695145, 0.669435, 0.415340, 0.000000, 0.000000, 0.000000, 0.062010, 0.521840, 0.000820, 0.000000, 0.000000, 0.000000, 0.000000, 3111.889940
1520.000000, 1.250000, 0.706096, 0.680104, 0.415070, 0.000000, 0.000000, 0.000000, 0.063410, 0.520660, 0.000860, 0.000000, 0.000000, 0.000000, 0.000000, 3116.442620
1500.000000, 1.250000, 0.715946, 0.689687, 0.414820, 0.000000, 0.000000, 0.000000, 0.064720, 0.519550, 0.000910, 0.000000, 0.000000, 0.000000, 0.000000, 3120.880330
1480.000000, 1.250000, 0.724836, 0.698321, 0.414590, 0.000000, 0.000000, 0.000000, 0.065940, 0.518520, 0.000950, 0.000000, 0.000000, 0.000000, 0.000000, 3125.207390
1460.000000, 1.250000, 0.732889, 0.706130, 0.414370, 0.000000, 0.000000, 0.000000, 0.067090, 0.517550, 0.001000, 0.000000, 0.000000, 0.000000, 0.000000, 3129.435850
1440.000000, 1.250000, 0.740199, 0.713204, 0.414160, 0.000000, 0.000000, 0.000000, 0.068160, 0.516640, 0.001040, 0.000000, 0.000000, 0.000000, 0.000000, 3133.565420
1420.000000, 1.250000, 0.746856, 0.719637, 0.413970, 0.000000, 0.000000, 0.000000, 0.069160, 0.515790, 0.001080, 0.000000, 0.000000, 0.000000, 0.000000, 3137.603270
1400.000000, 1.250000, 0.752931, 0.725496, 0.413780, 0.000000, 0.000000, 0.000000, 0.070120, 0.514980, 0.001110, 0.000000, 0.000000, 0.000000, 0.000000, 3141.587740
1380.000000, 1.250000, 0.758496, 0.730852, 0.413620, 0.000000, 0.000000, 0.000000, 0.071000, 0.514230, 0.001150, 0.000000, 0.000000, 0.000000, 0.000000, 3145.462780
1360.000000, 1.250000, 0.763598, 0.735752, 0.413450, 0.000000, 0.000000, 0.000000, 0.071840, 0.513520, 0.001180, 0.000000, 0.000000, 0.000000, 0.000000, 3149.275100
1340.000000, 1.250000, 0.775430, 0.748272, 0.415818, 0.000007, 0.000659, 0.000074, 0.072850, 0.509151, 0.001387, 0.000002, 0.000000, 0.000053, 0.000000, 3153.481666
1320.000000, 1.250000, 0.795062, 0.769776, 0.420809, 0.000024, 0.002048, 0.000177, 0.074037, 0.500867, 0.001864, 0.000007, 0.000000, 0.000167, 0.000000, 3158.040568
1300.000000, 1.250000, 0.813298, 0.789889, 0.425165, 0.000043, 0.003331, 0.000235, 0.075169, 0.493326, 0.002432, 0.000011, 0.000000, 0.000276, 0.000000, 3162.468194
1280.000000, 1.250000, 0.830264, 0.808683, 0.428930, 0.000065, 0.004528, 0.000269, 0.076231, 0.486449, 0.003131, 0.000018, 0.000000, 0.000380, 0.000000, 3166.778596
1260.000000, 1.250000, 0.846395, 0.826620, 0.432212, 0.000091, 0.005687, 0.000290, 0.077248, 0.479993, 0.003962, 0.000025, 0.000000, 0.000482, 0.000000, 3171.037017
1240.000000, 1.250000, 0.861996, 0.844009, 0.435082, 0.000121, 0.006816, 0.000303, 0.078230, 0.473850, 0.004970, 0.000034, 0.000000, 0.000584, 0.000000, 3175.260398
1220.000000, 1.250000, 0.877642, 0.861489, 0.437590, 0.000158, 0.008018, 0.000312, 0.079483, 0.467523, 0.006171, 0.000047, 0.000000, 0.000693, 0.000000, 3179.872123
1200.000000, 1.250000, 0.893015, 0.878589, 0.439694, 0.000203, 0.009206, 0.000316, 0.080479, 0.461591, 0.007642, 0.000064, 0.000000, 0.000806, 0.000000, 3184.205918
1180.000000, 1.250000, 0.911090, 0.898704, 0.441619, 0.000271, 0.010711, 0.000317, 0.081620, 0.454648, 0.009780, 0.000100, 0.000001, 0.000939, 0.000000, 3188.955347
1160.000000, 1.250000, 0.939232, 0.929994, 0.443620, 0.000405, 0.013753, 0.000313, 0.082855, 0.444061, 0.013596, 0.000277, 0.000011, 0.001116, 0.000000, 3192.957124
1140.000000, 1.250000, 0.969378, 0.964238, 0.445224, 0.000726, 0.017471, 0.000306, 0.083782, 0.433373, 0.017011, 0.000781, 0.000039, 0.001287, 0.000000, 3191.548984
1120.000000, 1.250000, 0.986171, 0.983511, 0.445876, 0.000832, 0.019640, 0.000303, 0.084780, 0.427223, 0.018576, 0.001234, 0.000100, 0.001437, 0.000000, 3190.524336
