T[C], P[kbar], fraction[wt], fraction[vol], SiO2, TiO2, Al2O3, Cr2O3, FeO, MgO, CaO, Na2O, K2O, O, H2O, Density[kg/m3]
1200.000000, 1.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, NaN
1180.000000, 1.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, NaN
1160.000000, 1.250000, 0.020900, 0.019268, 0.531720, 0.000000, 0.298950, 0.000000, 0.000000, 0.000000, 0.122560, 0.045320, 0.001440, 0.000000, 0.000000, 2626.819040
1140.000000, 1.250000, 0.047182, 0.043640, 0.540170, 0.000000, 0.293180, 0.000000, 0.000000, 0.000000, 0.115830, 0.049040, 0.001770, 0.000000, 0.000000, 2621.677320
1120.000000, 1.250000, 0.073713, 0.068421, 0.549080, 0.000000, 0.287080, 0.000000, 0.000000, 0.000000, 0.108720, 0.052900, 0.002220, 0.000000, 0.000000, 2616.216560
1100.000000, 1.250000, 0.101365, 0.094445, 0.558310, 0.000000, 0.280740, 0.000000, 0.000000, 0.000000, 0.101340, 0.056820, 0.002800, 0.000000, 0.000000, 2610.550620
1080.000000, 1.250000, 0.130168, 0.121753, 0.567480, 0.000000, 0.274390, 0.000000, 0.000000, 0.000000, 0.093950, 0.060620, 0.003550, 0.000000, 0.000000, 2604.940160
1060.000000, 1.250000, 0.160520, 0.150747, 0.576330, 0.000000, 0.268210, 0.000000, 0.000000, 0.000000, 0.086790, 0.064140, 0.004520, 0.000000, 0.000000, 2599.581770
1040.000000, 1.250000, 0.196359, 0.184339, 0.578767, 0.000012, 0.260389, 0.000311, 0.007274, 0.000976, 0.079428, 0.066484, 0.005714, 0.000635, 0.000000, 2605.696988
1020.000000, 1.250000, 0.241841, 0.226126, 0.574328, 0.000062, 0.250695, 0.000532, 0.022639, 0.003207, 0.071740, 0.067568, 0.007228, 0.002010, 0.000000, 2624.210352
1000.000000, 1.250000, 0.285491, 0.266331, 0.571799, 0.000145, 0.243379, 0.000570, 0.033230, 0.004957, 0.065756, 0.068146, 0.009036, 0.002981, 0.000000, 2636.954360
980.000000, 1.250000, 0.337450, 0.314957, 0.572829, 0.002056, 0.238206, 0.000586, 0.036552, 0.006165, 0.060586, 0.069351, 0.010358, 0.003312, 0.000000, 2641.700099
960.000000, 1.250000, 0.369053, 0.344015, 0.571023, 0.003853, 0.232800, 0.000529, 0.042582, 0.007105, 0.056606, 0.069053, 0.012578, 0.003880, 0.000000, 2650.446097
940.000000, 1.250000, 0.407147, 0.380248, 0.571722, 0.005157, 0.228805, 0.000510, 0.044124, 0.008151, 0.053188, 0.067497, 0.016797, 0.004048, 0.000000, 2653.154541
920.000000, 1.250000, 1.000000, 1.000000, 0.692568, 0.005067, 0.155989, 0.000237, 0.031270, 0.010408, 0.027486, 0.039779, 0.034208, 0.002991, 0.000000, 2615.499732
900.000000, 1.250000, 1.000000, 1.000000, 0.692562, 0.005064, 0.156004, 0.000235, 0.031268, 0.010404, 0.027491, 0.039777, 0.034205, 0.002990, 0.000000, 2616.612977
