T[C], P[kbar], fraction[wt], fraction[vol], SiO2, TiO2, Al2O3, Cr2O3, FeO, MgO, CaO, Na2O, K2O, O, H2O, Rho[kg/m3], log10(Eta)[Pas]
1200.000000, 1.250000, 1.000000, 1.000000, 0.692570, 0.005070, 0.155940, 0.000240, 0.031290, 0.010450, 0.027450, 0.039790, 0.034220, 0.002990, 0.000000, 2417.504590, 4.739190
1180.000000, 1.250000, 1.000000, 1.000000, 0.692620, 0.005070, 0.155940, 0.000220, 0.031280, 0.010430, 0.027450, 0.039790, 0.034210, 0.002990, 0.000000, 2418.772440, 4.915612
1160.000000, 1.250000, 0.979100, 0.980732, 0.695900, 0.005170, 0.153070, 0.000230, 0.031830, 0.010670, 0.025650, 0.039650, 0.034790, 0.003040, 0.000000, 2417.598120, 5.112870
1140.000000, 1.250000, 0.952818, 0.956360, 0.700030, 0.005320, 0.149320, 0.000260, 0.032700, 0.010930, 0.023270, 0.039320, 0.035720, 0.003130, 0.000000, 2415.853370, 5.320872
1120.000000, 1.250000, 0.926287, 0.931579, 0.703900, 0.005470, 0.145680, 0.000270, 0.033600, 0.011290, 0.021190, 0.038740, 0.036660, 0.003220, 0.000000, 2414.601010, 5.534034
1100.000000, 1.250000, 0.898635, 0.905555, 0.707610, 0.005630, 0.142060, 0.000260, 0.034480, 0.011760, 0.019430, 0.037870, 0.037580, 0.003300, 0.000000, 2413.760140, 5.755633
1080.000000, 1.250000, 0.869832, 0.878247, 0.711180, 0.005820, 0.138350, 0.000300, 0.035500, 0.012300, 0.017710, 0.036670, 0.038730, 0.003430, 0.000000, 2413.188870, 5.986534
1060.000000, 1.250000, 0.839480, 0.849253, 0.714650, 0.006020, 0.134470, 0.000290, 0.036900, 0.012780, 0.016320, 0.035140, 0.039870, 0.003560, 0.000000, 2413.229470, 6.228329
1040.000000, 1.250000, 0.803641, 0.815661, 0.720560, 0.006280, 0.130310, 0.000200, 0.036640, 0.012920, 0.014770, 0.033020, 0.041760, 0.003550, 0.000000, 2410.143450, 6.528398
1020.000000, 1.250000, 0.758159, 0.773874, 0.729770, 0.006640, 0.125720, 0.000160, 0.034080, 0.013090, 0.013580, 0.030930, 0.042690, 0.003340, 0.000000, 2403.853360, 6.893770
1000.000000, 1.250000, 0.714509, 0.733669, 0.740440, 0.007010, 0.121010, 0.000100, 0.030530, 0.012920, 0.012360, 0.028390, 0.044210, 0.003010, 0.000000, 2395.732330, 7.308100
980.000000, 1.250000, 0.662550, 0.685043, 0.755080, 0.006560, 0.113940, 0.000070, 0.028530, 0.011460, 0.010550, 0.024760, 0.046200, 0.002820, 0.000000, 2384.653160, 7.783236
960.000000, 1.250000, 0.630947, 0.655985, 0.768000, 0.005670, 0.107840, 0.000070, 0.023440, 0.013810, 0.011350, 0.022940, 0.044560, 0.002330, 0.000000, 2376.328020, 8.194012
940.000000, 1.250000, 0.592853, 0.619752, 0.775540, 0.005000, 0.105080, 0.000050, 0.022410, 0.012340, 0.010480, 0.020750, 0.046100, 0.002260, 0.000000, 2370.316090, 8.614927
920.000000, 1.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, NaN, NaN
900.000000, 1.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, NaN, NaN
