T[C], P[kbar], SiO2, TiO2, Al2O3, Cr2O3, FeO, MgO, CaO, Na2O, K2O, O, H2O, G[J], V_partial[cm3], Rho[kg/m3], Entropy[J/K], Enthalpy[J], BulkMod[GPa], ShearMod[GPa], Vp[km/s], Vs[km/s], Mg#
1200.000000, 1.250000, 0.692550, 0.005070, 0.156010, 0.000240, 0.031270, 0.010410, 0.027500, 0.039780, 0.034200, 0.002990, 0.000000, -1088.457930, 26.694170, 2417.504590, 0.166192, -843.631800, 18.045500, 0.000000, 2.732130, 0.000000, 0.372420
1180.000000, 1.250000, 0.692550, 0.005070, 0.156010, 0.000240, 0.031270, 0.010410, 0.027500, 0.039780, 0.034200, 0.002990, 0.000000, -1085.036120, 26.680400, 2418.772440, 0.164923, -845.377800, 18.089620, 0.000000, 2.734750, 0.000000, 0.372420
1160.000000, 1.250000, 0.692550, 0.005070, 0.156010, 0.000240, 0.031270, 0.010410, 0.027500, 0.039780, 0.034200, 0.002990, 0.000000, -1081.637860, 26.646900, 2421.629350, 0.163463, -847.370600, 18.618260, 0.285550, 2.801100, 0.343400, 0.372420
1140.000000, 1.250000, 0.692550, 0.005070, 0.156010, 0.000240, 0.031270, 0.010410, 0.027500, 0.039780, 0.034200, 0.002990, 0.000000, -1078.271170, 26.612490, 2424.835485, 0.161976, -849.375200, 19.254840, 0.638390, 2.879780, 0.513140, 0.372420
1120.000000, 1.250000, 0.692550, 0.005070, 0.156010, 0.000240, 0.031270, 0.010410, 0.027500, 0.039780, 0.034200, 0.002990, 0.000000, -1074.937730, 26.576810, 2428.395752, 0.160484, -851.360000, 19.900050, 0.987250, 2.956200, 0.637690, 0.372420
1100.000000, 1.250000, 0.692550, 0.005070, 0.156010, 0.000240, 0.031270, 0.010410, 0.027500, 0.039780, 0.034200, 0.002990, 0.000000, -1071.638000, 26.539370, 2432.346103, 0.158977, -853.339000, 20.575560, 1.343030, 3.032930, 0.743210, 0.372420
1080.000000, 1.250000, 0.692550, 0.005070, 0.156010, 0.000240, 0.031270, 0.010410, 0.027500, 0.039780, 0.034200, 0.002990, 0.000000, -1068.372460, 26.492750, 2436.535178, 0.157399, -855.387700, 21.268240, 1.706260, 3.109180, 0.837020, 0.372420
1060.000000, 1.250000, 0.692550, 0.005070, 0.156010, 0.000240, 0.031270, 0.010410, 0.027500, 0.039780, 0.034200, 0.002990, 0.000000, -1065.141700, 26.443040, 2441.321607, 0.155804, -857.432100, 22.004630, 2.083000, 3.186950, 0.923960, 0.372420
1040.000000, 1.250000, 0.692550, 0.005070, 0.156010, 0.000240, 0.031270, 0.010410, 0.027500, 0.039780, 0.034200, 0.002990, 0.000000, -1061.947210, 26.398680, 2446.191596, 0.154225, -859.427200, 22.947620, 2.576880, 3.284260, 1.026400, 0.372420
1020.000000, 1.250000, 0.692550, 0.005070, 0.156010, 0.000240, 0.031270, 0.010410, 0.027500, 0.039780, 0.034200, 0.002990, 0.000000, -1058.793220, 26.287150, 2453.681703, 0.152437, -861.669700, 24.308570, 3.290580, 3.417280, 1.157190, 0.372420
1000.000000, 1.250000, 0.692550, 0.005070, 0.156010, 0.000240, 0.031270, 0.010410, 0.027500, 0.039780, 0.034200, 0.002990, 0.000000, -1055.679030, 26.218450, 2459.977195, 0.150840, -863.637600, 25.659370, 3.989360, 3.543270, 1.271530, 0.372420
980.000000, 1.250000, 0.692550, 0.005070, 0.156010, 0.000240, 0.031270, 0.010410, 0.027500, 0.039780, 0.034200, 0.002990, 0.000000, -1052.599880, 26.139030, 2465.611863, 0.148996, -865.885100, 27.216900, 4.777570, 3.683390, 1.389200, 0.372420
960.000000, 1.250000, 0.692550, 0.005070, 0.156010, 0.000240, 0.031270, 0.010410, 0.027500, 0.039780, 0.034200, 0.002990, 0.000000, -1049.566340, 26.095950, 2470.628749, 0.147534, -867.634600, 28.465250, 5.316180, 3.783240, 1.462930, 0.372420
940.000000, 1.250000, 0.692550, 0.005070, 0.156010, 0.000240, 0.031270, 0.010410, 0.027500, 0.039780, 0.034200, 0.002990, 0.000000, -1046.568860, 26.015820, 2477.864800, 0.145911, -869.557100, 29.739570, 5.934910, 3.885820, 1.542730, 0.372420
920.000000, 1.250000, 0.692550, 0.005070, 0.156010, 0.000240, 0.031270, 0.010410, 0.027500, 0.039780, 0.034200, 0.002990, 0.000000, -1043.617120, 24.546720, 2615.499732, 0.141547, -874.730400, 60.149770, 32.827890, 6.264060, 3.520690, 0.372420
900.000000, 1.250000, 0.692550, 0.005070, 0.156010, 0.000240, 0.031270, 0.010410, 0.027500, 0.039780, 0.034200, 0.002990, 0.000000, -1040.772450, 24.535950, 2616.612977, 0.140250, -876.238500, 60.277780, 32.938180, 6.270980, 3.525830, 0.372420
