T[C], P[kbar], fraction[wt], fraction[vol], SiO2, TiO2, Al2O3, Cr2O3, FeO, MgO, CaO, Na2O, K2O, O, H2O, Rho[kg/m3], log10(Eta)[Pas]
1250.000000, 1.250000, 1.000000, 1.000000, 0.527260, 0.011650, 0.179250, 0.000230, 0.086400, 0.054530, 0.090750, 0.033220, 0.009760, 0.006940, 0.000000, 2649.229580, 1.878182
1230.000000, 1.250000, 0.971176, 0.971194, 0.527630, 0.012030, 0.174710, 0.000250, 0.089880, 0.056170, 0.088900, 0.033220, 0.010000, 0.007210, 0.000000, 2654.275320, 2.006737
1210.000000, 1.250000, 0.924600, 0.924495, 0.530290, 0.012580, 0.167020, 0.000260, 0.093710, 0.058990, 0.085730, 0.033410, 0.010470, 0.007540, 0.000000, 2657.718640, 2.158478
1190.000000, 1.250000, 0.882694, 0.882146, 0.530310, 0.013180, 0.160100, 0.000270, 0.098840, 0.061920, 0.083230, 0.033250, 0.010960, 0.007930, 0.000000, 2665.275410, 2.281655
1170.000000, 1.250000, 0.843180, 0.842162, 0.532320, 0.013770, 0.153120, 0.000270, 0.102540, 0.064430, 0.080380, 0.033490, 0.011460, 0.008230, 0.000000, 2669.372540, 2.438740
1150.000000, 1.250000, 0.753380, 0.759905, 0.547820, 0.012560, 0.142560, 0.000190, 0.096630, 0.067350, 0.080310, 0.032520, 0.012540, 0.007510, 0.000000, 2656.113700, 2.742195
1130.000000, 1.250000, 0.646402, 0.660204, 0.566060, 0.011290, 0.134270, 0.000150, 0.089880, 0.063470, 0.079480, 0.033020, 0.015530, 0.006840, 0.000000, 2632.993310, 3.151768
1110.000000, 1.250000, 0.534441, 0.555734, 0.590630, 0.010880, 0.125890, 0.000110, 0.081080, 0.056960, 0.077330, 0.033400, 0.017570, 0.006150, 0.000000, 2602.104600, 3.684347
1090.000000, 1.250000, 0.403294, 0.430153, 0.620570, 0.010660, 0.120440, 0.000080, 0.070860, 0.049390, 0.067770, 0.032110, 0.022840, 0.005280, 0.000000, 2561.990390, 4.334517
1070.000000, 1.250000, 0.324743, 0.353419, 0.650220, 0.010360, 0.113990, 0.000060, 0.060950, 0.043490, 0.060260, 0.029460, 0.026630, 0.004580, 0.000000, 2525.995740, 4.991269
1050.000000, 1.250000, 0.276516, 0.305734, 0.673980, 0.009660, 0.110020, 0.000060, 0.052610, 0.038000, 0.053280, 0.027420, 0.031000, 0.003980, 0.000000, 2495.901710, 5.579898
1030.000000, 1.250000, 0.243823, 0.272866, 0.693060, 0.009090, 0.106600, 0.000050, 0.045790, 0.034070, 0.048040, 0.025030, 0.034780, 0.003490, 0.000000, 2472.932410, 6.117628
1010.000000, 1.250000, 0.220961, 0.249701, 0.712270, 0.008700, 0.101420, 0.000040, 0.040720, 0.031170, 0.043860, 0.022780, 0.035950, 0.003110, 0.000000, 2453.814830, 6.655044
990.000000, 1.250000, 0.184388, 0.210993, 0.724040, 0.007990, 0.100370, 0.000030, 0.035950, 0.028140, 0.039740, 0.020700, 0.040260, 0.002770, 0.000000, 2438.438660, 7.118277
970.000000, 1.250000, 0.166400, 0.192093, 0.738410, 0.006830, 0.097520, 0.000020, 0.031770, 0.025620, 0.036260, 0.018700, 0.042400, 0.002470, 0.000000, 2422.946220, 7.606642
950.000000, 1.250000, 0.153268, 0.178233, 0.751570, 0.005850, 0.094610, 0.000020, 0.028220, 0.023520, 0.033280, 0.016870, 0.043860, 0.002210, 0.000000, 2409.586210, 8.093084
930.000000, 1.250000, 0.143069, 0.167410, 0.763360, 0.005030, 0.091850, 0.000020, 0.025180, 0.021740, 0.030730, 0.015200, 0.044890, 0.002000, 0.000000, 2398.123570, 8.578445
910.000000, 1.250000, 0.133680, 0.157316, 0.775340, 0.004320, 0.088490, 0.000020, 0.022590, 0.020310, 0.028590, 0.013710, 0.044830, 0.001810, 0.000000, 2387.626460, 9.081924
