T[C], P[kbar], fraction[wt], fraction[vol], SiO2, TiO2, Al2O3, Cr2O3, FeO, MgO, CaO, Na2O, K2O, O, H2O, Density[kg/m3]
1250.000000, 1.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, NaN
1230.000000, 1.250000, 0.028824, 0.028806, 0.488780, 0.000000, 0.328160, 0.000000, 0.000000, 0.000000, 0.156680, 0.026220, 0.000160, 0.000000, 0.000000, 2655.976460
1210.000000, 1.250000, 0.075400, 0.075505, 0.493290, 0.000000, 0.325120, 0.000000, 0.000000, 0.000000, 0.153120, 0.028290, 0.000180, 0.000000, 0.000000, 2653.749200
1190.000000, 1.250000, 0.117306, 0.117854, 0.498190, 0.000000, 0.321820, 0.000000, 0.000000, 0.000000, 0.149250, 0.030530, 0.000210, 0.000000, 0.000000, 2651.237480
1170.000000, 1.250000, 0.156820, 0.157838, 0.502800, 0.000000, 0.318700, 0.000000, 0.000000, 0.000000, 0.145600, 0.032650, 0.000250, 0.000000, 0.000000, 2648.966750
1150.000000, 1.250000, 0.246620, 0.240095, 0.456410, 0.009105, 0.288375, 0.000388, 0.062137, 0.018981, 0.127372, 0.031334, 0.000279, 0.005620, 0.000000, 2751.932232
1130.000000, 1.250000, 0.353598, 0.339796, 0.453819, 0.012101, 0.261775, 0.000410, 0.081538, 0.038735, 0.111948, 0.032212, 0.000371, 0.007081, 0.000000, 2798.439470
1110.000000, 1.250000, 0.465559, 0.444266, 0.456319, 0.012446, 0.239308, 0.000397, 0.092945, 0.051661, 0.106156, 0.032420, 0.000508, 0.007839, 0.000000, 2835.462271
1090.000000, 1.250000, 0.596706, 0.569847, 0.463735, 0.012269, 0.218794, 0.000348, 0.097360, 0.058248, 0.106539, 0.033726, 0.000902, 0.008072, 0.000000, 2861.418430
1070.000000, 1.250000, 0.675257, 0.646581, 0.468146, 0.012303, 0.210028, 0.000328, 0.099145, 0.060230, 0.105760, 0.034724, 0.001233, 0.008097, 0.000000, 2870.970045
1050.000000, 1.250000, 0.723484, 0.694266, 0.470763, 0.012376, 0.205499, 0.000310, 0.099777, 0.061086, 0.105290, 0.035257, 0.001558, 0.008085, 0.000000, 2875.781934
1030.000000, 1.250000, 0.756177, 0.727134, 0.472782, 0.012423, 0.202827, 0.000303, 0.099940, 0.061310, 0.104692, 0.035623, 0.002033, 0.008059, 0.000000, 2878.030885
1010.000000, 1.250000, 0.779039, 0.750299, 0.474376, 0.012450, 0.201141, 0.000302, 0.099781, 0.061365, 0.104235, 0.035996, 0.002306, 0.008039, 0.000000, 2879.197603
990.000000, 1.250000, 0.815612, 0.789007, 0.482330, 0.012436, 0.196930, 0.000294, 0.098243, 0.060687, 0.102486, 0.035875, 0.002836, 0.007896, 0.000000, 2884.361911
970.000000, 1.250000, 0.833600, 0.807907, 0.484666, 0.012575, 0.195423, 0.000288, 0.097723, 0.060489, 0.101834, 0.035941, 0.003217, 0.007846, 0.000000, 2886.014659
950.000000, 1.250000, 0.846732, 0.821767, 0.486214, 0.012665, 0.194428, 0.000288, 0.097348, 0.060333, 0.101344, 0.036003, 0.003562, 0.007808, 0.000000, 2887.195178
930.000000, 1.250000, 0.856931, 0.832590, 0.487408, 0.012715, 0.193704, 0.000284, 0.097023, 0.060194, 0.100965, 0.036060, 0.003870, 0.007778, 0.000000, 2888.170791
910.000000, 1.250000, 0.866320, 0.842684, 0.488556, 0.012744, 0.193131, 0.000280, 0.096618, 0.060003, 0.100535, 0.036062, 0.004328, 0.007744, 0.000000, 2888.603160
