point[#],X[0.0-1.0],P[kbar],T[°C],phase,mode[mol%],mode[wt%],log10(fO2),log10(dQFM),aH2O,aSiO2,aTiO2,aAl2O3,aMgO,aFeO,density[kg/m3],volume[cm3/mol],heatCapacity[kJ/K],alpha[1/K],Entropy[J/K],Enthalpy[J],Vp[km/s],Vs[km/s],Vp_S[km/s],Vs_S[km/s],BulkMod[GPa],ShearMod[GPa],SiO2[mol%],Al2O3[mol%],CaO[mol%],MgO[mol%],FeO[mol%],K2O[mol%],Na2O[mol%],TiO2[mol%],O[mol%],Cr2O3[mol%],H2O[mol%],SiO2[wt%],Al2O3[wt%],CaO[wt%],MgO[wt%],FeO[wt%],K2O[wt%],Na2O[wt%],TiO2[wt%],O[wt%],Cr2O3[wt%],H2O[wt%]
34,1.0,1.2625,775.0000000000000,opx,1.9634365796357500,2.3582545940088900,-,-,-,-,-,-,-,-,3480.1935996015800,65.76659621912650,0.2594668432336430,3.81836248097341E-05,0.43387795311845300,-2625.037468181700,6.845334495060680,4.062108679311820,-,-,86.50938264311920,57.425724224598500,49.4802851130247,0.44228415862848800,1.205343603339020,26.79019412820210,21.733343032101000,0.0,0.07231292849999420,0.014626707791874900,0.26161032841278600,0.0,0.0,51.82222067880750,0.7861132441748940,1.1783458438909900,18.820658248266700,27.221196415923300,0.0,0.07813064752251450,0.020367538382710900,0.07296738303133230,0.0,0.0
34,1.0,1.2625,775.0000000000000,spn,0.10293869127718300,0.17327638508780900,-,-,-,-,-,-,-,-,4843.858862354840,46.355605063823100,0.19973415435240000,4.39179062824942E-05,0.39174896134486600,-1118.38858293743,7.292016475495360,4.061628333871310,-,-,151.0205624333580,79.90829063282600,0.0,0.4088255160797660,0.0,3.527750366207320,69.58803800027230,0.0,0.0,6.71919550192218,19.756190615518500,0.0,0.0,0.0,0.690520824385363,0.0,2.355113552789320,82.82669349297670,0.0,0.0,8.891280134359700,5.236391995488880,0.0,0.0
34,1.0,1.2625,775.0000000000000,system,100.0,100.0,-14.172525841469900,0.9599590795336180,0.9467838070935220,0.8379281227910850,0.618223709898855,0.03259153360944590,0.01877189385201820,0.08954779267708690,2265.644466962010,26.27627890449040,0.24453429387513000,0.0002199785304553500,0.1393938548365370,-813.4277328422270,3.150776377667940,1.4273159169582000,5.964076633353060,3.314873702140810,16.337752896939100,4.615640524104480,66.16368534686690,8.650401988336780,1.8923488310055700,1.4445985887640500,1.729546840979990,2.5615892822006500,5.063452572712030,0.30440040652807300,0.14904914520423000,0.0,12.040926997401800,66.87079863124440,14.837236353962600,1.7852379055953800,0.9793527130293880,2.0904799148746000,4.05926401332839,5.279407885172770,0.40904414692405000,0.040117731806132100,0.0,3.649060704062300
35,1.0,1.225,765.0000000000000,cpx,1.7955361045750700,2.1416616923649300,-,-,-,-,-,-,-,-,3356.741221347910,67.93770033225560,0.25232890884915100,3.72078365065371E-05,0.42780396632393800,-2811.7852686253300,7.16676709306836,3.972713022005530,-,-,101.77399563884800,52.97759631043210,50.496292150123800,0.3543845852772530,18.2048461620289,14.628119954736800,12.357883028023300,0.2737585615714950,1.881961347715060,0.288071789235483,1.514682421287930,0.0,0.0,52.688885563394700,0.6275296475197030,17.73064837712750,10.238189368197100,15.420570868337900,0.44786612170668700,2.0257780932625700,0.39963948000595000,0.4208924804479800,0.0,0.0
35,1.0,1.225,765.0000000000000,fl,2.3139287932332100,0.8937774648777020,-,-,-,-,-,-,-,-,391.8386643388330,60.42909532192550,0.07867582756785000,0.0018767576526744700,0.17526716827468900,-301.6022594395880,1.2221825030365000,5.06411262123512E-09,-,-,0.5853011957970340,1.00487952718875E-17,6.654361411846580,0.897661575620258,0.017126645784578200,0.0001447324824008490,0.09136356658780260,0.7450956765647380,0.149057253128482,0.02778173189029900,0.04547172903244100,0.0,91.37193567706240,17.94980401188730,4.109281234080210,0.04312247936905740,0.000261875252836999,0.2947292370235910,3.1512753232232900,0.41478981889776900,0.09963703021070490,0.03266516478260890,0.0,73.90443382527260
35,1.0,1.225,765.0000000000000,fsp,29.804381160446900,31.962202587891300,-,-,-,-,-,-,-,-,2558.1397004078900,104.19518816947100,0.34256392070533000,3.66496542389112E-05,0.556147840224478,-3741.5726548996000,5.795534310891200,3.196793740467510,-,-,51.06617560404610,26.142883647390100,72.81688355399020,13.591558223004900,2.183116446009820,0.0,0.0,2.280824153418470,9.127617623576620,0.0,0.0,0.0,0.0,65.65232069174290,20.79635139225350,1.8372699700933800,0.0,0.0,3.224265353360670,8.489792592549530,0.0,0.0,0.0,0.0
35,1.0,1.225,765.0000000000000,ilm,0.26240578393284100,0.41742530369543800,-,-,-,-,-,-,-,-,4709.76015138691,32.28855126739930,0.1329815777557250,3.24251661805269E-05,0.25766196456698000,-1120.1008190618700,7.21211603927183,4.084364792974450,-,-,140.21852433240900,78.56838727629910,0.0,0.0,0.0,0.0,51.04823150527530,0.0,0.0,46.85530548417410,2.09646301055064,0.0,0.0,0.0,0.0,0.0,0.0,49.271040874973900,0.0,0.0,50.2783588522297,0.4506002727964080,0.0,0.0
35,1.0,1.225,765.0000000000000,liq,64.0660438563752,62.435515139875000,-,-,-,-,-,-,-,-,2209.1458891655800,66.11650573327700,0.21305722005055100,0.00024799382517039500,0.3493986490848910,-2009.0691386189300,2.39782987023877,2.5579093189198E-09,-,-,12.701678885928300,1.44542208233849E-17,69.05814350589610,7.093522477214350,1.027048727819240,0.6129465267537220,0.8392976191890040,3.2438539088065600,3.353481748411810,0.16480943879675900,0.09525324369781570,0.0,14.511642803414700,71.48039743537590,12.460455300036900,0.9922958829687640,0.42556878962124000,1.0389266798324100,5.264466001322150,3.5808790680344300,0.22681003848734500,0.026256805796830900,0.0,4.503943998523980
35,1.0,1.225,765.0000000000000,opx,1.6698424824025500,2.0015921458275600,-,-,-,-,-,-,-,-,3485.0031097512400,65.7610728956405,0.2593912891496780,3.81376068598461E-05,0.4317329976002400,-2624.1305601709400,6.8444311616929300,4.058495573689770,-,-,86.72217478574590,57.40283255289720,49.49298641394450,0.42748800237854700,1.1836928629201700,26.58087569470830,21.978356039294900,0.0,0.06833114854929100,0.013276899232467600,0.25499293897181100,0.0,0.0,51.77461494271000,0.7589218400986780,1.15582032614596,18.651665761308600,27.495731019408000,0.0,0.07374177485504260,0.018466220156522500,0.07103811531717370,0.0,0.0
35,1.0,1.225,765.0000000000000,spn,0.08786181903424360,0.1478256654680920,-,-,-,-,-,-,-,-,4865.448548328090,46.280366093990100,0.2000914650335120,4.43581266852612E-05,0.39041780009878800,-1103.9491301879500,7.286527529638970,4.062606131097300,-,-,151.25280884883200,80.3031023106793,0.0,0.4073272218185350,0.0,3.1579971237800700,70.16700394961870,0.0,0.0,5.885341262767790,20.382330442014900,0.0,0.0,0.0,0.6914315321239850,0.0,2.1188133256593400,83.93355632874390,0.0,0.0,7.826825046865820,5.429373766606970,0.0,0.0
