T[C], P[kbar], fraction[wt], fraction[vol], SiO2, TiO2, Al2O3, Cr2O3, FeO, MgO, CaO, Na2O, K2O, O, H2O, Density[kg/m3]
1100.000000, 1.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, NaN
1080.000000, 1.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, NaN
1060.000000, 1.250000, 0.017861, 0.016304, 0.586320, 0.000000, 0.261040, 0.000000, 0.000000, 0.000000, 0.078550, 0.067600, 0.006490, 0.000000, 0.000000, 2591.689040
1040.000000, 1.250000, 0.043800, 0.040206, 0.601100, 0.000000, 0.250430, 0.000000, 0.000000, 0.000000, 0.066340, 0.072730, 0.009400, 0.000000, 0.000000, 2581.608910
1020.000000, 1.250000, 0.076628, 0.070752, 0.614970, 0.000000, 0.240100, 0.000000, 0.000000, 0.000000, 0.054580, 0.076530, 0.013830, 0.000000, 0.000000, 2571.936270
1000.000000, 1.250000, 0.117778, 0.109390, 0.626810, 0.000000, 0.230640, 0.000000, 0.000000, 0.000000, 0.044020, 0.078130, 0.020400, 0.000000, 0.000000, 2563.269020
980.000000, 1.250000, 0.166918, 0.155944, 0.635810, 0.000000, 0.222590, 0.000000, 0.000000, 0.000000, 0.035280, 0.077100, 0.029210, 0.000000, 0.000000, 2556.095080
960.000000, 1.250000, 0.217317, 0.204020, 0.640990, 0.000000, 0.217320, 0.000000, 0.000000, 0.000000, 0.029710, 0.074810, 0.037170, 0.000000, 0.000000, 2551.858560
940.000000, 1.250000, 0.277418, 0.261560, 0.644570, 0.000000, 0.212424, 0.000351, 0.000819, 0.000130, 0.024616, 0.072309, 0.044719, 0.000061, 0.000000, 2549.930017
920.000000, 1.250000, 1.000000, 1.000000, 0.749801, 0.002318, 0.136086, 0.000235, 0.015006, 0.003383, 0.011132, 0.036327, 0.044216, 0.001497, 0.000000, 2572.086778
900.000000, 1.250000, 1.000000, 1.000000, 0.749798, 0.002320, 0.136085, 0.000244, 0.015000, 0.003383, 0.011144, 0.036347, 0.044183, 0.001496, 0.000000, 2573.026565
