2022_12_PVFZCE_ANDEAN_ARC_part1,ROCK TYPE,SIO2,TIO2,AL2O3,FEOT,MGO,CAO,NA2O,K2O,SUM
s_ATN1 [5009],VOL,66.400,0.590,16.040,5.030,1.470,4.530,4.610,1.160,99.830
s_ML76T [6304],VOL,66.430,0.720,16.690,4.900,1.790,3.260,3.240,2.300,99.330
s_ML-80 [5425],VOL,66.440,0.750,17.050,3.750,1.270,3.660,4.610,2.860,100.390
s_LLA04 [18493],VOL,66.450,0.460,14.910,4.280,0.480,2.340,5.570,1.650,96.140
s_CCL-14 [5039],VOL,66.450,0.510,15.490,4.490,1.360,2.570,1.670,4.980,97.520
s_EA-1535 [21391],VOL,66.450,0.439,17.080,2.950,1.160,4.060,4.710,2.610,99.459
s_II22 [4223],VOL,66.450,0.880,16.230,3.380,1.580,3.700,3.180,4.130,99.530
s_AGUI-28 [5039],VOL,66.460,0.670,16.550,3.960,1.140,3.480,3.200,3.380,98.840
s_PUMICE 1 [23520],VOL,66.470,0.260,15.110,2.590,1.240,3.340,3.760,2.200,94.970
s_CH18 [20576],VOL,66.475,0.928,15.295,4.680,1.200,3.378,4.567,2.611,99.135
s_090303-1A [20828],VOL,66.490,0.390,14.830,2.670,0.700,2.480,4.300,2.070,93.930
s_PG-223 [7165],VOL,66.490,0.650,16.210,3.820,1.160,3.600,3.550,3.360,98.840
s_18-V [6220],VOL,66.500,0.560,13.440,5.343,1.250,3.140,4.910,1.180,96.323
s_YU-12-63 [23780],VOL,66.500,0.540,15.400,3.830,1.600,3.760,2.620,3.310,97.560
s_CAY 82 [8494],VOL,66.500,0.600,15.920,4.010,1.520,3.380,4.070,2.690,98.690
s_LH C02 B [23496],VOL,66.500,0.560,15.750,3.590,1.160,3.260,4.290,3.910,99.020
s_CAY 39 [8494],VOL,66.500,0.540,16.150,3.780,1.630,3.670,4.280,2.560,99.110
s_PUMICE 2 [23520],VOL,66.510,0.220,15.420,2.230,0.710,2.980,4.190,2.320,94.580
s_AGUI-32 [5039],VOL,66.510,0.730,16.680,4.360,0.790,3.380,3.470,3.550,99.470
s_LLA05 [18493],VOL,66.530,0.480,15.140,4.450,0.590,2.510,5.630,1.610,96.940
s_PANI 12 06A [22067],VOL,66.550,0.530,14.910,2.720,1.080,3.320,3.490,3.820,96.420
s_LA-4 [5372],VOL,66.560,0.520,17.040,3.450,2.020,3.800,3.060,2.150,98.600
s_1 [4998],VOL,66.580,0.750,18.180,3.570,1.790,2.710,3.510,2.920,100.010
s_MOR-1701 [23001],VOL,66.590,0.674,14.182,3.800,3.091,4.744,4.194,1.996,99.271
s_TU-12-35A [24931],VOL,66.600,0.500,14.200,3.060,1.200,2.900,3.300,4.300,96.060
s_PIG-03-123 [13695],VOL,66.600,0.521,14.800,2.810,1.040,2.720,4.180,3.720,96.391
s_TU-12-34 [24931],VOL,66.600,0.500,15.600,3.060,1.300,3.300,3.200,3.300,96.860
s_TU-12-79A [23575],VOL,66.600,0.700,15.700,3.510,1.500,3.400,4.200,3.500,99.110
s_LA-N1 [5372],VOL,66.600,0.540,16.710,3.600,2.020,4.470,3.700,2.090,99.730
s_9-1 [5425],VOL,66.600,0.840,16.690,3.710,1.460,3.950,4.500,3.060,100.810
s_JK 207B [18493],VOL,66.610,0.510,15.310,4.420,0.620,2.620,5.520,1.510,97.120
s_CHF3-P6 [24927],VOL,66.610,0.920,17.560,4.830,1.340,4.680,2.350,1.310,99.600
s_CHF11 [24927],VOL,66.610,0.780,15.860,4.380,1.740,4.260,4.870,1.250,99.750
s_PP01 [22118],VOL,66.612,0.347,17.101,4.060,0.713,2.654,4.337,2.337,98.160
s_9-1 [5425],VOL,66.630,0.780,16.100,3.000,1.280,3.890,4.080,3.360,99.120
s_CHF11-P6 [24927],VOL,66.630,0.800,15.340,5.130,1.730,4.580,4.160,1.180,99.550
s_ML-81 [5425],VOL,66.630,0.690,16.250,3.830,1.330,3.520,3.810,3.590,99.650
s_LC-04-D [23561],VOL,66.640,0.250,14.840,4.072,1.060,6.440,4.020,0.010,97.332
s_240198-4 M [20828],VOL,66.650,0.380,15.720,2.420,0.780,2.430,4.280,2.740,95.400
s_9-1 [5425],VOL,66.650,0.720,16.030,4.060,1.480,3.780,4.990,3.490,101.200
s_HY-12 [25325],VOL,66.657,0.596,15.369,3.530,1.327,2.908,2.912,4.306,97.605
s_CHF3-P6-C [24927],VOL,66.670,1.450,13.420,8.070,1.440,4.420,2.390,1.510,99.370
s_CAL-170 [7894],VOL,66.680,0.580,15.550,2.651,1.170,3.200,4.370,3.940,98.141
s_89002BOL  [21032],VOL,66.683,0.589,14.674,3.222,0.944,3.041,3.120,4.362,96.636
s_M-88 [7165],VOL,66.690,0.570,15.910,3.549,0.830,3.360,3.610,3.520,98.039
s_FMA-01 [22863],VOL,66.698,0.216,16.722,2.244,0.160,3.675,3.160,2.962,95.838
s_C5 [6219],VOL,66.700,0.800,15.000,4.490,1.670,3.580,4.730,2.760,99.730
s_BC10QSX111 [17221],VOL,66.700,0.673,15.685,4.300,1.384,2.606,4.212,4.780,100.340
s_T124 [4223],VOL,66.710,0.790,16.310,3.040,1.710,3.580,3.340,4.160,99.640
s_D1 [24347],VOL,66.722,0.810,15.326,3.680,0.925,2.402,5.558,2.986,98.408
s_IG3A [5760],VOL,66.740,0.590,16.740,3.550,1.170,4.040,4.790,2.290,99.910
s_D23 [24347],VOL,66.741,0.865,14.988,4.730,0.909,2.495,4.818,3.212,98.757
s_PG-282 [7165],VOL,66.750,0.620,15.300,3.460,1.230,3.320,3.320,3.740,97.740
s_T5 [4223],VOL,66.760,0.720,15.750,3.670,1.670,3.880,3.220,4.220,99.890
s_UBI-10-11 [24348],VOL,66.780,0.750,15.020,2.290,0.640,2.260,3.460,3.840,95.040
s_XY96 [6214],VOL,66.780,0.600,15.350,3.762,0.670,3.130,4.300,3.050,97.642
s_LA-1 [5372],VOL,66.780,0.590,16.610,3.530,2.050,4.320,3.760,2.200,99.840
s_UBI-10-10A [24348],VOL,66.800,0.330,14.690,2.110,0.580,2.330,3.860,3.890,94.590
s_DIEZ-97H-3  [21032],VOL,66.800,0.530,15.900,2.050,0.810,2.300,2.850,4.380,95.620
s_CAY-31 [20960],VOL,66.800,0.510,16.300,3.100,0.920,2.500,4.150,3.000,97.280
s_CAY 186B [8494],VOL,66.800,0.500,16.250,2.770,0.970,3.340,4.200,2.480,97.310
s_LH B145A [23496],VOL,66.800,0.550,15.100,3.260,1.660,3.360,3.920,3.810,98.460
s_FA01 [22116],VOL,66.800,0.580,15.130,3.370,1.740,3.570,3.560,3.800,98.550
s_CAY 90 [8494],VOL,66.800,0.510,15.900,3.550,1.300,3.450,4.500,2.660,98.670
s_DU18-8 [7067],VOL,66.810,0.710,14.250,4.930,0.860,4.680,2.420,2.570,97.230
s_9-1 [5425],VOL,66.810,0.810,17.270,3.220,1.260,3.770,4.590,3.410,101.140
s_LLA02 [18493],VOL,66.820,0.420,14.720,4.100,0.390,2.190,5.530,1.700,95.870
s_PAR-130 [5152],VOL,66.830,0.650,16.050,3.600,1.260,3.330,4.070,3.890,99.680
s_CAL-150 [7894],VOL,66.850,0.730,15.450,3.362,1.510,3.290,4.410,3.630,99.232
s_MAC-1705 [23001],VOL,66.868,0.643,14.826,3.550,2.265,4.118,4.609,2.399,99.278
s_1532 [23057],VOL,66.870,0.860,15.680,3.400,0.610,3.090,4.470,3.300,98.280
s_GMC-22 [7165],VOL,66.880,0.660,15.380,4.355,1.190,3.310,3.280,3.530,98.585
s_SA-32 [23838],VOL,66.890,0.437,15.490,2.760,0.320,3.060,3.850,3.710,96.517
s_CHF11-P6 [24927],VOL,66.890,0.930,13.450,5.930,3.090,4.650,3.250,1.070,99.260
s_TARA-97H-5  [21032],VOL,66.900,0.650,15.600,1.840,0.850,2.600,2.580,3.520,94.540
s_DBF 03-02 [13542],VOL,66.900,0.540,15.000,2.740,1.090,2.500,4.020,3.980,96.770
s_TUNG 21 [22096],VOL,66.900,0.480,16.600,3.090,0.910,2.590,5.150,3.630,99.350
s_TU-12-77C [23575],VOL,66.900,0.700,15.900,3.690,1.500,3.500,4.200,3.500,99.890
s_LA-3 [5372],VOL,66.910,0.590,16.110,3.870,1.970,4.120,3.410,2.180,99.160
s_C-INKA1 [22798],VOL,66.920,0.500,14.980,3.800,1.540,3.490,3.580,3.600,98.410
s_TH2A [20576],VOL,66.927,0.682,15.333,4.850,0.852,2.828,5.435,2.226,99.134
s_D6 [24347],VOL,66.953,0.831,14.958,4.090,1.000,2.434,5.252,3.283,98.801
s_SS014 [3458],VOL,66.960,0.530,15.380,2.650,1.180,3.100,3.610,4.290,97.700
s_16EQ17 [22096],VOL,66.960,0.500,16.370,3.280,0.970,2.670,5.000,3.590,99.340
s_16EQ37 [22096],VOL,66.960,0.500,16.370,3.280,0.970,2.670,5.000,3.590,99.340
s_HY-13 [25325],VOL,66.970,0.570,15.565,3.460,1.352,2.863,2.885,4.360,98.025
s_88080 [4376],VOL,66.970,0.540,16.050,3.390,1.790,3.730,3.180,3.730,99.380
s_130489-01 [7427],VOL,66.980,0.540,15.580,3.090,1.070,3.280,3.700,2.280,96.520
s_UBI-10-10C [24348],VOL,66.990,0.350,14.770,2.050,0.580,2.260,3.890,3.900,94.790
s_TU-13-33F [24931],VOL,67.000,0.500,14.400,2.790,1.400,2.800,3.200,4.300,96.390
s_VPM 29 [24851],VOL,67.000,0.450,14.920,3.660,1.730,3.980,4.340,1.750,97.830
s_CAY 91 [8494],VOL,67.000,0.490,16.000,3.510,1.240,3.360,4.260,2.560,98.420
s_CAY 87 [8494],VOL,67.000,0.520,15.500,3.760,1.630,3.840,4.160,2.370,98.780
s_CAY 71 [8494],VOL,67.000,0.490,15.800,3.840,1.530,3.750,4.070,2.400,98.880
s_CAY 81 [8494],VOL,67.000,0.590,15.700,3.790,1.500,3.530,4.120,2.670,98.900
s_TU-13-21A [23575],VOL,67.000,0.700,15.200,3.600,1.400,3.200,4.000,3.800,98.900
s_Q-35 [5325],VOL,67.000,0.580,16.060,3.320,1.120,2.670,5.300,3.260,99.310
s_RE-2 [5372],VOL,67.000,0.400,16.600,3.880,1.490,4.430,4.190,1.530,99.520
s_RM [22749],VOL,67.000,0.420,18.890,1.550,0.150,4.320,5.930,1.280,99.540
s_PAR 183 [13695],VOL,67.020,0.590,15.020,2.970,1.230,2.780,4.230,4.120,97.960
s_LA-2 [5372],VOL,67.020,0.510,17.240,3.500,1.910,3.770,3.220,1.980,99.150
s_ML-80 [5425],VOL,67.070,0.770,17.060,3.460,1.400,3.600,4.800,2.790,100.950
s_CH20 [20576],VOL,67.077,0.915,15.089,4.510,1.078,3.081,4.647,2.786,99.182
s_MA8915A [5943],VOL,67.090,0.340,14.630,1.937,1.050,1.580,2.620,4.550,93.797
s_QVC19CN-040 [24568],VOL,67.090,0.360,16.150,2.920,1.370,2.390,3.960,2.780,97.020
s_130111_01A [20676],VOL,67.095,0.603,15.784,3.260,0.803,2.486,5.642,2.135,97.808
s_MAC175 [5943],VOL,67.100,0.370,15.600,2.166,1.370,1.720,3.180,4.320,95.826
s_TU-12-90 [24931],VOL,67.100,0.500,15.900,3.150,1.000,1.900,2.600,4.000,96.150
s_PAR 03-26 [13542],VOL,67.100,0.500,15.300,2.640,1.070,2.660,4.270,4.020,97.560
s_AZU-17-25 [25697],VOL,67.100,0.480,16.200,3.750,0.730,2.970,3.420,3.230,97.880
s_AP2-00-92 [11615],VOL,67.100,0.500,16.500,3.100,1.500,3.500,4.600,2.900,99.700
s_PUMICE 1 [23520],VOL,67.110,0.290,15.730,3.010,0.940,3.640,4.490,2.060,97.270
s_10Y [20337],VOL,67.120,0.850,14.990,4.330,1.000,2.880,4.740,2.790,98.700
s_UQUI-6 [5039],VOL,67.130,0.650,15.930,4.280,2.220,4.610,1.990,2.470,99.280
s_P21_91 [25394],VOL,67.167,0.765,14.662,3.835,0.843,2.635,4.995,2.228,97.130
s_SR7 [19886],VOL,67.170,0.258,16.650,2.070,0.860,3.320,5.170,2.180,97.678
s_IIES-V-012 [24623],VOL,67.170,0.240,17.820,0.830,0.050,2.670,6.140,3.390,98.310
s_CH9 [20576],VOL,67.195,0.908,15.111,4.470,1.079,3.107,4.570,2.734,99.174
s_MAC116 [5943],VOL,67.200,0.380,15.300,1.712,1.090,1.680,2.930,4.440,94.732
s_TU-12-48 [24931],VOL,67.200,0.400,15.700,2.700,0.900,2.900,3.800,3.700,97.300
s_RM [22749],VOL,67.200,0.400,17.370,2.860,0.640,4.100,5.650,1.460,99.680
s_MAC-1702 [23001],VOL,67.210,0.622,15.218,3.310,1.949,4.393,4.559,2.130,99.391
s_JK 237A [18493],VOL,67.230,0.480,15.230,4.110,0.560,2.430,5.350,1.580,96.970
s_BC10QSX104 [17221],VOL,67.230,0.595,16.430,4.230,0.960,2.360,3.370,4.706,99.881
s_CHF11 [24927],VOL,67.280,0.640,16.850,3.000,1.020,4.760,4.870,1.210,99.630
s_PAR 04-01 [13542],VOL,67.300,0.500,14.500,2.650,1.010,2.230,4.020,4.090,96.300
s_DBF 03-08 [13542],VOL,67.300,0.520,15.100,2.690,1.050,2.460,3.990,4.040,97.150
s_AR12 [5286],VOL,67.300,0.500,15.500,3.008,1.400,3.700,4.200,2.800,98.408
s_AND-99-08 [13695],VOL,67.300,0.588,15.200,3.100,1.120,2.880,3.970,4.350,98.508
s_Q-52 [5325],VOL,67.300,0.580,15.930,3.280,1.010,2.610,5.360,3.270,99.340
s_15X [20337],VOL,67.310,0.770,14.930,4.180,1.020,2.880,5.120,2.710,98.920
s_EA-814 [21391],VOL,67.320,0.389,16.990,2.410,1.020,3.700,4.930,2.780,99.539
s_110299-7D [20828],VOL,67.360,0.760,14.310,4.300,0.850,2.590,4.850,2.600,97.620
s_EA-1047 [21391],VOL,67.370,0.405,17.220,0.880,1.040,3.830,4.820,4.150,99.715
s_19R [4232],VOL,67.390,0.900,15.100,4.510,1.150,3.000,4.720,2.910,99.680
s_IP9 [7409],VOL,67.400,0.500,15.400,2.590,1.130,2.550,2.610,4.750,96.930
s_Q-34 [5325],VOL,67.400,0.560,16.020,3.190,1.030,2.520,5.330,3.300,99.350
s_Q-10 [5325],VOL,67.400,0.570,16.050,3.240,1.100,2.650,5.160,3.230,99.400
s_PB [23928],VOL,67.400,0.470,14.490,5.558,1.760,2.650,3.820,4.240,100.388
s_ML-80 [5425],VOL,67.450,0.860,17.050,3.720,1.530,3.390,4.650,2.830,101.480
s_P-1 [5039],VOL,67.490,0.500,14.480,3.570,0.880,3.630,2.490,3.420,96.460
s_QVC19CN-053 [24568],VOL,67.490,0.340,16.430,2.190,1.000,2.770,4.130,3.320,97.670
s_TARA-97H-13  [21032],VOL,67.500,0.580,14.800,2.830,0.860,2.790,2.690,4.710,96.760
s_200495-6 [6222],VOL,67.500,0.170,16.050,1.647,0.930,2.350,4.300,4.200,97.147
s_AS-1A [20960],VOL,67.500,0.310,16.050,3.010,1.380,3.300,4.490,1.980,98.020
s_D-13-50 [24922],VOL,67.500,0.500,15.400,4.300,1.800,3.900,2.800,4.100,100.300
s_PAR 007 [13695],VOL,67.510,0.540,14.950,2.730,1.100,2.540,4.280,4.150,97.800
s_CLC01 [21020],VOL,67.530,0.433,14.920,3.030,0.590,2.200,4.160,2.180,95.043
s_XM53/CS90-0 [6214],VOL,67.560,0.550,15.540,3.276,0.970,3.060,3.710,2.710,97.376
s_MA8915B [5943],VOL,67.590,0.320,15.180,2.098,1.080,1.820,3.080,4.540,95.708
s_CHF11-P6 [24927],VOL,67.590,1.050,13.130,5.770,3.030,4.460,2.970,1.200,99.200
s_TARA-97H-3  [21032],VOL,67.600,0.590,15.200,1.740,0.790,2.390,2.630,3.670,94.610
s_MAC2A [5943],VOL,67.600,0.370,15.300,1.860,1.210,1.590,2.910,4.680,95.520
s_10721N [23254],VOL,67.600,0.600,14.100,4.050,1.810,3.170,3.900,1.470,96.700
s_HUAY-99-18B [13695],VOL,67.600,0.391,15.400,2.600,1.010,2.790,4.420,3.110,97.321
s_161297-2E [20828],VOL,67.600,0.800,13.870,4.710,0.840,2.740,5.460,2.610,98.630
s_C190 [6219],VOL,67.600,0.880,15.000,4.400,1.050,2.950,4.980,2.840,99.700
s_HUAYRA-6 [25325],VOL,67.610,0.505,15.954,3.150,1.359,1.841,3.246,4.341,98.006
s_EA-1770 [21391],VOL,67.620,0.372,16.750,2.650,0.920,3.770,4.790,2.630,99.502
s_TARA-96H-29B  [21032],VOL,67.630,0.556,14.493,2.900,0.896,2.831,2.943,4.203,96.451
s_070283-5 [20337],VOL,67.640,0.710,15.500,3.420,0.760,2.200,5.420,3.190,98.840
s_060283-5 [20337],VOL,67.680,0.470,15.840,3.230,0.880,2.540,4.990,3.210,98.840
s_MCH-55 [5039],VOL,67.690,0.570,15.270,2.860,1.330,1.790,2.070,5.760,97.340
s_MAC137 [5943],VOL,67.700,0.400,15.600,2.084,1.440,1.760,3.220,4.330,96.534
s_HUAYRA 15 [25325],VOL,67.700,0.517,16.328,3.316,1.361,2.411,3.079,4.180,98.892
s_Q-8 [5325],VOL,67.700,0.550,16.060,3.090,0.930,2.420,5.340,3.310,99.400
s_88068A [4376],VOL,67.710,0.520,15.480,3.270,1.720,3.700,3.240,3.750,99.390
s_D31 [24347],VOL,67.720,0.573,14.796,3.080,0.736,1.980,5.144,3.396,97.425
s_PA-52 [5039],VOL,67.720,0.670,14.800,3.020,0.780,2.370,2.650,4.060,96.070
s_T14-059 [23710],VOL,67.730,0.340,16.020,2.770,1.090,3.770,4.510,2.020,98.250
s_CB120 [7358],VOL,67.740,0.370,17.400,2.610,1.380,3.960,4.260,0.800,98.520
s_130056 [20525],VOL,67.746,0.218,13.620,1.890,1.157,1.826,2.776,4.544,93.776
s_MAC2 [5943],VOL,67.800,0.360,15.300,1.694,1.120,1.620,3.000,4.300,95.194
s_CHIC-96H-6  [21032],VOL,67.800,0.510,15.900,2.500,0.880,3.000,3.440,3.820,97.850
s_CHIC-96H-4  [21032],VOL,67.800,0.520,15.500,3.050,1.140,3.460,2.980,3.570,98.020
s_88081 [4376],VOL,67.800,0.540,15.290,3.420,1.830,3.610,3.080,3.780,99.350
s_Q-21 [5325],VOL,67.800,0.560,15.860,3.110,0.940,2.520,5.310,3.290,99.390
s_MC1308 [20525],VOL,67.812,0.146,11.383,0.890,0.598,1.624,3.537,4.113,90.102
s_PA-46 [5039],VOL,67.880,0.720,14.400,3.390,1.570,3.230,1.680,3.850,96.720
s_RB7 [7987],VOL,67.880,0.510,16.260,2.350,2.480,4.500,4.560,1.700,100.240
s_130120_16AIIIB [20676],VOL,67.893,0.638,16.402,3.470,0.867,2.584,5.461,2.121,99.437
s_130120_16AIIIA [20676],VOL,67.893,0.638,16.402,3.470,0.867,2.584,5.461,2.121,99.437
s_MAC116 [5943],VOL,67.900,0.350,15.100,1.776,1.110,1.700,2.770,4.490,95.196
s_TARA-97H-8B  [21032],VOL,67.900,0.570,15.100,1.570,0.770,2.530,2.890,4.110,95.440
s_PAR 03-04 [13542],VOL,67.900,0.500,15.000,2.590,0.970,2.360,4.070,4.070,97.460
s_Q-4 [5325],VOL,67.900,0.550,15.950,3.090,0.890,2.380,5.250,3.380,99.390
s_Q-5 [5325],VOL,67.900,0.560,15.890,3.050,0.960,2.410,5.280,3.360,99.410
s_060283-4 [20337],VOL,67.900,0.550,15.950,3.080,0.860,2.480,5.480,3.240,99.540
s_C4 [6219],VOL,67.900,0.770,15.300,3.860,0.940,2.740,5.610,2.520,99.640
s_CH43B [20576],VOL,67.906,0.790,14.927,4.360,0.902,2.726,4.672,2.949,99.232
s_CH3 [20576],VOL,67.910,0.794,14.995,4.220,1.035,2.854,4.462,2.985,99.255
s_CC03 [21020],VOL,67.920,0.472,14.950,3.140,1.380,1.820,4.510,3.440,97.632
s_P21_43 [25394],VOL,67.924,0.734,14.688,3.767,0.825,2.638,4.621,2.390,97.588
s_HY-16 [25325],VOL,67.927,0.576,16.452,2.970,1.323,2.363,2.720,4.395,98.726
s_RM [22749],VOL,67.940,0.490,17.710,1.440,0.130,3.760,6.290,1.580,99.340
s_09008  [21032],VOL,67.941,0.275,12.540,2.397,0.360,1.750,2.223,4.272,91.758
s_88054 [4376],VOL,67.970,0.490,15.530,3.540,1.560,3.730,3.250,3.810,99.880
s_LH R254 [23496],VOL,68.000,0.460,15.200,3.040,0.950,2.980,3.850,3.870,98.350
s_PE09 [25791],VOL,68.000,0.500,15.400,3.270,0.990,2.680,3.760,4.450,99.050
s_Q-22 [5325],VOL,68.000,0.520,16.030,2.970,0.940,2.420,5.150,3.330,99.360
s_060283-3 [20337],VOL,68.020,0.550,15.730,3.090,0.810,2.410,5.510,3.260,99.380
s_EA-687 [21391],VOL,68.020,0.364,16.810,2.450,0.800,3.730,4.750,2.620,99.544
s_TUTA-13 [25325],VOL,68.070,0.493,15.561,3.603,1.706,2.445,2.978,3.451,98.307
s_T14-060 [23710],VOL,68.070,0.350,16.100,2.830,1.150,3.790,4.590,1.910,98.790
s_88069 [4376],VOL,68.070,0.490,15.570,3.100,1.580,3.670,3.230,3.760,99.470
s_AC15GLM [4437],VOL,68.080,0.700,15.300,3.280,0.760,2.080,3.340,4.280,97.820
s_CH15 [20576],VOL,68.092,0.937,15.236,3.960,0.917,2.678,5.021,2.404,99.245
s_57.5-60 [7490],VOL,68.100,0.560,15.910,4.646,1.110,0.120,0.150,3.760,94.356
s_CHIC-96H-9  [21032],VOL,68.100,0.380,14.100,3.300,0.840,2.470,2.570,3.550,95.310
s_MAC2A [5943],VOL,68.100,0.330,14.800,1.909,1.190,1.540,2.800,4.780,95.449
s_MAC175 [5943],VOL,68.100,0.350,15.300,2.209,1.390,1.740,3.080,4.360,96.529
s_SIL-25 [20960],VOL,68.100,0.360,15.900,3.190,0.990,3.770,4.400,1.450,98.160
s_CHF11-P6 [24927],VOL,68.100,1.180,14.760,4.590,0.820,5.350,3.410,1.090,99.300
s_Q-6 [5325],VOL,68.100,0.560,16.070,2.890,0.890,2.390,5.160,3.350,99.410
s_88067 [4376],VOL,68.100,0.500,15.330,3.190,1.680,3.610,3.280,3.750,99.440
s_ML-80 [5425],VOL,68.100,0.750,17.120,1.750,0.900,1.920,3.530,6.450,100.520
s_IIES-V-012 [24623],VOL,68.110,0.410,16.730,1.190,0.050,2.910,4.920,3.840,98.160
s_ZMMH-66 [21851],VOL,68.130,0.417,13.970,5.330,0.220,0.120,0.060,3.020,91.267
s_P21_15 [25394],VOL,68.131,0.811,14.905,4.080,0.909,2.769,4.935,2.278,98.819
s_PANI 12 07 [22067],VOL,68.140,0.500,14.800,2.530,0.990,3.140,3.720,3.700,97.520
s_AZL-04L [20337],VOL,68.140,0.530,15.890,2.790,0.790,2.310,5.260,3.370,99.080
s_CH6 [20576],VOL,68.141,0.803,14.938,4.150,0.875,2.705,4.657,2.990,99.259
s_212822 [20576],VOL,68.147,0.633,14.399,5.160,0.462,2.572,5.195,2.552,99.121
s_CH8 [20576],VOL,68.150,0.809,14.934,4.180,0.890,2.710,4.611,2.973,99.256
s_DARE-20-THS  [20576],VOL,68.162,0.502,15.252,4.340,0.662,2.549,5.318,2.458,99.243
s_210495-5 [6222],VOL,68.170,0.560,15.010,3.185,0.880,2.600,4.360,3.180,97.945
s_CH89014 [4376],VOL,68.170,0.470,14.930,3.070,1.160,2.820,3.190,4.420,98.230
s_MCH-12 [5039],VOL,68.180,0.680,15.080,2.790,1.260,1.190,1.630,5.770,96.580
s_LDM-12-27 [20954],VOL,68.181,0.592,15.842,2.984,0.963,2.597,4.953,3.178,99.289
s_CH7 [20576],VOL,68.193,0.807,14.905,4.170,0.887,2.703,4.629,2.955,99.249
s_CH1 [20576],VOL,68.199,0.648,14.989,4.070,1.094,2.826,4.547,2.947,99.320
s_MAC2 [5943],VOL,68.200,0.340,15.000,1.789,1.140,1.600,2.820,4.420,95.309
s_CHIC-96H-7  [21032],VOL,68.200,0.520,15.000,2.270,0.700,2.590,2.260,3.950,95.490
s_CHIC-96H-3A  [21032],VOL,68.200,0.400,15.000,1.920,1.030,2.870,2.260,4.450,96.130
s_PAR 04-04 [13542],VOL,68.200,0.500,14.800,2.630,1.030,2.280,4.050,4.130,97.620
s_VPM-55A [24851],VOL,68.200,0.420,15.310,2.830,1.670,4.080,4.520,1.260,98.290
s_D21_99 [25394],VOL,68.203,0.775,14.956,3.897,0.865,2.754,4.847,2.487,98.783
s_CH88032  [21032],VOL,68.209,0.486,14.458,1.851,0.723,2.489,2.651,4.193,95.060
s_EA-1086 [21391],VOL,68.220,0.342,16.890,2.300,0.770,3.460,4.830,2.760,99.572
s_P21_70 [25394],VOL,68.224,0.822,14.965,4.101,0.933,2.851,5.038,2.405,99.338
s_UR9822 [7409],VOL,68.240,0.450,16.270,2.840,0.920,2.090,3.110,4.090,98.010
s_PB12023 [19324],VOL,68.270,0.503,15.150,3.840,1.115,3.060,3.632,2.389,97.959
s_GMC-12 [9376],VOL,68.290,0.450,15.210,2.472,0.560,2.580,3.440,3.700,96.702
s_IP4 [7409],VOL,68.300,0.443,16.100,2.840,1.000,2.590,3.260,3.660,98.193
s_EA-1075 [21391],VOL,68.300,0.334,16.990,2.250,0.800,3.280,4.720,2.850,99.524
s_TU-14-08 [23575],VOL,68.300,0.500,15.500,3.330,1.400,3.400,4.100,3.300,99.830
s_T14-058 [23710],VOL,68.310,0.330,16.000,2.760,1.090,3.740,4.630,1.940,98.800
s_XG-189 [6224],VOL,68.320,0.620,15.560,2.821,0.690,1.800,5.510,3.750,99.071
s_CHF11-P6 [24927],VOL,68.340,0.650,14.780,4.290,1.670,4.170,4.390,1.290,99.580
s_IIES-V-010 [24623],VOL,68.340,0.300,17.770,1.210,0.180,3.230,4.870,3.680,99.580
s_130056B_PLAG4 [21877],VOL,68.343,0.494,15.421,4.430,1.075,4.568,3.176,1.711,99.217
s_DV-C4-V11 [23928],VOL,68.360,0.637,16.560,1.094,0.268,1.223,2.420,5.090,95.651
s_P21_10 [25394],VOL,68.380,0.819,14.980,4.072,0.928,2.862,4.588,2.400,99.030
s_FG-IV-224B2 [4251],VOL,68.390,0.530,15.390,3.110,1.330,3.520,3.560,3.720,99.550
s_CH44 [20576],VOL,68.393,0.846,14.800,4.140,0.856,2.589,4.668,2.976,99.268
s_DIEZ-97H-2  [21032],VOL,68.400,0.550,15.100,1.830,0.820,2.490,2.990,4.370,96.550
s_PAR 04-06 [13542],VOL,68.400,0.510,14.700,2.710,1.080,2.240,4.090,4.250,97.980
s_1659 [4865],VOL,68.430,0.460,16.090,2.700,0.830,2.760,3.660,3.670,98.600
s_AA-064 [22798],VOL,68.440,0.380,14.750,2.580,1.150,2.780,3.320,4.460,97.860
s_R9 MET2 [22567],VOL,68.460,0.050,14.000,1.150,1.450,0.720,5.060,2.800,93.690
s_JN7GLM [4437],VOL,68.460,0.690,15.360,2.890,1.030,2.590,2.790,4.290,98.100
s_BG03 [21020],VOL,68.480,0.490,14.910,3.460,1.130,2.260,4.990,1.470,97.190
s_080385-4 [20337],VOL,68.480,0.560,14.450,4.220,1.100,3.510,4.360,2.120,98.800
s_PG-259 [7165],VOL,68.500,0.550,14.340,3.777,1.060,5.360,3.010,1.180,97.777
s_PAR 03-23 [13542],VOL,68.500,0.440,15.200,2.320,0.870,2.380,4.230,4.190,98.130
s_PAR 04-02 [13542],VOL,68.500,0.530,14.600,2.790,1.100,2.370,4.140,4.180,98.210
s_CAY 89 [8494],VOL,68.500,0.480,15.280,3.440,1.310,3.500,4.220,2.500,99.230
s_DARE-17-THS [20576],VOL,68.527,0.525,15.262,4.360,0.565,2.433,5.168,2.412,99.253
s_BR36 [24439],VOL,68.540,0.510,15.400,3.580,1.660,1.990,5.300,0.760,97.740
