T[C], P[kbar], fraction[wt], fraction[vol], SiO2, TiO2, Al2O3, Cr2O3, FeO, MgO, CaO, Na2O, K2O, O, H2O, Density[kg/m3]
1240.000000, 1.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, NaN
1220.000000, 1.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, NaN
1200.000000, 1.250000, 0.015050, 0.014090, 0.518160, 0.000000, 0.308230, 0.000000, 0.000000, 0.000000, 0.133390, 0.039420, 0.000800, 0.000000, 0.000000, 2634.659300
1180.000000, 1.250000, 0.047848, 0.044935, 0.525330, 0.000000, 0.303360, 0.000000, 0.000000, 0.000000, 0.127690, 0.042650, 0.000970, 0.000000, 0.000000, 2630.449430
1160.000000, 1.250000, 0.079705, 0.075098, 0.532900, 0.000000, 0.298210, 0.000000, 0.000000, 0.000000, 0.121680, 0.046020, 0.001180, 0.000000, 0.000000, 2625.970330
1140.000000, 1.250000, 0.111239, 0.105170, 0.540760, 0.000000, 0.292860, 0.000000, 0.000000, 0.000000, 0.115430, 0.049500, 0.001450, 0.000000, 0.000000, 2621.306590
1120.000000, 1.250000, 0.143124, 0.135803, 0.548750, 0.000000, 0.287400, 0.000000, 0.000000, 0.000000, 0.109060, 0.052990, 0.001790, 0.000000, 0.000000, 2616.576490
1100.000000, 1.250000, 0.175457, 0.167110, 0.556690, 0.000000, 0.281960, 0.000000, 0.000000, 0.000000, 0.102720, 0.056410, 0.002220, 0.000000, 0.000000, 2611.917900
1080.000000, 1.250000, 0.221940, 0.210080, 0.550343, 0.000108, 0.270604, 0.000379, 0.017825, 0.004079, 0.093915, 0.058211, 0.002758, 0.001778, 0.000000, 2634.554962
1060.000000, 1.250000, 0.278864, 0.261754, 0.539678, 0.000440, 0.258262, 0.000513, 0.039836, 0.009436, 0.085263, 0.059110, 0.003444, 0.004010, 0.000000, 2664.706084
1040.000000, 1.250000, 0.336138, 0.314271, 0.533487, 0.001893, 0.248541, 0.000481, 0.053571, 0.014174, 0.078002, 0.060211, 0.004229, 0.005421, 0.000000, 2684.508798
1020.000000, 1.250000, 0.374594, 0.350526, 0.535308, 0.002473, 0.244181, 0.000486, 0.056090, 0.015015, 0.074129, 0.061076, 0.005550, 0.005682, 0.000000, 2686.878354
1000.000000, 1.250000, 0.414988, 0.387963, 0.533378, 0.004754, 0.239115, 0.000461, 0.060947, 0.017021, 0.070262, 0.061885, 0.005981, 0.006196, 0.000000, 2695.698290
980.000000, 1.250000, 0.453736, 0.424732, 0.535731, 0.006531, 0.234554, 0.000462, 0.062174, 0.017789, 0.066744, 0.062420, 0.007271, 0.006323, 0.000000, 2698.642981
960.000000, 1.250000, 0.482758, 0.452666, 0.538085, 0.007416, 0.231888, 0.000441, 0.062988, 0.016855, 0.064332, 0.062824, 0.008753, 0.006418, 0.000000, 2698.749507
940.000000, 1.250000, 0.512961, 0.482061, 0.541993, 0.008125, 0.228270, 0.000437, 0.062216, 0.017922, 0.061259, 0.063014, 0.010431, 0.006332, 0.000000, 2698.867848
920.000000, 1.250000, 0.554866, 0.522979, 0.548427, 0.008503, 0.223162, 0.000390, 0.061146, 0.018603, 0.058557, 0.060830, 0.014116, 0.006265, 0.000000, 2703.341952
900.000000, 1.250000, 0.710537, 0.684684, 0.595965, 0.007855, 0.197253, 0.000318, 0.052914, 0.018395, 0.048313, 0.052154, 0.021380, 0.005447, 0.000000, 2685.779178
880.000000, 1.250000, 1.000000, 1.000000, 0.651375, 0.006747, 0.164746, 0.000238, 0.043681, 0.018538, 0.041369, 0.041862, 0.026965, 0.004478, 0.000000, 2668.040749
860.000000, 1.250000, 1.000000, 1.000000, 0.651361, 0.006754, 0.164742, 0.000240, 0.043691, 0.018538, 0.041373, 0.041862, 0.026965, 0.004479, 0.000000, 2669.842072
840.000000, 1.250000, 1.000000, 1.000000, 0.651370, 0.006746, 0.164747, 0.000240, 0.043682, 0.018539, 0.041369, 0.041864, 0.026965, 0.004478, 0.000000, 2671.453814
