T[C], P[kbar], SiO2, TiO2, Al2O3, Cr2O3, FeO, MgO, CaO, Na2O, K2O, O, H2O, G[J], V_partial[cm3], Rho[kg/m3], Entropy[J/K], Enthalpy[J], BulkMod[GPa], ShearMod[GPa], Vp[km/s], Vs[km/s], Mg#
1240.000000, 1.250000, 0.651370, 0.006750, 0.164750, 0.000240, 0.043680, 0.018540, 0.041370, 0.041860, 0.026970, 0.004480, 0.000000, -1081.237690, 26.049520, 2462.732480, 0.167524, -827.749000, 18.381410, 0.000000, 2.732000, 0.000000, 0.430719
1220.000000, 1.250000, 0.651370, 0.006750, 0.164750, 0.000240, 0.043680, 0.018540, 0.041370, 0.041860, 0.026970, 0.004480, 0.000000, -1077.772220, 26.033210, 2464.198940, 0.166268, -829.509300, 18.427170, 0.000000, 2.734580, 0.000000, 0.430719
1200.000000, 1.250000, 0.651370, 0.006750, 0.164750, 0.000240, 0.043680, 0.018540, 0.041370, 0.041860, 0.026970, 0.004480, 0.000000, -1074.330000, 26.003440, 2466.708178, 0.164855, -831.474400, 18.834370, 0.210010, 2.783770, 0.291800, 0.430719
1180.000000, 1.250000, 0.651370, 0.006750, 0.164750, 0.000240, 0.043680, 0.018540, 0.041370, 0.041860, 0.026970, 0.004480, 0.000000, -1070.916670, 25.969360, 2470.317022, 0.163351, -833.543900, 19.649890, 0.662870, 2.883350, 0.518060, 0.430719
1160.000000, 1.250000, 0.651370, 0.006750, 0.164750, 0.000240, 0.043680, 0.018540, 0.041370, 0.041860, 0.026970, 0.004480, 0.000000, -1067.538510, 25.932610, 2474.179319, 0.161840, -835.597200, 20.443940, 1.095470, 2.975890, 0.665500, 0.430719
1140.000000, 1.250000, 0.651370, 0.006750, 0.164750, 0.000240, 0.043680, 0.018540, 0.041370, 0.041860, 0.026970, 0.004480, 0.000000, -1064.195290, 25.895090, 2478.292449, 0.160329, -837.626300, 21.231050, 1.516040, 3.063700, 0.782290, 0.430719
1120.000000, 1.250000, 0.651370, 0.006750, 0.164750, 0.000240, 0.043680, 0.018540, 0.041370, 0.041860, 0.026970, 0.004480, 0.000000, -1060.887280, 25.852300, 2482.735205, 0.158781, -839.681300, 22.026140, 1.934060, 3.148880, 0.882840, 0.430719
1100.000000, 1.250000, 0.651370, 0.006750, 0.164750, 0.000240, 0.043680, 0.018540, 0.041370, 0.041860, 0.026970, 0.004480, 0.000000, -1057.614480, 25.804810, 2487.664286, 0.157208, -841.743700, 22.832200, 2.351640, 3.231860, 0.972570, 0.430719
1080.000000, 1.250000, 0.651370, 0.006750, 0.164750, 0.000240, 0.043680, 0.018540, 0.041370, 0.041860, 0.026970, 0.004480, 0.000000, -1054.378840, 25.734590, 2493.773971, 0.155613, -843.811400, 24.246430, 3.126520, 3.374110, 1.119220, 0.430719
1060.000000, 1.250000, 0.651370, 0.006750, 0.164750, 0.000240, 0.043680, 0.018540, 0.041370, 0.041860, 0.026970, 0.004480, 0.000000, -1051.187180, 25.629330, 2501.214925, 0.153926, -845.980500, 26.165530, 4.192550, 3.556620, 1.292310, 0.430719
1040.000000, 1.250000, 0.651370, 0.006750, 0.164750, 0.000240, 0.043680, 0.018540, 0.041370, 0.041860, 0.026970, 0.004480, 0.000000, -1048.036630, 25.532580, 2509.871266, 0.152371, -847.950300, 28.209320, 5.290740, 3.736340, 1.447240, 0.430719
1020.000000, 1.250000, 0.651370, 0.006750, 0.164750, 0.000240, 0.043680, 0.018540, 0.041370, 0.041860, 0.026970, 0.004480, 0.000000, -1044.927680, 25.459500, 2514.244967, 0.150657, -850.105500, 29.497350, 5.945020, 3.843430, 1.531860, 0.430719
1000.000000, 1.250000, 0.651370, 0.006750, 0.164750, 0.000240, 0.043680, 0.018540, 0.041370, 0.041860, 0.026970, 0.004480, 0.000000, -1041.858830, 25.379150, 2520.148817, 0.149056, -852.088000, 31.069800, 6.727570, 3.967320, 1.626220, 0.430719
980.000000, 1.250000, 0.651370, 0.006750, 0.164750, 0.000240, 0.043680, 0.018540, 0.041370, 0.041860, 0.026970, 0.004480, 0.000000, -1038.824910, 25.308820, 2526.134554, 0.147458, -854.037800, 32.533440, 7.416290, 4.076090, 1.704290, 0.430719
960.000000, 1.250000, 0.651370, 0.006750, 0.164750, 0.000240, 0.043680, 0.018540, 0.041370, 0.041860, 0.026970, 0.004480, 0.000000, -1035.828660, 25.260480, 2530.527653, 0.145924, -855.882000, 33.686660, 7.896980, 4.155740, 1.756260, 0.430719
940.000000, 1.250000, 0.651370, 0.006750, 0.164750, 0.000240, 0.043680, 0.018540, 0.041370, 0.041860, 0.026970, 0.004480, 0.000000, -1032.868540, 25.191670, 2536.291755, 0.144332, -857.772700, 34.836480, 8.423590, 4.235440, 1.811120, 0.430719
920.000000, 1.250000, 0.651370, 0.006750, 0.164750, 0.000240, 0.043680, 0.018540, 0.041370, 0.041860, 0.026970, 0.004480, 0.000000, -1029.944010, 25.067430, 2547.990662, 0.142641, -859.751400, 36.683970, 9.032750, 4.342370, 1.869600, 0.430719
900.000000, 1.250000, 0.651370, 0.006750, 0.164750, 0.000240, 0.043680, 0.018540, 0.041370, 0.041860, 0.026970, 0.004480, 0.000000, -1027.061840, 24.643570, 2588.055464, 0.140396, -862.356400, 43.656340, 11.868440, 4.754290, 2.123700, 0.430719
880.000000, 1.250000, 0.651370, 0.006750, 0.164750, 0.000240, 0.043680, 0.018540, 0.041370, 0.041860, 0.026970, 0.004480, 0.000000, -1024.269240, 23.846880, 2668.040749, 0.137709, -865.470700, 63.466490, 33.998580, 6.320170, 3.533040, 0.430719
860.000000, 1.250000, 0.651370, 0.006750, 0.164750, 0.000240, 0.043680, 0.018540, 0.041370, 0.041860, 0.026970, 0.004480, 0.000000, -1021.506150, 23.829700, 2669.842072, 0.136350, -867.001200, 63.624660, 34.073460, 6.325210, 3.535560, 0.430719
840.000000, 1.250000, 0.651370, 0.006750, 0.164750, 0.000240, 0.043680, 0.018540, 0.041370, 0.041860, 0.026970, 0.004480, 0.000000, -1018.770640, 23.814060, 2671.453814, 0.134970, -868.528400, 63.755400, 34.157670, 6.330090, 3.538720, 0.430719
