T[C], P[kbar], SiO2, TiO2, Al2O3, Cr2O3, FeO, MgO, CaO, Na2O, K2O, O, H2O, G[J], V_partial[cm3], Rho[kg/m3], Entropy[J/K], Enthalpy[J], BulkMod[GPa], ShearMod[GPa], Vp[km/s], Vs[km/s], Mg#
900.000000, 1.250000, 0.720980, 0.002230, 0.130860, 0.000260, 0.014430, 0.003250, 0.010710, 0.034950, 0.042480, 0.001440, 0.038400, -973.151920, 26.566400, 2207.954846, 0.147314, -800.330500, 13.203320, 0.050700, 2.450680, 0.151480, 0.286466
880.000000, 1.250000, 0.720980, 0.002230, 0.130860, 0.000260, 0.014430, 0.003250, 0.010710, 0.034950, 0.042480, 0.001440, 0.038400, -970.071460, 26.504340, 2211.930294, 0.145797, -801.946100, 13.319140, 0.089600, 2.463180, 0.201120, 0.286466
860.000000, 1.250000, 0.720980, 0.002230, 0.130860, 0.000260, 0.014430, 0.003250, 0.010710, 0.034950, 0.042480, 0.001440, 0.038400, -967.023870, 26.467110, 2216.455870, 0.144355, -803.447600, 13.462410, 0.139660, 2.479150, 0.250780, 0.286466
840.000000, 1.250000, 0.720980, 0.002230, 0.130860, 0.000260, 0.014430, 0.003250, 0.010710, 0.034950, 0.042480, 0.001440, 0.038400, -963.999800, 26.385780, 2221.121798, 0.142742, -805.106600, 13.800010, 0.323590, 2.528230, 0.381230, 0.286466
820.000000, 1.250000, 0.720980, 0.002230, 0.130860, 0.000260, 0.014430, 0.003250, 0.010710, 0.034950, 0.042480, 0.001440, 0.038400, -961.011090, 26.319190, 2225.524276, 0.141158, -806.704000, 14.173950, 0.539730, 2.583180, 0.491750, 0.286466
800.000000, 1.250000, 0.720980, 0.002230, 0.130860, 0.000260, 0.014430, 0.003250, 0.010710, 0.034950, 0.042480, 0.001440, 0.038400, -958.061900, 26.269000, 2231.627273, 0.139589, -808.261500, 14.798870, 0.897910, 2.672850, 0.633260, 0.286466
780.000000, 1.250000, 0.720980, 0.002230, 0.130860, 0.000260, 0.014430, 0.003250, 0.010710, 0.034950, 0.042480, 0.001440, 0.038400, -955.149670, 26.200940, 2237.727689, 0.137918, -809.901100, 15.452290, 1.284740, 2.764530, 0.756320, 0.286466
760.000000, 1.250000, 0.720980, 0.002230, 0.130860, 0.000260, 0.014430, 0.003250, 0.010710, 0.034950, 0.042480, 0.001440, 0.038400, -952.276240, 26.132640, 2244.439702, 0.136194, -811.567900, 16.115850, 1.677050, 2.853790, 0.862690, 0.286466
740.000000, 1.250000, 0.720980, 0.002230, 0.130860, 0.000260, 0.014430, 0.003250, 0.010710, 0.034950, 0.042480, 0.001440, 0.038400, -949.443970, 26.201850, 2240.542166, 0.134460, -813.216300, 15.686710, 2.127300, 2.869610, 0.972480, 0.286466
720.000000, 1.250000, 0.720980, 0.002230, 0.130860, 0.000260, 0.014430, 0.003250, 0.010710, 0.034950, 0.042480, 0.001440, 0.038400, -946.657840, 26.608600, 2207.236381, 0.132564, -815.002400, 14.535750, 2.998720, 2.893460, 1.163860, 0.286466
700.000000, 1.250000, 0.720980, 0.002230, 0.130860, 0.000260, 0.014430, 0.003250, 0.010710, 0.034950, 0.042480, 0.001440, 0.038400, -943.909710, 28.370670, 2075.385403, 0.130604, -816.812100, 24.034540, 12.951670, 4.464540, 2.500040, 0.286466
