T[C], P[kbar], SiO2, TiO2, Al2O3, Cr2O3, FeO, MgO, CaO, Na2O, K2O, O, H2O, G[J], V_partial[cm3], Rho[kg/m3], Entropy[J/K], Enthalpy[J], BulkMod[GPa], ShearMod[GPa], Vp[km/s], Vs[km/s], Mg#
1100.000000, 1.250000, 0.461980, 0.014070, 0.156740, 0.000270, 0.101570, 0.084850, 0.105090, 0.023650, 0.008720, 0.004780, 0.038270, -915.219950, 22.999460, 2455.469458, 0.151531, -707.144500, 14.033080, 0.000000, 2.389140, 0.000000, 0.598250
1080.000000, 1.250000, 0.461980, 0.014070, 0.156740, 0.000270, 0.101570, 0.084850, 0.105090, 0.023650, 0.008720, 0.004780, 0.038270, -911.955540, 22.920060, 2463.693577, 0.150063, -708.897200, 14.177000, 0.053930, 2.403570, 0.147880, 0.598250
1060.000000, 1.250000, 0.461980, 0.014070, 0.156740, 0.000270, 0.101570, 0.084850, 0.105090, 0.023650, 0.008720, 0.004780, 0.038270, -908.692670, 23.243630, 2424.975863, 0.148651, -710.518700, 14.620520, 1.609120, 2.622820, 0.812550, 0.598250
1040.000000, 1.250000, 0.461980, 0.014070, 0.156740, 0.000270, 0.101570, 0.084850, 0.105090, 0.023650, 0.008720, 0.004780, 0.038270, -905.515990, 24.157400, 2318.263424, 0.146492, -713.149800, 18.625990, 6.342710, 3.388480, 1.639810, 0.598250
1020.000000, 1.250000, 0.461980, 0.014070, 0.156740, 0.000270, 0.101570, 0.084850, 0.105090, 0.023650, 0.008720, 0.004780, 0.038270, -902.439280, 25.006480, 2226.230525, 0.144527, -715.544300, 22.979440, 10.282550, 4.002110, 2.118700, 0.598250
1000.000000, 1.250000, 0.461980, 0.014070, 0.156740, 0.000270, 0.101570, 0.084850, 0.105090, 0.023650, 0.008720, 0.004780, 0.038270, -899.447410, 25.320520, 2194.885741, 0.143085, -717.279200, 24.314830, 11.334780, 4.170320, 2.236010, 0.598250
980.000000, 1.250000, 0.461980, 0.014070, 0.156740, 0.000270, 0.101570, 0.084850, 0.105090, 0.023650, 0.008720, 0.004780, 0.038270, -896.500940, 25.582290, 2167.420167, 0.141521, -719.153900, 25.931450, 12.572470, 4.358480, 2.365150, 0.598250
960.000000, 1.250000, 0.461980, 0.014070, 0.156740, 0.000270, 0.101570, 0.084850, 0.105090, 0.023650, 0.008720, 0.004780, 0.038270, -893.599110, 25.761030, 2149.736273, 0.140052, -720.893700, 27.145170, 13.598910, 4.501050, 2.466760, 0.598250
940.000000, 1.250000, 0.461980, 0.014070, 0.156740, 0.000270, 0.101570, 0.084850, 0.105090, 0.023650, 0.008720, 0.004780, 0.038270, -890.746010, 25.291200, 2192.285411, 0.137877, -723.480600, 27.434060, 15.134860, 4.579530, 2.581920, 0.598250
920.000000, 1.250000, 0.461980, 0.014070, 0.156740, 0.000270, 0.101570, 0.084850, 0.105090, 0.023650, 0.008720, 0.004780, 0.038270, -887.933070, 25.151220, 2204.738609, 0.136366, -725.227700, 27.986950, 15.660120, 4.626980, 2.619310, 0.598250
900.000000, 1.250000, 0.461980, 0.014070, 0.156740, 0.000270, 0.101570, 0.084850, 0.105090, 0.023650, 0.008720, 0.004780, 0.038270, -885.153750, 24.948070, 2223.695334, 0.134885, -726.913800, 28.361080, 16.060570, 4.651830, 2.642390, 0.598250
880.000000, 1.250000, 0.461980, 0.014070, 0.156740, 0.000270, 0.101570, 0.084850, 0.105090, 0.023650, 0.008720, 0.004780, 0.038270, -882.406540, 24.677320, 2249.372146, 0.133316, -728.673600, 28.621390, 16.461780, 4.665440, 2.661840, 0.598250
860.000000, 1.250000, 0.461980, 0.014070, 0.156740, 0.000270, 0.101570, 0.084850, 0.105090, 0.023650, 0.008720, 0.004780, 0.038270, -879.691940, 24.354100, 2281.502496, 0.131691, -730.466600, 28.777840, 16.864980, 4.668700, 2.677810, 0.598250
840.000000, 1.250000, 0.461980, 0.014070, 0.156740, 0.000270, 0.101570, 0.084850, 0.105090, 0.023650, 0.008720, 0.004780, 0.038270, -877.010530, 23.919980, 2324.486957, 0.129859, -732.457900, 28.810310, 17.350610, 4.662400, 2.694620, 0.598250
820.000000, 1.250000, 0.461980, 0.014070, 0.156740, 0.000270, 0.101570, 0.084850, 0.105090, 0.023650, 0.008720, 0.004780, 0.038270, -874.363630, 23.637430, 2352.662781, 0.128168, -734.256700, 28.966920, 17.625690, 4.661470, 2.701780, 0.598250
800.000000, 1.250000, 0.461980, 0.014070, 0.156740, 0.000270, 0.101570, 0.084850, 0.105090, 0.023650, 0.008720, 0.004780, 0.038270, -871.749650, 23.437010, 2375.348666, 0.126662, -735.822300, 29.184190, 17.737040, 4.657670, 2.698700, 0.598250
780.000000, 1.250000, 0.461980, 0.014070, 0.156740, 0.000270, 0.101570, 0.084850, 0.105090, 0.023650, 0.008720, 0.004780, 0.038270, -869.167980, 23.243350, 2397.369091, 0.125151, -737.365300, 29.408410, 17.839370, 4.654220, 2.695280, 0.598250
760.000000, 1.250000, 0.461980, 0.014070, 0.156740, 0.000270, 0.101570, 0.084850, 0.105090, 0.023650, 0.008720, 0.004780, 0.038270, -866.618550, 23.062280, 2417.274255, 0.123602, -738.919200, 29.657870, 17.930170, 4.652860, 2.691980, 0.598250
740.000000, 1.250000, 0.461980, 0.014070, 0.156740, 0.000270, 0.101570, 0.084850, 0.105090, 0.023650, 0.008720, 0.004780, 0.038270, -864.102300, 22.992080, 2425.134963, 0.122082, -740.415400, 30.001970, 17.986420, 4.662820, 2.691470, 0.598250
