T[C], P[kbar], SiO2, TiO2, Al2O3, Cr2O3, FeO, MgO, CaO, Na2O, K2O, O, H2O, G[J], V_partial[cm3], Rho[kg/m3], Entropy[J/K], Enthalpy[J], BulkMod[GPa], ShearMod[GPa], Vp[km/s], Vs[km/s], Mg#
1100.000000, 1.250000, 0.567260, 0.009190, 0.164270, 0.000260, 0.063670, 0.033740, 0.060470, 0.037870, 0.018390, 0.006680, 0.038190, -960.261340, 24.814030, 2327.237000, 0.156434, -745.454100, 14.480560, 0.000000, 2.494440, 0.000000, 0.485757
1080.000000, 1.250000, 0.567260, 0.009190, 0.164270, 0.000260, 0.063670, 0.033740, 0.060470, 0.037870, 0.018390, 0.006680, 0.038190, -956.925500, 24.737540, 2335.777747, 0.155080, -747.078900, 15.241590, 0.386090, 2.594580, 0.406150, 0.485757
1060.000000, 1.250000, 0.567260, 0.009190, 0.164270, 0.000260, 0.063670, 0.033740, 0.060470, 0.037870, 0.018390, 0.006680, 0.038190, -953.613900, 24.859310, 2319.453323, 0.153708, -748.698200, 15.958410, 1.529900, 2.776090, 0.809380, 0.485757
1040.000000, 1.250000, 0.567260, 0.009190, 0.164270, 0.000260, 0.063670, 0.033740, 0.060470, 0.037870, 0.018390, 0.006680, 0.038190, -950.357760, 25.042960, 2301.547035, 0.152519, -750.077400, 16.526650, 2.659730, 2.937960, 1.069450, 0.485757
1020.000000, 1.250000, 0.567260, 0.009190, 0.164270, 0.000260, 0.063670, 0.033740, 0.060470, 0.037870, 0.018390, 0.006680, 0.038190, -947.144450, 25.141950, 2290.230012, 0.151208, -751.609600, 17.026250, 3.537110, 3.061230, 1.234710, 0.485757
1000.000000, 1.250000, 0.567260, 0.009190, 0.164270, 0.000260, 0.063670, 0.033740, 0.060470, 0.037870, 0.018390, 0.006680, 0.038190, -943.968050, 25.234430, 2277.654291, 0.149839, -753.199900, 17.361580, 4.233250, 3.154510, 1.353160, 0.485757
980.000000, 1.250000, 0.567260, 0.009190, 0.164270, 0.000260, 0.063670, 0.033740, 0.060470, 0.037870, 0.018390, 0.006680, 0.038190, -940.828280, 25.354670, 2265.805791, 0.148451, -754.796900, 17.741570, 4.913980, 3.246490, 1.460110, 0.485757
960.000000, 1.250000, 0.567260, 0.009190, 0.164270, 0.000260, 0.063670, 0.033740, 0.060470, 0.037870, 0.018390, 0.006680, 0.038190, -937.717760, 25.499830, 2250.978367, 0.147243, -756.144700, 17.811870, 5.386480, 3.302910, 1.533320, 0.485757
940.000000, 1.250000, 0.567260, 0.009190, 0.164270, 0.000260, 0.063670, 0.033740, 0.060470, 0.037870, 0.018390, 0.006680, 0.038190, -934.656340, 25.451500, 2253.659380, 0.145701, -757.899200, 18.454360, 6.093370, 3.401220, 1.628530, 0.485757
920.000000, 1.250000, 0.567260, 0.009190, 0.164270, 0.000260, 0.063670, 0.033740, 0.060470, 0.037870, 0.018390, 0.006680, 0.038190, -931.626120, 25.584180, 2241.896937, 0.144305, -759.448900, 19.110980, 6.694200, 3.498830, 1.709660, 0.485757
900.000000, 1.250000, 0.567260, 0.009190, 0.164270, 0.000260, 0.063670, 0.033740, 0.060470, 0.037870, 0.018390, 0.006680, 0.038190, -928.650460, 25.329780, 2264.311508, 0.142150, -761.887400, 19.954540, 7.282720, 3.580230, 1.773930, 0.485757
880.000000, 1.250000, 0.567260, 0.009190, 0.164270, 0.000260, 0.063670, 0.033740, 0.060470, 0.037870, 0.018390, 0.006680, 0.038190, -925.721080, 25.347640, 2260.847055, 0.140461, -763.748200, 20.522670, 7.878320, 3.662740, 1.845660, 0.485757
860.000000, 1.250000, 0.567260, 0.009190, 0.164270, 0.000260, 0.063670, 0.033740, 0.060470, 0.037870, 0.018390, 0.006680, 0.038190, -922.832310, 25.541050, 2253.539581, 0.139289, -764.997300, 20.905210, 8.302870, 3.723630, 1.897450, 0.485757
840.000000, 1.250000, 0.567260, 0.009190, 0.164270, 0.000260, 0.063670, 0.033740, 0.060470, 0.037870, 0.018390, 0.006680, 0.038190, -919.982500, 25.427010, 2251.407668, 0.137251, -767.201300, 21.442460, 8.826380, 3.795530, 1.956700, 0.485757
820.000000, 1.250000, 0.567260, 0.009190, 0.164270, 0.000260, 0.063670, 0.033740, 0.060470, 0.037870, 0.018390, 0.006680, 0.038190, -917.170290, 25.624460, 2246.307425, 0.136185, -768.299500, 21.717700, 9.116670, 3.837120, 1.990650, 0.485757
800.000000, 1.250000, 0.567260, 0.009190, 0.164270, 0.000260, 0.063670, 0.033740, 0.060470, 0.037870, 0.018390, 0.006680, 0.038190, -914.394730, 25.465650, 2247.643793, 0.134127, -770.456600, 22.198520, 9.569330, 3.896110, 2.038450, 0.485757
780.000000, 1.250000, 0.567260, 0.009190, 0.164270, 0.000260, 0.063670, 0.033740, 0.060470, 0.037870, 0.018390, 0.006680, 0.038190, -911.656410, 25.426840, 2250.020826, 0.132488, -772.126200, 22.592470, 9.895800, 3.939680, 2.071690, 0.485757
760.000000, 1.250000, 0.567260, 0.009190, 0.164270, 0.000260, 0.063670, 0.033740, 0.060470, 0.037870, 0.018390, 0.006680, 0.038190, -908.953820, 25.447560, 2253.974537, 0.131111, -773.496500, 22.903990, 10.142860, 3.971090, 2.095430, 0.485757
740.000000, 1.250000, 0.567260, 0.009190, 0.164270, 0.000260, 0.063670, 0.033740, 0.060470, 0.037870, 0.018390, 0.006680, 0.038190, -906.287440, 25.335150, 2260.577182, 0.129364, -775.222800, 23.281620, 10.427230, 4.005950, 2.121330, 0.485757
720.000000, 1.250000, 0.567260, 0.009190, 0.164270, 0.000260, 0.063670, 0.033740, 0.060470, 0.037870, 0.018390, 0.006680, 0.038190, -903.657150, 25.210900, 2269.633497, 0.127649, -776.882300, 23.638830, 10.680960, 4.034950, 2.142590, 0.485757
700.000000, 1.250000, 0.567260, 0.009190, 0.164270, 0.000260, 0.063670, 0.033740, 0.060470, 0.037870, 0.018390, 0.006680, 0.038190, -901.063790, 25.181940, 2272.579002, 0.125987, -778.459500, 24.230590, 11.142060, 4.095880, 2.186830, 0.485757
680.000000, 1.250000, 0.567260, 0.009190, 0.164270, 0.000260, 0.063670, 0.033740, 0.060470, 0.037870, 0.018390, 0.006680, 0.038190, -898.519790, 25.355320, 2256.181960, 0.124358, -779.987800, 28.840620, 15.228500, 4.610440, 2.566430, 0.485757
660.000000, 1.250000, 0.567260, 0.009190, 0.164270, 0.000260, 0.063670, 0.033740, 0.060470, 0.037870, 0.018390, 0.006680, 0.038190, -896.026910, 25.091230, 2280.004764, 0.122689, -781.539500, 29.097650, 15.397290, 4.608740, 2.567100, 0.485757
