T[C], P[kbar], fraction[wt], fraction[vol], SiO2, TiO2, Al2O3, Cr2O3, FeO, MgO, CaO, Na2O, K2O, O, H2O, Rho[kg/m3], log10(Eta)[Pas]
1100.000000, 1.250000, 1.000000, 1.000000, 0.567390, 0.009180, 0.164130, 0.000270, 0.063630, 0.033860, 0.060410, 0.037850, 0.018390, 0.006690, 0.038200, 2327.237000, 1.890101
1080.000000, 1.250000, 0.979235, 0.984077, 0.571310, 0.009340, 0.162460, 0.000290, 0.060500, 0.034670, 0.059360, 0.038240, 0.018700, 0.006350, 0.038780, 2324.283990, 2.027977
1060.000000, 1.250000, 0.918200, 0.923678, 0.586210, 0.009980, 0.156240, 0.000210, 0.051920, 0.035340, 0.054680, 0.039960, 0.019930, 0.005380, 0.040140, 2305.697540, 2.236802
1040.000000, 1.250000, 0.863950, 0.868749, 0.602430, 0.010520, 0.150240, 0.000140, 0.043910, 0.034080, 0.050640, 0.041360, 0.021090, 0.004550, 0.041030, 2288.834820, 2.472534
1020.000000, 1.250000, 0.821065, 0.825608, 0.613300, 0.010960, 0.146020, 0.000100, 0.038630, 0.032860, 0.047550, 0.042480, 0.022240, 0.004000, 0.041850, 2277.629300, 2.667520
1000.000000, 1.250000, 0.785939, 0.789058, 0.623740, 0.011340, 0.141490, 0.000090, 0.033680, 0.031930, 0.045320, 0.043240, 0.023150, 0.003490, 0.042520, 2268.651250, 2.864023
980.000000, 1.250000, 0.752522, 0.754755, 0.638240, 0.011040, 0.137170, 0.000080, 0.027740, 0.030270, 0.042810, 0.043220, 0.024000, 0.002890, 0.042560, 2259.103200, 3.113919
960.000000, 1.250000, 0.719081, 0.715956, 0.639640, 0.011740, 0.134780, 0.000040, 0.026980, 0.030610, 0.041160, 0.043840, 0.025530, 0.002800, 0.042860, 2260.803010, 3.252598
940.000000, 1.250000, 0.688826, 0.689495, 0.649460, 0.011970, 0.132520, 0.000040, 0.023400, 0.029140, 0.037660, 0.043680, 0.025930, 0.002410, 0.043790, 2251.472500, 3.454097
920.000000, 1.250000, 0.645173, 0.644809, 0.660720, 0.011640, 0.129870, 0.000030, 0.020150, 0.027550, 0.033310, 0.043230, 0.027230, 0.002060, 0.044200, 2243.160410, 3.676522
900.000000, 1.250000, 0.593559, 0.601317, 0.672740, 0.009980, 0.127890, 0.000060, 0.018000, 0.024060, 0.029550, 0.042190, 0.029530, 0.001760, 0.044240, 2235.097960, 3.918566
880.000000, 1.250000, 0.550217, 0.558602, 0.685250, 0.008550, 0.125350, 0.000070, 0.015680, 0.020870, 0.025950, 0.041030, 0.031440, 0.001490, 0.044320, 2226.912060, 4.171091
860.000000, 1.250000, 0.514944, 0.521745, 0.702640, 0.007180, 0.119650, 0.000070, 0.013850, 0.018510, 0.023030, 0.037860, 0.033090, 0.001290, 0.042830, 2224.160530, 4.547105
840.000000, 1.250000, 0.474823, 0.482073, 0.706650, 0.006350, 0.120070, 0.000120, 0.011810, 0.016080, 0.021010, 0.037200, 0.035770, 0.001100, 0.043850, 2217.548920, 4.715650
820.000000, 1.250000, 0.446871, 0.452539, 0.724320, 0.005340, 0.113560, 0.000070, 0.010520, 0.014030, 0.018490, 0.032570, 0.038540, 0.000960, 0.041590, 2218.171620, 5.172834
800.000000, 1.250000, 0.411001, 0.416948, 0.724950, 0.004750, 0.114430, 0.000070, 0.009320, 0.012850, 0.017820, 0.031650, 0.040780, 0.000850, 0.042550, 2215.585060, 5.333611
780.000000, 1.250000, 0.383174, 0.388765, 0.731110, 0.004110, 0.112630, 0.000070, 0.008360, 0.011940, 0.017170, 0.028780, 0.043300, 0.000760, 0.041750, 2217.662960, 5.650690
760.000000, 1.250000, 0.362337, 0.367979, 0.742850, 0.003480, 0.108140, 0.000050, 0.007410, 0.010820, 0.015820, 0.024610, 0.046030, 0.000660, 0.040120, 2219.412930, 6.084956
740.000000, 1.250000, 0.340608, 0.346706, 0.748670, 0.003070, 0.106040, 0.000060, 0.006670, 0.010350, 0.015640, 0.022330, 0.046940, 0.000600, 0.039630, 2220.813510, 6.416819
720.000000, 1.250000, 0.322643, 0.329459, 0.754160, 0.002650, 0.104240, 0.000060, 0.005940, 0.009900, 0.015600, 0.019940, 0.047930, 0.000530, 0.039050, 2222.681390, 6.770091
700.000000, 1.250000, 0.284335, 0.290545, 0.770830, 0.002240, 0.096740, 0.000040, 0.005530, 0.009950, 0.015580, 0.017260, 0.044140, 0.000480, 0.037220, 2224.004780, 7.344263
680.000000, 1.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, NaN, NaN
660.000000, 1.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, NaN, NaN
