T[C], P[kbar], fraction[wt], fraction[vol], SiO2, TiO2, Al2O3, Cr2O3, FeO, MgO, CaO, Na2O, K2O, O, H2O, Rho[kg/m3], log10(Eta)[Pas]
1240.000000, 1.250000, 1.000000, 1.000000, 0.589830, 0.009550, 0.170680, 0.000240, 0.066180, 0.035230, 0.062840, 0.039380, 0.019130, 0.006950, 0.000000, 2545.929980, 2.943700
1220.000000, 1.250000, 0.998070, 0.998141, 0.589950, 0.009570, 0.170530, 0.000240, 0.066270, 0.035210, 0.062740, 0.039380, 0.019150, 0.006960, 0.000000, 2547.705430, 3.097920
1200.000000, 1.250000, 0.957614, 0.959046, 0.593300, 0.009970, 0.164550, 0.000250, 0.068970, 0.036690, 0.059580, 0.039510, 0.019930, 0.007240, 0.000000, 2548.207410, 3.259683
1180.000000, 1.250000, 0.906550, 0.909023, 0.592920, 0.011350, 0.158100, 0.000340, 0.075200, 0.038780, 0.054520, 0.039310, 0.021600, 0.007880, 0.000000, 2554.042580, 3.386485
1160.000000, 1.250000, 0.878301, 0.881667, 0.596440, 0.010310, 0.155290, 0.000330, 0.074880, 0.042080, 0.051360, 0.039050, 0.022340, 0.007910, 0.000000, 2552.596060, 3.531756
1140.000000, 1.250000, 0.843512, 0.847426, 0.602700, 0.010590, 0.146090, 0.000220, 0.077220, 0.042540, 0.052450, 0.038680, 0.021450, 0.008070, 0.000000, 2553.325170, 3.734823
1120.000000, 1.250000, 0.764379, 0.776680, 0.620380, 0.012190, 0.140350, 0.000180, 0.068680, 0.039080, 0.048830, 0.037790, 0.025330, 0.007180, 0.000000, 2532.181320, 4.213978
1100.000000, 1.250000, 0.694667, 0.713454, 0.637350, 0.013070, 0.130710, 0.000130, 0.061870, 0.038530, 0.048610, 0.037110, 0.026160, 0.006460, 0.000000, 2517.242200, 4.615975
1080.000000, 1.250000, 0.634681, 0.658229, 0.658220, 0.010370, 0.123490, 0.000100, 0.053040, 0.039650, 0.047080, 0.035010, 0.027540, 0.005480, 0.000000, 2496.825640, 5.011711
1060.000000, 1.250000, 0.582707, 0.608784, 0.668630, 0.010150, 0.119900, 0.000090, 0.049250, 0.036050, 0.045540, 0.032790, 0.032490, 0.005110, 0.000000, 2484.288050, 5.413344
1040.000000, 1.250000, 0.542386, 0.570312, 0.684370, 0.008770, 0.112360, 0.000070, 0.045790, 0.035750, 0.044910, 0.030300, 0.032930, 0.004750, 0.000000, 2472.177680, 5.808312
1020.000000, 1.250000, 0.491631, 0.522591, 0.699150, 0.007870, 0.109330, 0.000060, 0.040080, 0.032850, 0.041850, 0.028160, 0.036490, 0.004160, 0.000000, 2455.390670, 6.269974
1000.000000, 1.250000, 0.451100, 0.483722, 0.714980, 0.007890, 0.104400, 0.000070, 0.036870, 0.029510, 0.039110, 0.025740, 0.037580, 0.003850, 0.000000, 2441.199520, 6.782727
980.000000, 1.250000, 0.411939, 0.446647, 0.733430, 0.007440, 0.100440, 0.000040, 0.031770, 0.025420, 0.034450, 0.023170, 0.040500, 0.003340, 0.000000, 2421.740730, 7.350448
960.000000, 1.250000, 0.374305, 0.409301, 0.745460, 0.006670, 0.095990, 0.000030, 0.030100, 0.024750, 0.032550, 0.020660, 0.040600, 0.003180, 0.000000, 2412.912200, 7.801899
940.000000, 1.250000, 0.352374, 0.387925, 0.754760, 0.005800, 0.094870, 0.000040, 0.026740, 0.022860, 0.029880, 0.019000, 0.043220, 0.002830, 0.000000, 2402.521280, 8.242879
920.000000, 1.250000, 0.291460, 0.325657, 0.766550, 0.004910, 0.092060, 0.000040, 0.024030, 0.020840, 0.027410, 0.016990, 0.044700, 0.002470, 0.000000, 2391.679680, 8.736877
900.000000, 1.250000, 0.254955, 0.287643, 0.783880, 0.004110, 0.085560, 0.000040, 0.021490, 0.019690, 0.025940, 0.015360, 0.041780, 0.002150, 0.000000, 2379.514020, 9.318776
880.000000, 1.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, NaN, NaN
860.000000, 1.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, NaN, NaN
