T[C], P[kbar], fraction[wt], fraction[vol], SiO2, TiO2, Al2O3, Cr2O3, FeO, MgO, CaO, Na2O, K2O, O, H2O, Density[kg/m3]
1240.000000, 1.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, NaN
1220.000000, 1.250000, 0.001930, 0.001859, 0.503820, 0.000000, 0.317980, 0.000000, 0.000000, 0.000000, 0.144770, 0.033030, 0.000410, 0.000000, 0.000000, 2644.630640
1200.000000, 1.250000, 0.042386, 0.040954, 0.509820, 0.000000, 0.313920, 0.000000, 0.000000, 0.000000, 0.140020, 0.035750, 0.000480, 0.000000, 0.000000, 2641.284640
1180.000000, 1.250000, 0.093450, 0.090977, 0.525270, 0.000000, 0.303500, 0.000000, 0.000000, 0.000000, 0.127820, 0.042880, 0.000520, 0.000000, 0.000000, 2630.602870
1160.000000, 1.250000, 0.121699, 0.118333, 0.521030, 0.000000, 0.306310, 0.000000, 0.000000, 0.000000, 0.131130, 0.040780, 0.000750, 0.000000, 0.000000, 2635.279450
1140.000000, 1.250000, 0.156488, 0.152574, 0.529096, 0.000014, 0.300324, 0.000010, 0.000576, 0.000180, 0.124269, 0.044660, 0.000809, 0.000062, 0.000000, 2630.981534
1120.000000, 1.250000, 0.235621, 0.223320, 0.493115, 0.001722, 0.272367, 0.000543, 0.056484, 0.017573, 0.106092, 0.045018, 0.001032, 0.006044, 0.000000, 2714.663168
1100.000000, 1.250000, 0.305333, 0.286546, 0.476557, 0.003922, 0.258880, 0.000498, 0.081264, 0.025730, 0.098409, 0.044895, 0.001199, 0.008645, 0.000000, 2754.817355
1080.000000, 1.250000, 0.365319, 0.341771, 0.473390, 0.007259, 0.249861, 0.000491, 0.088831, 0.030808, 0.091826, 0.046540, 0.001554, 0.009440, 0.000000, 2767.877077
1060.000000, 1.250000, 0.417293, 0.391216, 0.478231, 0.008395, 0.243256, 0.000441, 0.089969, 0.033113, 0.086249, 0.048678, 0.002147, 0.009530, 0.000000, 2768.471649
1040.000000, 1.250000, 0.457614, 0.429688, 0.480013, 0.010396, 0.239648, 0.000437, 0.090027, 0.034123, 0.083363, 0.049952, 0.002527, 0.009522, 0.000000, 2768.412991
1020.000000, 1.250000, 0.508369, 0.477409, 0.482312, 0.010967, 0.231290, 0.000417, 0.091259, 0.037733, 0.083132, 0.050183, 0.003076, 0.009630, 0.000000, 2779.275353
1000.000000, 1.250000, 0.548900, 0.516278, 0.486953, 0.010918, 0.225336, 0.000386, 0.090295, 0.039663, 0.082383, 0.050584, 0.003987, 0.009497, 0.000000, 2783.146361
980.000000, 1.250000, 0.588061, 0.553353, 0.488990, 0.011029, 0.220191, 0.000351, 0.090400, 0.041811, 0.082934, 0.050615, 0.004200, 0.009479, 0.000000, 2790.474341
960.000000, 1.250000, 0.625695, 0.590699, 0.498285, 0.011261, 0.214628, 0.000365, 0.087741, 0.041468, 0.081304, 0.050751, 0.004999, 0.009197, 0.000000, 2794.832591
940.000000, 1.250000, 0.647626, 0.612075, 0.500259, 0.011580, 0.211996, 0.000353, 0.087650, 0.041750, 0.080868, 0.050452, 0.005896, 0.009187, 0.000000, 2798.539467
920.000000, 1.250000, 0.708540, 0.674343, 0.517125, 0.011457, 0.203156, 0.000324, 0.083563, 0.040934, 0.077464, 0.048589, 0.008595, 0.008794, 0.000000, 2807.811804
900.000000, 1.250000, 0.745045, 0.712357, 0.523386, 0.011417, 0.199935, 0.000305, 0.081528, 0.040349, 0.075546, 0.047592, 0.011349, 0.008594, 0.000000, 2807.777751
880.000000, 1.250000, 1.000000, 1.000000, 0.589803, 0.009562, 0.170789, 0.000242, 0.066210, 0.035071, 0.062878, 0.039376, 0.019123, 0.006947, 0.000000, 2760.091182
860.000000, 1.250000, 1.000000, 1.000000, 0.589802, 0.009563, 0.170797, 0.000242, 0.066202, 0.035072, 0.062874, 0.039378, 0.019122, 0.006947, 0.000000, 2761.668243
