T[C], P[kbar], fraction[wt], fraction[vol], SiO2, TiO2, Al2O3, Cr2O3, FeO, MgO, CaO, Na2O, K2O, O, H2O, Rho[kg/m3], log10(Eta)[Pas]
1240.000000, 1.250000, 1.000000, 1.000000, 0.619150, 0.008220, 0.165960, 0.000240, 0.055820, 0.028140, 0.052980, 0.039850, 0.023670, 0.005960, 0.000000, 2505.801780, 3.367705
1220.000000, 1.250000, 1.000000, 1.000000, 0.619130, 0.008220, 0.165940, 0.000240, 0.055870, 0.028140, 0.052980, 0.039850, 0.023670, 0.005960, 0.000000, 2507.582200, 3.523279
1200.000000, 1.250000, 0.979532, 0.980532, 0.621200, 0.008370, 0.163130, 0.000240, 0.056760, 0.028840, 0.051450, 0.039880, 0.024070, 0.006060, 0.000000, 2508.031270, 3.689079
1180.000000, 1.250000, 0.944277, 0.946841, 0.624910, 0.008680, 0.157780, 0.000250, 0.058870, 0.029920, 0.048490, 0.039840, 0.024960, 0.006290, 0.000000, 2507.625930, 3.863024
1160.000000, 1.250000, 0.910463, 0.914318, 0.628270, 0.009010, 0.152630, 0.000250, 0.061020, 0.031040, 0.045890, 0.039540, 0.025840, 0.006520, 0.000000, 2507.859080, 4.039519
1140.000000, 1.250000, 0.877194, 0.882095, 0.631230, 0.009350, 0.147590, 0.000290, 0.063340, 0.032100, 0.043580, 0.038980, 0.026770, 0.006770, 0.000000, 2508.743320, 4.220414
1120.000000, 1.250000, 0.844599, 0.850286, 0.633690, 0.009720, 0.142610, 0.000280, 0.065970, 0.033230, 0.041580, 0.038130, 0.027740, 0.007040, 0.000000, 2510.572260, 4.403057
1100.000000, 1.250000, 0.779821, 0.792068, 0.648870, 0.010320, 0.135780, 0.000160, 0.059930, 0.032320, 0.039250, 0.037180, 0.029820, 0.006380, 0.000000, 2495.827200, 4.792575
1080.000000, 1.250000, 0.719986, 0.737338, 0.662200, 0.010660, 0.129150, 0.000120, 0.055330, 0.031610, 0.037780, 0.035510, 0.031740, 0.005890, 0.000000, 2484.114000, 5.168946
1060.000000, 1.250000, 0.661870, 0.684890, 0.679960, 0.010960, 0.125520, 0.000090, 0.045650, 0.029390, 0.034180, 0.034020, 0.035390, 0.004840, 0.000000, 2463.484130, 5.657279
1040.000000, 1.250000, 0.616909, 0.642387, 0.692910, 0.009620, 0.118110, 0.000080, 0.042420, 0.028970, 0.035180, 0.031550, 0.036660, 0.004510, 0.000000, 2453.780390, 6.020307
1020.000000, 1.250000, 0.579276, 0.606207, 0.701220, 0.009560, 0.113260, 0.000070, 0.040820, 0.027720, 0.034970, 0.029030, 0.039010, 0.004330, 0.000000, 2447.804810, 6.388972
1000.000000, 1.250000, 0.541932, 0.571832, 0.720720, 0.008030, 0.107110, 0.000060, 0.034690, 0.026470, 0.033030, 0.026950, 0.039250, 0.003680, 0.000000, 2430.165610, 6.878155
980.000000, 1.250000, 0.510281, 0.540683, 0.728570, 0.007570, 0.102630, 0.000040, 0.032650, 0.025870, 0.034120, 0.023730, 0.041340, 0.003470, 0.000000, 2425.180260, 7.278972
960.000000, 1.250000, 0.467220, 0.499961, 0.743380, 0.006540, 0.097980, 0.000050, 0.029790, 0.024010, 0.031490, 0.021610, 0.041980, 0.003180, 0.000000, 2412.256090, 7.762510
940.000000, 1.250000, 0.435112, 0.469367, 0.755830, 0.005700, 0.095360, 0.000040, 0.026160, 0.021960, 0.028550, 0.019240, 0.044380, 0.002800, 0.000000, 2399.790680, 8.253861
920.000000, 1.250000, 0.365386, 0.400045, 0.767880, 0.004880, 0.091730, 0.000060, 0.023810, 0.020580, 0.026950, 0.017590, 0.044070, 0.002460, 0.000000, 2390.316040, 8.742412
900.000000, 1.250000, 0.329456, 0.363838, 0.785280, 0.004090, 0.085290, 0.000090, 0.021040, 0.019460, 0.025430, 0.015920, 0.041250, 0.002150, 0.000000, 2377.862510, 9.326922
880.000000, 1.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, NaN, NaN
860.000000, 1.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, NaN, NaN
840.000000, 1.250000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, NaN, NaN
