T[C], P[kbar], SiO2, TiO2, Al2O3, Cr2O3, FeO, MgO, CaO, Na2O, K2O, O, H2O, G[J], V_partial[cm3], Rho[kg/m3], Entropy[J/K], Enthalpy[J], BulkMod[GPa], ShearMod[GPa], Vp[km/s], Vs[km/s], Mg#
1150.000000, 1.250000, 0.506750, 0.011170, 0.172290, 0.000270, 0.083410, 0.052610, 0.087440, 0.031810, 0.009370, 0.006680, 0.038190, -950.216960, 24.384360, 2355.754512, 0.157909, -725.488800, 13.617240, 0.000000, 2.403510, 0.000000, 0.529262
1130.000000, 1.250000, 0.506750, 0.011170, 0.172290, 0.000270, 0.083410, 0.052610, 0.087440, 0.031810, 0.009370, 0.006680, 0.038190, -946.841290, 24.224830, 2366.622521, 0.156298, -727.532200, 13.710380, 0.000000, 2.406260, 0.000000, 0.529262
1110.000000, 1.250000, 0.506750, 0.011170, 0.172290, 0.000270, 0.083410, 0.052610, 0.087440, 0.031810, 0.009370, 0.006680, 0.038190, -943.485700, 24.314900, 2358.890305, 0.154948, -729.168900, 13.656380, 0.272370, 2.437290, 0.339720, 0.529262
1090.000000, 1.250000, 0.506750, 0.011170, 0.172290, 0.000270, 0.083410, 0.052610, 0.087440, 0.031810, 0.009370, 0.006680, 0.038190, -940.150620, 24.584380, 2326.143354, 0.153499, -730.908400, 14.804360, 1.906920, 2.722200, 0.902560, 0.529262
1070.000000, 1.250000, 0.506750, 0.011170, 0.172290, 0.000270, 0.083410, 0.052610, 0.087440, 0.031810, 0.009370, 0.006680, 0.038190, -936.870450, 24.785050, 2303.925464, 0.152174, -732.477700, 15.838010, 3.118840, 2.930530, 1.157350, 0.529262
1050.000000, 1.250000, 0.506750, 0.011170, 0.172290, 0.000270, 0.083410, 0.052610, 0.087440, 0.031810, 0.009370, 0.006680, 0.038190, -933.638070, 24.932570, 2287.402453, 0.150867, -734.018600, 16.665880, 4.030250, 3.082820, 1.318290, 0.529262
1030.000000, 1.250000, 0.506750, 0.011170, 0.172290, 0.000270, 0.083410, 0.052610, 0.087440, 0.031810, 0.009370, 0.006680, 0.038190, -930.448730, 25.049730, 2272.896615, 0.149474, -735.662000, 17.414420, 4.872610, 3.217150, 1.452280, 0.529262
1010.000000, 1.250000, 0.506750, 0.011170, 0.172290, 0.000270, 0.083410, 0.052610, 0.087440, 0.031810, 0.009370, 0.006680, 0.038190, -927.309650, 25.359070, 2242.884896, 0.147979, -737.429900, 19.315220, 6.861650, 3.524220, 1.730330, 0.529262
990.000000, 1.250000, 0.506750, 0.011170, 0.172290, 0.000270, 0.083410, 0.052610, 0.087440, 0.031810, 0.009370, 0.006680, 0.038190, -924.229870, 25.617990, 2216.493807, 0.146432, -739.264500, 20.833420, 8.351200, 3.749910, 1.916620, 0.529262
970.000000, 1.250000, 0.506750, 0.011170, 0.172290, 0.000270, 0.083410, 0.052610, 0.087440, 0.031810, 0.009370, 0.006680, 0.038190, -921.205220, 25.764090, 2202.852304, 0.144846, -741.139800, 21.895380, 9.546340, 3.910770, 2.053490, 0.529262
950.000000, 1.250000, 0.506750, 0.011170, 0.172290, 0.000270, 0.083410, 0.052610, 0.087440, 0.031810, 0.009370, 0.006680, 0.038190, -918.231620, 25.755410, 2202.357999, 0.143215, -743.058000, 22.757110, 10.587810, 4.034450, 2.161850, 0.529262
930.000000, 1.250000, 0.506750, 0.011170, 0.172290, 0.000270, 0.083410, 0.052610, 0.087440, 0.031810, 0.009370, 0.006680, 0.038190, -915.298980, 25.736390, 2200.542032, 0.141512, -745.038300, 23.344340, 11.341050, 4.121100, 2.237700, 0.529262
910.000000, 1.250000, 0.506750, 0.011170, 0.172290, 0.000270, 0.083410, 0.052610, 0.087440, 0.031810, 0.009370, 0.006680, 0.038190, -912.405130, 25.669680, 2207.311797, 0.139974, -746.795500, 23.858500, 11.983130, 4.187000, 2.296420, 0.529262
890.000000, 1.250000, 0.506750, 0.011170, 0.172290, 0.000270, 0.083410, 0.052610, 0.087440, 0.031810, 0.009370, 0.006680, 0.038190, -909.549540, 25.611660, 2211.523509, 0.138432, -748.532200, 24.366260, 12.430230, 4.239970, 2.336300, 0.529262
870.000000, 1.250000, 0.506750, 0.011170, 0.172290, 0.000270, 0.083410, 0.052610, 0.087440, 0.031810, 0.009370, 0.006680, 0.038190, -906.729720, 25.549790, 2216.838696, 0.136945, -750.181100, 24.811170, 12.771920, 4.280860, 2.365160, 0.529262
850.000000, 1.250000, 0.506750, 0.011170, 0.172290, 0.000270, 0.083410, 0.052610, 0.087440, 0.031810, 0.009370, 0.006680, 0.038190, -903.944630, 25.453010, 2225.234998, 0.135455, -751.808300, 25.210950, 13.060540, 4.312630, 2.387210, 0.529262
830.000000, 1.250000, 0.506750, 0.011170, 0.172290, 0.000270, 0.083410, 0.052610, 0.087440, 0.031810, 0.009370, 0.006680, 0.038190, -901.193040, 25.364510, 2234.211251, 0.134013, -753.356800, 25.555410, 13.284040, 4.336220, 2.402680, 0.529262
810.000000, 1.250000, 0.506750, 0.011170, 0.172290, 0.000270, 0.083410, 0.052610, 0.087440, 0.031810, 0.009370, 0.006680, 0.038190, -898.474570, 25.213550, 2245.907233, 0.132449, -755.012400, 25.902610, 13.512490, 4.357530, 2.417020, 0.529262
790.000000, 1.250000, 0.506750, 0.011170, 0.172290, 0.000270, 0.083410, 0.052610, 0.087440, 0.031810, 0.009370, 0.006680, 0.038190, -895.789180, 25.062680, 2259.399992, 0.130928, -756.593500, 26.223870, 13.710150, 4.373550, 2.427480, 0.529262
770.000000, 1.250000, 0.506750, 0.011170, 0.172290, 0.000270, 0.083410, 0.052610, 0.087440, 0.031810, 0.009370, 0.006680, 0.038190, -893.136650, 24.897270, 2274.290048, 0.129381, -758.173300, 26.537250, 13.892910, 4.386800, 2.435810, 0.529262
750.000000, 1.250000, 0.506750, 0.011170, 0.172290, 0.000270, 0.083410, 0.052610, 0.087440, 0.031810, 0.009370, 0.006680, 0.038190, -890.517040, 24.727540, 2290.339967, 0.127833, -759.724600, 26.840680, 14.064090, 4.397660, 2.442470, 0.529262
730.000000, 1.250000, 0.506750, 0.011170, 0.172290, 0.000270, 0.083410, 0.052610, 0.087440, 0.031810, 0.009370, 0.006680, 0.038190, -887.930370, 24.545140, 2307.600472, 0.126263, -761.270000, 27.148700, 14.229770, 4.407000, 2.447870, 0.529262
710.000000, 1.250000, 0.506750, 0.011170, 0.172290, 0.000270, 0.083410, 0.052610, 0.087440, 0.031810, 0.009370, 0.006680, 0.038190, -885.377240, 24.321730, 2329.382566, 0.124607, -762.870300, 27.154150, 14.503170, 4.405040, 2.460330, 0.529262
690.000000, 1.250000, 0.506750, 0.011170, 0.172290, 0.000270, 0.083410, 0.052610, 0.087440, 0.031810, 0.009370, 0.006680, 0.038190, -882.859250, 24.122000, 2350.246340, 0.122943, -764.446400, 27.598020, 14.684160, 4.418460, 2.465080, 0.529262
670.000000, 1.250000, 0.506750, 0.011170, 0.172290, 0.000270, 0.083410, 0.052610, 0.087440, 0.031810, 0.009370, 0.006680, 0.038190, -880.385250, 24.065030, 2355.190014, 0.121374, -765.911700, 30.365100, 17.063050, 4.684400, 2.655030, 0.529262
650.000000, 1.250000, 0.506750, 0.011170, 0.172290, 0.000270, 0.083410, 0.052610, 0.087440, 0.031810, 0.009370, 0.006680, 0.038190, -877.948470, 23.800520, 2381.760101, 0.119674, -767.471500, 30.716410, 17.194890, 4.682760, 2.651220, 0.529262
