T[C], P[kbar], SiO2, TiO2, Al2O3, Cr2O3, FeO, MgO, CaO, Na2O, K2O, O, H2O, G[J], V_partial[cm3], Rho[kg/m3], Entropy[J/K], Enthalpy[J], BulkMod[GPa], ShearMod[GPa], Vp[km/s], Vs[km/s], Mg#
1100.000000, 1.250000, 0.594590, 0.007890, 0.159470, 0.000260, 0.053670, 0.026860, 0.050920, 0.038270, 0.022730, 0.007160, 0.038180, -965.979880, 24.506480, 2314.713549, 0.158086, -748.904600, 5.261520, 0.000000, 1.494280, 0.000000, 0.471487
1080.000000, 1.250000, 0.594590, 0.007890, 0.159470, 0.000260, 0.053670, 0.026860, 0.050920, 0.038270, 0.022730, 0.007160, 0.038180, -962.645290, 24.457790, 2319.489186, 0.156667, -750.650800, 5.386810, 0.103460, 1.528980, 0.209230, 0.471487
1060.000000, 1.250000, 0.594590, 0.007890, 0.159470, 0.000260, 0.053670, 0.026860, 0.050920, 0.038270, 0.022730, 0.007160, 0.038180, -959.324470, 24.392710, 2326.610478, 0.155306, -752.278500, 6.675340, 0.934210, 1.824810, 0.626690, 0.471487
1040.000000, 1.250000, 0.594590, 0.007890, 0.159470, 0.000260, 0.053670, 0.026860, 0.050920, 0.038270, 0.022730, 0.007160, 0.038180, -956.046940, 24.319590, 2335.266578, 0.153917, -753.930900, 7.556590, 1.501320, 1.998800, 0.792160, 0.471487
1020.000000, 1.250000, 0.594590, 0.007890, 0.159470, 0.000260, 0.053670, 0.026860, 0.050920, 0.038270, 0.022730, 0.007160, 0.038180, -952.806620, 24.403980, 2326.032175, 0.152559, -755.525300, 8.263850, 2.056640, 2.147090, 0.928140, 0.471487
1000.000000, 1.250000, 0.594590, 0.007890, 0.159470, 0.000260, 0.053670, 0.026860, 0.050920, 0.038270, 0.022730, 0.007160, 0.038180, -949.606980, 24.523960, 2315.379149, 0.151225, -757.075300, 8.739990, 2.566280, 2.260920, 1.038580, 0.471487
980.000000, 1.250000, 0.594590, 0.007890, 0.159470, 0.000260, 0.053670, 0.026860, 0.050920, 0.038270, 0.022730, 0.007160, 0.038180, -946.445110, 24.647930, 2305.327594, 0.149978, -758.500200, 9.157390, 3.115090, 2.369030, 1.146050, 0.471487
960.000000, 1.250000, 0.594590, 0.007890, 0.159470, 0.000260, 0.053670, 0.026860, 0.050920, 0.038270, 0.022730, 0.007160, 0.038180, -943.319600, 24.775900, 2292.603033, 0.148592, -760.083000, 9.345560, 3.606790, 2.448780, 1.236120, 0.471487
940.000000, 1.250000, 0.594590, 0.007890, 0.159470, 0.000260, 0.053670, 0.026860, 0.050920, 0.038270, 0.022730, 0.007160, 0.038180, -940.229850, 24.803500, 2290.722772, 0.147312, -761.518600, 9.683890, 4.136310, 2.537230, 1.323610, 0.471487
920.000000, 1.250000, 0.594590, 0.007890, 0.159470, 0.000260, 0.053670, 0.026860, 0.050920, 0.038270, 0.022730, 0.007160, 0.038180, -937.173700, 24.950210, 2280.881261, 0.146068, -762.893200, 9.566380, 4.543100, 2.577420, 1.389850, 0.471487
900.000000, 1.250000, 0.594590, 0.007890, 0.159470, 0.000260, 0.053670, 0.026860, 0.050920, 0.038270, 0.022730, 0.007160, 0.038180, -934.164750, 24.811490, 2286.606372, 0.143966, -765.271600, 9.968060, 5.300320, 2.686110, 1.498310, 0.471487
880.000000, 1.250000, 0.594590, 0.007890, 0.159470, 0.000260, 0.053670, 0.026860, 0.050920, 0.038270, 0.022730, 0.007160, 0.038180, -931.200800, 24.899240, 2279.783354, 0.142460, -766.922700, 9.452740, 5.973320, 2.719240, 1.592450, 0.471487
860.000000, 1.250000, 0.594590, 0.007890, 0.159470, 0.000260, 0.053670, 0.026860, 0.050920, 0.038270, 0.022730, 0.007160, 0.038180, -928.277020, 25.059340, 2275.585181, 0.141308, -768.153400, 7.792700, 6.528530, 2.648690, 1.666210, 0.471487
840.000000, 1.250000, 0.594590, 0.007890, 0.159470, 0.000260, 0.053670, 0.026860, 0.050920, 0.038270, 0.022730, 0.007160, 0.038180, -925.391960, 25.109440, 2265.228543, 0.139478, -770.132100, 1.660990, 7.026890, 2.170400, 1.732330, 0.471487
820.000000, 1.250000, 0.594590, 0.007890, 0.159470, 0.000260, 0.053670, 0.026860, 0.050920, 0.038270, 0.022730, 0.007160, 0.038180, -922.545320, 25.210510, 2262.343240, 0.138128, -771.551100, -33.575200, 7.475390, NaN, 1.787860, 0.471487
800.000000, 1.250000, 0.594590, 0.007890, 0.159470, 0.000260, 0.053670, 0.026860, 0.050920, 0.038270, 0.022730, 0.007160, 0.038180, -919.736680, 25.112950, 2257.981810, 0.135995, -773.793200, 53.974540, 7.947550, 5.259050, 1.845030, 0.471487
780.000000, 1.250000, 0.594590, 0.007890, 0.159470, 0.000260, 0.053670, 0.026860, 0.050920, 0.038270, 0.022730, 0.007160, 0.038180, -916.966320, 25.391680, 2252.020281, 0.135050, -774.738100, 30.811930, 8.183100, 4.233640, 1.874940, 0.471487
760.000000, 1.250000, 0.594590, 0.007890, 0.159470, 0.000260, 0.053670, 0.026860, 0.050920, 0.038270, 0.022730, 0.007160, 0.038180, -914.233600, 25.291290, 2253.538497, 0.133153, -776.666300, 27.303500, 8.549810, 4.075950, 1.915730, 0.471487
740.000000, 1.250000, 0.594590, 0.007890, 0.159470, 0.000260, 0.053670, 0.026860, 0.050920, 0.038270, 0.022730, 0.007160, 0.038180, -911.537710, 25.183750, 2256.087377, 0.131223, -778.589400, 25.677740, 8.892980, 4.011640, 1.952660, 0.471487
720.000000, 1.250000, 0.594590, 0.007890, 0.159470, 0.000260, 0.053670, 0.026860, 0.050920, 0.038270, 0.022730, 0.007160, 0.038180, -908.878730, 25.159750, 2258.579554, 0.129543, -780.222600, 24.856320, 9.250820, 3.991300, 1.990610, 0.471487
700.000000, 1.250000, 0.594590, 0.007890, 0.159470, 0.000260, 0.053670, 0.026860, 0.050920, 0.038270, 0.022730, 0.007160, 0.038180, -906.260820, 25.063350, 2258.587699, 0.127504, -782.180200, 24.581270, 9.792350, 4.015210, 2.048050, 0.471487
680.000000, 1.250000, 0.594590, 0.007890, 0.159470, 0.000260, 0.053670, 0.026860, 0.050920, 0.038270, 0.022730, 0.007160, 0.038180, -903.697100, 25.382470, 2232.910603, 0.125987, -783.612400, 28.886450, 14.856000, 4.595440, 2.538280, 0.471487
660.000000, 1.250000, 0.594590, 0.007890, 0.159470, 0.000260, 0.053670, 0.026860, 0.050920, 0.038270, 0.022730, 0.007160, 0.038180, -901.187670, 25.115820, 2256.801647, 0.124311, -785.186900, 29.072340, 15.024700, 4.590300, 2.539100, 0.471487
