T[C], P[kbar], fraction[wt], fraction[vol], SiO2, TiO2, Al2O3, Cr2O3, FeO, MgO, CaO, Na2O, K2O, O, H2O, Density[kg/m3]
1100.000000, 1.250000, 0.001390, -0.007489, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 0.000000, 1.000000, 0.000000, -429.601220
1080.000000, 1.250000, 0.004541, -0.005732, 0.000000, 0.000885, 0.000000, 0.000000, 0.631529, 0.000000, 0.000000, 0.000000, 0.000000, 0.367586, 0.000000, -1837.792351
1060.000000, 1.250000, 0.048968, 0.028854, 0.326702, 0.000348, 0.236502, 0.000000, 0.250563, 0.000000, 0.118883, 0.012320, 0.000083, 0.054598, 0.000000, 3948.512771
1040.000000, 1.250000, 0.080148, 0.053834, 0.348675, 0.000296, 0.248557, 0.000000, 0.223536, 0.000000, 0.123701, 0.014310, 0.000103, 0.040815, 0.000000, 3476.732358
1020.000000, 1.250000, 0.111833, 0.078916, 0.362274, 0.000267, 0.253473, 0.000000, 0.208509, 0.000000, 0.124587, 0.016316, 0.000121, 0.034453, 0.000000, 3296.261417
1000.000000, 1.250000, 0.139561, 0.100863, 0.371118, 0.000282, 0.254857, 0.000671, 0.196426, 0.004352, 0.123039, 0.018388, 0.000138, 0.030730, 0.000000, 3203.722641
980.000000, 1.250000, 0.167270, 0.122757, 0.377694, 0.000441, 0.254298, 0.000948, 0.186700, 0.010919, 0.120260, 0.020523, 0.000170, 0.028050, 0.000000, 3141.268467
960.000000, 1.250000, 0.192781, 0.142714, 0.384878, 0.000754, 0.252951, 0.000990, 0.178244, 0.015902, 0.117072, 0.022918, 0.000202, 0.026099, 0.000000, 3096.899039
940.000000, 1.250000, 0.219526, 0.164361, 0.392476, 0.001330, 0.251075, 0.000966, 0.170522, 0.019905, 0.113580, 0.025474, 0.000242, 0.024423, 0.000000, 3059.568138
920.000000, 1.250000, 0.242718, 0.182763, 0.401489, 0.002227, 0.248819, 0.000920, 0.162810, 0.022261, 0.109712, 0.028415, 0.000307, 0.023042, 0.000000, 3029.111505
900.000000, 1.250000, 0.291598, 0.221341, 0.420866, 0.003439, 0.233526, 0.000670, 0.145727, 0.030981, 0.109037, 0.031811, 0.000613, 0.020323, 0.003006, 3012.419991
880.000000, 1.250000, 0.331130, 0.252285, 0.431070, 0.006905, 0.225825, 0.000557, 0.134911, 0.037286, 0.105494, 0.034647, 0.000794, 0.018596, 0.003919, 2992.269969
860.000000, 1.250000, 0.366671, 0.280890, 0.441927, 0.009127, 0.220443, 0.000510, 0.125520, 0.040750, 0.101429, 0.037739, 0.000988, 0.017192, 0.004366, 2970.519451
840.000000, 1.250000, 0.402007, 0.308616, 0.452136, 0.010431, 0.216499, 0.000487, 0.118124, 0.042255, 0.097672, 0.040517, 0.001214, 0.016094, 0.004573, 2950.711474
820.000000, 1.250000, 0.435173, 0.335978, 0.462971, 0.011163, 0.213225, 0.000464, 0.111093, 0.042748, 0.093634, 0.043443, 0.001516, 0.015080, 0.004659, 2930.282658
800.000000, 1.250000, 0.470612, 0.364857, 0.472693, 0.011535, 0.210605, 0.000457, 0.105195, 0.042608, 0.090260, 0.045869, 0.001885, 0.014234, 0.004669, 2912.461170
780.000000, 1.250000, 0.493027, 0.383208, 0.481378, 0.011878, 0.208415, 0.000444, 0.100816, 0.041761, 0.086688, 0.048129, 0.002302, 0.013596, 0.004591, 2897.398512
760.000000, 1.250000, 0.520601, 0.406686, 0.488899, 0.011977, 0.206622, 0.000433, 0.096907, 0.041032, 0.083947, 0.049851, 0.002774, 0.013039, 0.004524, 2884.770173
740.000000, 1.250000, 0.546600, 0.429147, 0.495796, 0.011966, 0.205011, 0.000425, 0.093403, 0.040309, 0.081409, 0.051335, 0.003333, 0.012551, 0.004453, 2873.552091
720.000000, 1.250000, 0.575044, 0.454099, 0.503332, 0.011831, 0.203320, 0.000417, 0.089455, 0.039425, 0.078343, 0.052153, 0.005348, 0.012005, 0.004368, 2860.128934
700.000000, 1.250000, 0.619113, 0.492477, 0.513366, 0.011441, 0.201468, 0.000394, 0.084072, 0.037564, 0.073995, 0.051531, 0.010733, 0.011268, 0.004166, 2839.366122
680.000000, 1.250000, 0.956120, 0.779499, 0.614882, 0.008221, 0.165807, 0.000274, 0.055936, 0.028096, 0.053246, 0.039967, 0.022951, 0.007462, 0.003157, 2738.849194
660.000000, 1.250000, 0.957149, 0.788536, 0.614959, 0.008217, 0.165763, 0.000274, 0.055899, 0.028065, 0.053190, 0.039936, 0.023034, 0.007456, 0.003207, 2739.376081
